Site;Date;Plant species;Pollinator species;Visits
Midway;14/11/2012;Byrsonima variabilis;Centris (Hemisielaa) tarsata;1
Midway;14/11/2012;Lessingianthus pycnostachyus;Megachile (Pseudocentron) sp. 1;1
Midway;14/11/2012;Trimezia juncifolia;Dialictus (Chloralictus) sp. 1;1
Midway;14/11/2012;Aspilia jolyana;Bombus pauloensis;1
Midway;14/11/2012;Aspilia jolyana;Bombus pauloensis;1
Midway;14/11/2012;Sebastiana ditassoides;Apis mellifera;2
Midway;14/11/2012;Sebastiana ditassoides;Dialictus (Chloralictus) sp. 1;2
Midway;14/11/2012;Sebastiana ditassoides;Camponotus rufipes;2
Midway;14/11/2012;Declieuxia fruticosa;Bombus pauloensis;1
Midway;14/11/2012;Coccoloba brasiliensis;Apis mellifera;2
Midway;14/11/2012;Coccoloba brasiliensis;Masiphyia sp.;1
Midway;14/11/2012;Coccoloba brasiliensis;Diptera sp. 5;1
Midway;14/11/2012;Coccoloba brasiliensis;Augochloropsis sp. 3;1
Midway;14/11/2012;Coccoloba brasiliensis;Polybia sericea;1
Midway;14/11/2012;Coccoloba brasiliensis;Dialictus (Chloralictus) sp. 1;2
Midway;14/11/2012;Coccoloba brasiliensis;Myzinum sp.;1
Midway;14/11/2012;Lavoisiera campos-portoana;Trigona spinipes;2
Midway;14/11/2012;Coccoloba brasiliensis;Polybia flavifrons hecuba;1
Midway;14/11/2012;Coccoloba brasiliensis;Archytas diaphanus;1
Midway;14/11/2012;Coccoloba brasiliensis;Plecia sp.;2
Midway;14/11/2012;Coccoloba brasiliensis;Theclinae sp.;1
Midway;14/11/2012;Aspilia jolyana;Bombus pauloensis;1
Midway;14/11/2012;Declieuxia fruticosa;Bombus pauloensis;1
Midway;14/11/2012;Lessingianthus pycnostachyus;Bombus pauloensis;1
Midway;14/11/2012;Lessingianthus pycnostachyus;Dialictus (Chloralictus) sp. 1;1
Midway;14/11/2012;Coccoloba brasiliensis;Augochloropsis sp. 3;1
Midway;14/11/2012;Coccoloba brasiliensis;Polybia occidentalis;1
Soizig;15/11/2012;Lychnofora uniflora;Apis mellifera;1
Soizig;15/11/2012;Lychnofora uniflora;Madopterini sp.;1
Soizig;15/11/2012;Lychnofora uniflora;Theclinae sp. 2;1
Soizig;15/11/2012;Byrsonima variabilis;Tapinotaspidini sp. 1;1
Soizig;15/11/2012;Paepalanthus bromelioides;Cephalotes pusillus;1
Soizig;15/11/2012;Paepalanthus bromelioides;Coleoptera sp.;1
Soizig;15/11/2012;Paepalanthus bromelioides;Sibinia sp.;1
Soizig;15/11/2012;Lychnofora uniflora;Junonia sp.;1
Soizig;15/11/2012;Davilla elliptica;Dialictus (Chloralictus) sp. 1;1
Soizig;15/11/2012;Lychnofora uniflora;Apis mellifera;1
Soizig;15/11/2012;Lychnofora uniflora;Zethus brasiliensis brasiliensis;1
Soizig;15/11/2012;Davilla elliptica;Dialictus (Chloralictus) sp. 1;1
Soizig;15/11/2012;Lychnofora uniflora;Augochloropsis sp. 3;1
Soizig;15/11/2012;Qualia dichotoma;Dialictus (Chloralictus) sp. 1;1
Soizig;15/11/2012;Qualia dichotoma;Zethus brasiliensis brasiliensis;1
Soizig;15/11/2012;Qualia dichotoma;Oxaea sp.;1
Soizig;15/11/2012;Cuphea ericoides;Chlorostilbon lucidus;1
Soizig;15/11/2012;Qualia dichotoma;Heliactin bilophus;1
Soizig;15/11/2012;Cuphea ericoides;Heliactin bilophus;1
Soizig;15/11/2012;Cuphea ericoides;Papilionidae sp.;1
Soizig;15/11/2012;Qualia dichotoma;Heliactin bilophus;1
Soizig;15/11/2012;Qualia dichotoma;Zethus brasiliensis brasiliensis;1
Soizig;15/11/2012;Qualia dichotoma;Xylocopa big;1
Soizig;15/11/2012;Paepalanthus bromelioides;Alticini sp. 1;30
Soizig;15/11/2012;Paepalanthus bromelioides;Coleoptera sp.;1
Soizig;15/11/2012;Lychnofora uniflora;Apis mellifera;1
Soizig;15/11/2012;Lychnofora uniflora;Bombus pauloensis;1
Soizig;15/11/2012;Lychnofora uniflora;Gaesischia sp. 2;1
Soizig;15/11/2012;Lychnofora uniflora;Bombus pauloensis;1
Soizig;15/11/2012;Lychnofora uniflora;Trigona spinipes;1
Soizig;15/11/2012;Lychnofora uniflora;Dialictus (Chloralictus) sp. 1;1
Soizig;15/11/2012;Agarista sp.;Dialictus (Chloralictus) sp. 1;1
Soizig;15/11/2012;Byrsonima variabilis;Unidentified Augochloropsis;1
Elefante;16/11/2012;Davilla elliptica;Apis mellifera;3
Elefante;16/11/2012;Vellozia albiflora;Tetrapedia sp. 2;1
Elefante;16/11/2012;Vellozia albiflora;Augochloropsis sp. 1;3
Elefante;16/11/2012;Vellozia albiflora;Ceratina (Crewella) sp. 2;2
Elefante;16/11/2012;Vellozia albiflora;Megachile (Pseudocentron) sp. 1;1
Elefante;16/11/2012;Vellozia albiflora;Augochloropsis sp. 3;1
Elefante;16/11/2012;Vellozia albiflora;Dialictus (Chloralictus) sp. 1;1
Elefante;16/11/2012;Declieuxia fruticosa;Satyrinae sp. 2;1
Elefante;16/11/2012;Aspilia jolyana;Bombus pauloensis;1
Elefante;16/11/2012;Cuphea ericoides;Riodininae sp.;1
Elefante;16/11/2012;Aspilia jolyana;Tetrapedia sp. 2;1
Elefante;16/11/2012;Aspilia jolyana;Augochloropsis sp. 1;1
Elefante;16/11/2012;Aspilia jolyana;Dialictus (Chloralictus) sp. 1;1
Elefante;16/11/2012;Vellozia albiflora;Tetrapedia sp. 2;2
Elefante;16/11/2012;Vellozia albiflora;Ceratina (Crewella) sp. 2;1
Elefante;16/11/2012;Vellozia albiflora;Nitidulidae sp. 2;3
Elefante;16/11/2012;Vellozia albiflora;Trigona spinipes;1
Elefante;16/11/2012;Cuphea ericoides;Megachile sp.;1
Elefante;16/11/2012;Vellozia leptopetala;Gaesischia sp. 2;1
Elefante;16/11/2012;Vellozia leptopetala;Nitidulidae sp. 2;1
Elefante;16/11/2012;Rubiaceae sp.;Toxophorinae sp. 1;1
Elefante;16/11/2012;Rubiaceae sp.;Augochloropsis sp. 1;1
Elefante;16/11/2012;Vellozia leptopetala;Megachile cf (Dactylomegachile) sp.;1
Elefante;16/11/2012;Vellozia leptopetala;Trigona spinipes;2
Elefante;16/11/2012;Vellozia leptopetala;Nitidulidae sp. 2;2
Elefante;16/11/2012;Vellozia leptopetala;Augochloropsis sp. 1;1
Elefante;16/11/2012;Baccharis serrulata;Myzinum sp.;1
Elefante;16/11/2012;Baccharis serrulata;Dialictus (Chloralictus) sp. 1;5
Elefante;16/11/2012;Baccharis serrulata;Ceratina (Rhysoceratina) volitans;3
Elefante;16/11/2012;Baccharis serrulata;Lepidoptera (microlepidoptera);1
Elefante;16/11/2012;Baccharis serrulata;Pteromalidae sp. 1;1
Elefante;16/11/2012;Baccharis serrulata;Ceratina (Crewella) asuncionis;1
Elefante;16/11/2012;Baccharis serrulata;Lepidoptera (microlepidoptera);2
Elefante;16/11/2012;Baccharis serrulata;Trupanea sp.;1
Elefante;16/11/2012;Baccharis serrulata;Zeta argillaceum;1
Elefante;16/11/2012;Aspilia jolyana;Dialictus (Chloralictus) sp. 1;1
Elefante;16/11/2012;Aspilia jolyana;Dicranthidium sp.;1
Elefante;16/11/2012;Cuphea ericoides;Chlorostilbon lucidus;1
Elefante;16/11/2012;Sebastiana ditassoides;Pompilidae sp.;1
Elefante;16/11/2012;Sebastiana ditassoides;Dialictus (Chloralictus) sp. 1;1
Elefante;16/11/2012;Sebastiana ditassoides;Hypertrophocera sp.;1
Elefante;16/11/2012;Sebastiana ditassoides;Pipunculidae sp.;1
Elefante;16/11/2012;Sebastiana ditassoides;Mischocyttarus drewseni;1
Elefante;16/11/2012;Cuphea ericoides;Megachile sp.;1
Elefante;16/11/2012;Aspilia jolyana;Dicranthidium sp.;1
Elefante;16/11/2012;Aspilia jolyana;Zeta argillaceum;1
Elefante;16/11/2012;Aspilia jolyana;Ceratina (Crewella) sp. 3;1
Elefante;16/11/2012;Aspilia jolyana;Bombus pauloensis;1
Elefante;16/11/2012;Paepalanthus bromelioides;Nitidulidae sp. 2;1
Elefante;16/11/2012;Paepalanthus bromelioides;Alticini sp. 1;5
Elefante;16/11/2012;Cuphea ericoides;Bombus pauloensis;1
Elefante;16/11/2012;Cuphea ericoides;Xylocopa sp. 4;1
Elefante;16/11/2012;Palicourea rigida;Heliactin bilophus;1
Elefante;16/11/2012;Vochysia pygmaea;Heliactin bilophus;1
Elefante;16/11/2012;Diodella sp. 2;Bombus pauloensis;1
Elefante;16/11/2012;Diodella sp. 2;Chilicola (Oedicelis) sp.;1
Paulino;17/11/2012;Qualia dichotoma;Centris (Hemisielaa) tarsata;2
Paulino;17/11/2012;Byrsonima pachyphylla;Tapinotaspidini sp. 1;1
Paulino;17/11/2012;Byrsonima pachyphylla;Tapinotaspidini sp. 2;1
Paulino;17/11/2012;Byrsonima pachyphylla;Augochloropsis sp. 1;1
Paulino;17/11/2012;Lychnofora uniflora;Tetrapedia sp. 1;1
Paulino;17/11/2012;Lychnofora uniflora;Toxophorinae sp. 2;1
Paulino;17/11/2012;Trigonia cipoensis;Apis mellifera;1
Paulino;17/11/2012;Cuphea ericoides;Centris (Hemisielaa) tarsata;1
Paulino;17/11/2012;Trigonia cipoensis;Apis mellifera;1
Paulino;17/11/2012;Trigonia cipoensis;Madopterini sp.;1
Paulino;17/11/2012;Trigonia cipoensis;Augochloropsis sp. 3;1
Paulino;17/11/2012;Cuphea ericoides;Bombus pauloensis;1
Paulino;17/11/2012;Byrsonima pachyphylla;Madopterini sp.;1
Paulino;17/11/2012;Cuphea ericoides;Chilicola (Oedicelis) sp.;1
Paulino;17/11/2012;Cuphea ericoides;Bombus pauloensis;1
Paulino;17/11/2012;Cuphea ericoides;Centris (Hemisielaa) tarsata;1
Paulino;17/11/2012;Cuphea ericoides;Ceratina (Crewella) sp. 2;1
Paulino;17/11/2012;Trigonia cipoensis;Dialictus (Chloralictus) sp. 1;1
Paulino;17/11/2012;Trigonia cipoensis;Zeta argillaceum;1
Paulino;17/11/2012;Cuphea ericoides;Bombus pauloensis;1
Paulino;17/11/2012;Heteropteris sp.;Ceratina (Crewella) sp. 2;1
Paulino;17/11/2012;Heteropteris sp.;Tapinotaspidini sp. 1;1
Paulino;17/11/2012;Kielmeyera speciosa;Dialictus (Chloralictus) sp. 1;1
Paulino;17/11/2012;Kielmeyera speciosa;Ceratina (Crewella) asuncionis;1
Paulino;17/11/2012;Simira sampaioana;Lepidoptera (microlepidoptera);1
Paulino;17/11/2012;Lychnofora uniflora;Pseudagapostemon sp. 1;1
Paulino;17/11/2012;Lychnofora uniflora;Apis mellifera;1
Paulino;17/11/2012;Lychnofora uniflora;Megachile (Pseudocentron) sp. 1;1
Paulino;17/11/2012;Lychnofora uniflora;Tetrapedia sp. 1;1
Paulino;17/11/2012;Lychnofora uniflora;Madopterini sp.;1
Paulino;17/11/2012;Lychnofora uniflora;Bombus pauloensis;1
Paulino;17/11/2012;Lychnofora uniflora;Diptera sp. 4;1
Paulino;17/11/2012;Trigonia cipoensis;Augochloropsis sp. 1;1
Paulino;17/11/2012;Trigonia cipoensis;Myzinum sp.;2
Paulino;17/11/2012;Trigonia cipoensis;Campsomeris sp. 3;1
Paulino;17/11/2012;Trigonia cipoensis;Brachygastra lecheguana;1
Paulino;17/11/2012;Trigonia cipoensis;Madopterini sp.;1
Paulino;17/11/2012;Lychnofora rupestris;Dialictus (Chloralictus) sp. 1;2
Paulino;17/11/2012;Lychnofora rupestris;Myzinum sp.;1
Paulino;17/11/2012;Trigonia cipoensis;Myzinum sp.;1
Paulino;17/11/2012;Trigonia cipoensis;Polybia ignobilis ;1
Paulino;17/11/2012;Trigonia cipoensis;Tetrapedia sp. 1;1
Paulino;17/11/2012;Trigonia cipoensis;Theclinae sp.;1
Paulino;17/11/2012;Trigonia cipoensis;Protomydas sp.;1
Paulino;17/11/2012;Trigonia cipoensis;Deopalpus sp.;1
Paulino;17/11/2012;Trigonia cipoensis;Sciara sp.;4
Paulino;17/11/2012;Paepalanthus bromelioides;Dialictus (Chloralictus) sp. 1;1
Paulino;17/11/2012;Paepalanthus bromelioides;Diptera sp. 2;1
Paulino;17/11/2012;Cuphea ericoides;Tapinotaspidini sp. 2;1
Paulino;17/11/2012;Trigonia cipoensis;Theclinae sp.;1
Paulino;17/11/2012;Trigonia cipoensis;Madopterini sp.;1
Paulino;17/11/2012;Lychnofora uniflora;Gaesischia sp. 2;1
Paulino;17/11/2012;Lychnofora uniflora;Tetrapedia sp. 1;1
Paulino;17/11/2012;Lychnofora uniflora;Dialictus (Chloralictus) sp. 1;3
Paulino;17/11/2012;Lychnofora uniflora;Campsomeris sp. 2;1
Paulino;17/11/2012;Lychnofora uniflora;Sarcophagidae sp.;1
Paulino;17/11/2012;Lychnofora uniflora;Myzinum sp.;1
Gigante;21/11/2012;Alibertia sp.;Apis mellifera;1
Gigante;21/11/2012;Asteraceae sp.;Augochloropsis sp. 1;2
Gigante;21/11/2012;Asteraceae sp.;Bombus pauloensis;2
Gigante;21/11/2012;Asteraceae sp.;Centris sp. 1;1
Gigante;21/11/2012;Asteraceae sp.;Pierinae sp.;1
Gigante;21/11/2012;Asteraceae sp.;Megachile (Pseudocentron) sp. 1;1
Gigante;21/11/2012;Asteraceae sp.;Apis mellifera;1
Gigante;21/11/2012;Asteraceae sp.;Riodininae sp.;1
Gigante;21/11/2012;Asteraceae sp.;Ceratina (Crewella) sp. 6;2
Gigante;21/11/2012;Asteraceae sp.;Polybia ignobilis ;1
Gigante;21/11/2012;Asteraceae sp.;Dialictus (Chloralictus) sp. 1;1
Gigante;21/11/2012;Asteraceae sp.;Megachile sp.;2
Gigante;21/11/2012;Asteraceae sp.;Villa sp.;2
Gigante;21/11/2012;Asteraceae sp.;Unidentified Lepidoptera sp. 1;1
Gigante;21/11/2012;Asteraceae sp.;Copestylum sp.;2
Gigante;21/11/2012;Luxemburgia villosa;Bombus pauloensis;1
Gigante;21/11/2012;Asteraceae sp.;Elbella luteizona;1
Gigante;21/11/2012;Asteraceae sp.;Apis mellifera;3
Gigante;21/11/2012;Asteraceae sp.;Bombus pauloensis;2
Gigante;21/11/2012;Asteraceae sp.;Megachile (Pseudocentron) sp. 1;1
Gigante;21/11/2012;Asteraceae sp.;Megachile sp.;1
Gigante;21/11/2012;Asteraceae sp.;Centris (Hemisielaa) tarsata;1
Gigante;21/11/2012;Asteraceae sp.;Centris (Xanthemisia) lutea;2
Gigante;21/11/2012;Asteraceae sp.;Pierinae sp.;1
Gigante;21/11/2012;Asteraceae sp.;Dismorphiinae sp.;1
Gigante;21/11/2012;Coccoloba brasiliensis;Diptera sp. 1;1
Gigante;21/11/2012;Coccoloba brasiliensis;Apis mellifera;4
Gigante;21/11/2012;Coccoloba brasiliensis;Ceratina (Crewella) sp. 2;5
Gigante;21/11/2012;Coccoloba brasiliensis;Plecia sp.;2
Gigante;21/11/2012;Coccoloba brasiliensis;Diptera sp. 4;1
Gigante;21/11/2012;Ilex nummularia;Plecia sp.;1
Gigante;21/11/2012;Ilex nummularia;Dialictus (Chloralictus) sp. 1;1
Gigante;21/11/2012;Diodella sp.;Hesperiidae sp.;1
Gigante;21/11/2012;Diodella sp.;Augochlora (Oxystoglossella) sp. 1;1
Gigante;21/11/2012;Diodella sp.;Ceratina (Crewella) sp. 2;3
Gigante;21/11/2012;Baccharis serrulata;Dialictus (Chloralictus) sp. 1;1
Gigante;21/11/2012;Nematanthus wettsteinii;Campylopterus largipennis;1
Gigante;21/11/2012;Coccoloba brasiliensis;Apis mellifera;1
Gigante;21/11/2012;Coccoloba brasiliensis;Diptera sp. 4;1
Gigante;21/11/2012;Coccoloba brasiliensis;Polybia ignobilis ;1
Gigante;21/11/2012;Ilex nummularia;Augochloropsis sp. 1;1
Gigante;21/11/2012;Ilex nummularia;Apis mellifera;1
Gigante;21/11/2012;Nematanthus wettsteinii;Campylopterus largipennis;1
Gigante;21/11/2012;Diodella sp.;Apis mellifera;1
Gigante;21/11/2012;Diodella sp.;Dialictus (Chloralictus) sp. 1;2
Gigante;21/11/2012;Diodella sp.;Ceratina (Crewella) sp. 2;1
Gigante;21/11/2012;Coccoloba brasiliensis;Apis mellifera;3
Gigante;21/11/2012;Coccoloba brasiliensis;Ceratina (Crewella) sp. 2;1
Gigante;21/11/2012;Clusia arrudea;Trigona spinipes;4
Gigante;21/11/2012;Nematanthus wettsteinii;Campylopterus largipennis;1
Gigante;21/11/2012;Richterago amplexifolia;Augochloropsis sp. 1;1
Gigante;21/11/2012;Nematanthus wettsteinii;Campylopterus largipennis;1
Gigante;21/11/2012;Coccoloba brasiliensis;Apis mellifera;5
Gigante;21/11/2012;Coccoloba brasiliensis;Ceratina (Crewella) sp. 2;2
Gigante;21/11/2012;Alibertia sp.;Apis mellifera;3
Gigante;21/11/2012;Alibertia sp.;Bombus pauloensis;1
Gigante;21/11/2012;Cuphea linarioides;Centris (Xanthemisia) lutea;1
Gigante;21/11/2012;Cuphea linarioides;Megachile (Pseudocentron) sp. 1;1
Gigante;21/11/2012;Cuphea linarioides;Coelioxys sp.;1
Gigante;21/11/2012;Cuphea linarioides;Ceratina (Crewella) sp. 2;1
Gigante;21/11/2012;Nematanthus wettsteinii;Augastes scutatus;1
Gigante;21/11/2012;Myrsine sp.;Trigona spinipes;1
Gigante;21/11/2012;Myrsine sp.;Polybia flavifrons hecuba;1
Gigante;21/11/2012;Myrsine sp.;Polybia ignobilis ;2
Gigante;21/11/2012;Myrsine sp.;Spheneuolena sp.;2
Gigante;21/11/2012;Periandra sp.;Centris (Xanthemisia) lutea;1
Gigante;21/11/2012;Alibertia sp.;Polistes satan;1
Midway;22/11/2012;Coccoloba brasiliensis;Apis mellifera;5
Midway;22/11/2012;Coccoloba brasiliensis;Polybia sericea;2
Midway;22/11/2012;Coccoloba brasiliensis;Madopterini sp.;1
Midway;22/11/2012;Coccoloba brasiliensis;Dialictus (Chloralictus) sp. 1;1
Midway;22/11/2012;Coccoloba brasiliensis;Pseudaugochlora graminea;1
Midway;22/11/2012;Coccoloba brasiliensis;Camponotus rufipes;1
Midway;22/11/2012;Coccoloba brasiliensis;Archytas diaphanus;1
Midway;22/11/2012;Coccoloba brasiliensis;Brachygastra lecheguana;1
Midway;22/11/2012;Byrsonima variabilis;Tapinotaspidini sp. 1;2
Midway;22/11/2012;Byrsonima variabilis;Augochloropsis sp. 1;1
Midway;22/11/2012;Aspilia jolyana;Bombus pauloensis;1
Midway;22/11/2012;Aspilia jolyana;Xylocopa sp. 2;1
Midway;22/11/2012;Aspilia jolyana;Tapinotaspidini sp. 1;1
Midway;22/11/2012;Sebastiana ditassoides;Sarcophagidae;1
Midway;22/11/2012;Palicourea rigida;Ceratina (Crewella) asuncionis;1
Midway;22/11/2012;Trigonia cipoensis;Trigona spinipes;1
Midway;22/11/2012;Byrsonima variabilis;Tapinotaspidini sp. 1;1
Midway;22/11/2012;Byrsonima variabilis;Tapinotaspidini sp. 1;2
Midway;22/11/2012;Aspilia jolyana;Xylocopa sp. 2;1
Midway;22/11/2012;Aspilia jolyana;Tetrapedia sp. 2;1
Midway;22/11/2012;Aspilia jolyana;Tapinotaspidini sp. 1;1
Midway;22/11/2012;Luxemburgia villosa;Trigona spinipes;2
Midway;22/11/2012;Coccoloba brasiliensis;Apis mellifera;1
Midway;22/11/2012;Coccoloba brasiliensis;Myzinum sp.;1
Midway;22/11/2012;Aspilia jolyana;Bombus pauloensis;1
Midway;22/11/2012;Declieuxia fruticosa;Ceratina (Crewella) asuncionis;1
Midway;22/11/2012;Sebastiana ditassoides;Augochloropsis sp. 1;1
Midway;22/11/2012;Sebastiana ditassoides;Polybia sericea;1
Midway;22/11/2012;Sebastiana ditassoides;Augochloropsis sp. 1;1
Midway;22/11/2012;Aspilia jolyana;Bombus pauloensis;1
Midway;22/11/2012;Aspilia jolyana;Xylocopa sp. 2;1
Midway;22/11/2012;Aspilia jolyana;Megachile (Moureapis) cf anthidioides;1
Midway;22/11/2012;Coccoloba brasiliensis;Cauliognathus sp. 2;1
Cedro;23/11/2012;Vochysia thyrsoidea;Chlorostilbon lucidus;1
Cedro;23/11/2012;Paepalanthus bromelioides;Lepidoptera (microlepidoptera);1
Cedro;23/11/2012;Paepalanthus bromelioides;Sibinia sp.;1
Cedro;23/11/2012;Paepalanthus bromelioides;Dialictus (Chloralictus) sp. 1;2
Cedro;23/11/2012;Paepalanthus bromelioides;Madarini sp. 2;1
Cedro;23/11/2012;Paepalanthus bromelioides;Cerambycidae sp.;1
Cedro;23/11/2012;Turnera hilaireana;Dialictus (Chloralictus) sp. 1;1
Cedro;23/11/2012;Turnera hilaireana;Ceratina (Crewella) sp. 2;1
Cedro;23/11/2012;Turnera hilaireana;Madarini sp. 2;1
Cedro;23/11/2012;Paepalanthus bromelioides;Elateridae sp. 1;1
Cedro;23/11/2012;Paepalanthus bromelioides;Sibinia sp.;1
Cedro;23/11/2012;Paepalanthus bromelioides;Sciara sp.;1
Cedro;23/11/2012;Turnera hilaireana;Apis mellifera;1
Cedro;23/11/2012;Rynchospora consanguinea;Apis mellifera;1
Cedro;23/11/2012;Turnera hilaireana;Nitidulidae sp. 2;1
Cedro;23/11/2012;Trigonia cipoensis;Cerambycidae sp.;1
Cedro;23/11/2012;Turnera hilaireana;Toxophorinae sp. 2;1
Cedro;23/11/2012;Turnera hilaireana;Ceratina (Crewella) sp. 2;1
Cedro;23/11/2012;Declieuxia fruticosa;Chlorostilbon lucidus;1
Cedro;23/11/2012;Vochysia thyrsoidea;Chlorostilbon lucidus;1
Cedro;23/11/2012;Paepalanthus bromelioides;Eumolpini sp. 4;1
Cedro;23/11/2012;Paepalanthus bromelioides;Madarini sp. 2;1
Cedro;23/11/2012;Paepalanthus bromelioides;Dialictus (Chloralictus) sp. 1;1
Cedro;23/11/2012;Paepalanthus bromelioides;Elateridae sp. 1;1
Cedro;23/11/2012;Lessingianthus pycnostachyus;Ceratina (Crewella) asuncionis;1
Cedro;23/11/2012;Lessingianthus pycnostachyus;Campsomeris sp. 1;1
Cedro;23/11/2012;Lessingianthus pycnostachyus;Dialictus (Chloralictus) sp. 1;1
Cedro;23/11/2012;Paepalanthus bromelioides;Dialictus (Chloralictus) sp. 1;3
Cedro;23/11/2012;Paepalanthus bromelioides;Sciara sp.;2
Cedro;23/11/2012;Paepalanthus bromelioides;Deopalpus sp.;1
Cedro;23/11/2012;Vochysia thyrsoidea;Chlorostilbon lucidus;1
Cedro;23/11/2012;Cuphea ericoides;Megachile sp.;1
Cedro;23/11/2012;Paepalanthus bromelioides;Cerambycidae sp.;1
Cedro;23/11/2012;Paepalanthus bromelioides;Dialictus (Chloralictus) sp. 1;3
Cedro;23/11/2012;Paepalanthus bromelioides;Trigona spinipes;1
Cedro;23/11/2012;Rynchospora consanguinea;Apis mellifera;1
Cedro;23/11/2012;Paepalanthus bromelioides;Eumolpini sp. 4;1
Cedro;23/11/2012;Paepalanthus bromelioides;Dialictus (Chloralictus) sp. 1;2
Cedro;23/11/2012;Paepalanthus bromelioides;Cerambycidae sp.;1
Cedro;23/11/2012;Paepalanthus bromelioides;Plecia sp.;2
Cedro;23/11/2012;Camptosema isopetalum;Chlorostilbon lucidus;1
Cedro;23/11/2012;Palicourea rigida;Chlorostilbon lucidus;1
Cedro;23/11/2012;Vochysia thyrsoidea;Chlorostilbon lucidus;1
Cedro;23/11/2012;Cuphea ericoides;Xylocopa sp. 1;1
Cedro;23/11/2012;Vochysia thyrsoidea;Chlorostilbon lucidus;1
Cedro;23/11/2012;Cuphea ericoides;Megachile cf (Dactylomegachile) sp.;1
Cedro;23/11/2012;Palicourea rigida;Phoebis sennae;1
Cedro;23/11/2012;Aspilia jolyana;Bombus pauloensis;1
Cedro;23/11/2012;Cuphea ericoides;Centris (Hemisielaa) tarsata;1
Cedro;23/11/2012;Cuphea ericoides;Chilicola (Prosopoides) sp.;1
Cedro;23/11/2012;Cuphea ericoides;Ceratina (Crewella) sp. 2;3
Cedro;23/11/2012;Vochysia thyrsoidea;Chlorostilbon lucidus;1
Cedro;23/11/2012;Vochysia thyrsoidea;Xylocopa big;1
Cedro;23/11/2012;Vochysia thyrsoidea;Phoebis sennae;1
Cedro;23/11/2012;Cuphea ericoides;Xylocopa sp. 1;1
Cedro;23/11/2012;Solanum sp.;Centris (Hemisielaa) tarsata;1
Cedro;23/11/2012;Richterago arenaria;Megachile (Moureapis) cf anthidioides;1
Tinkerbell;23/11/2012;Lychnofora uniflora;Apis mellifera;1
Tinkerbell;23/11/2012;Lychnofora uniflora;Dialictus (Chloralictus) sp. 1;1
Tinkerbell;23/11/2012;Lychnofora uniflora;Masiphyia sp. 2;1
Tinkerbell;23/11/2012;Lavoisiera cordata;Bombus pauloensis;1
Tinkerbell;23/11/2012;Paepalanthus bromelioides;Sibinia sp.;1
Tinkerbell;23/11/2012;Paepalanthus bromelioides;Coleoptera sp.;1
Tinkerbell;23/11/2012;Paepalanthus bromelioides;Cephalotes pusillus;1
Tinkerbell;23/11/2012;Lychnofora uniflora;Cephalotes pusillus;1
Tinkerbell;23/11/2012;Lychnofora uniflora;Dialictus (Chloralictus) sp. 1;2
Tinkerbell;23/11/2012;Lychnofora uniflora;Apis mellifera;1
Tinkerbell;23/11/2012;Paepalanthus bromelioides;Plecia sp.;2
Tinkerbell;23/11/2012;Luxemburgia schwackeana;Bombus pauloensis;1
Tinkerbell;23/11/2012;Lychnofora uniflora;Apis mellifera;3
Tinkerbell;23/11/2012;Lychnofora uniflora;Dialictus (Chloralictus) sp. 1;1
Tinkerbell;23/11/2012;Lychnofora uniflora;Apis mellifera;1
Tinkerbell;23/11/2012;Lychnofora uniflora;Dialictus (Chloralictus) sp. 1;1
Tinkerbell;23/11/2012;Lychnofora uniflora;Gaesischia sp. 2;1
Tinkerbell;23/11/2012;Cuphea ericoides;Megachile sp.;1
Tinkerbell;23/11/2012;Lychnofora uniflora;Apis mellifera;1
Tinkerbell;23/11/2012;Byrsonima variabilis;Tapinotaspidini sp. 1;1
Tinkerbell;23/11/2012;Luxemburgia schwackeana;Xylocopa sp. 1;1
Tinkerbell;23/11/2012;Tibouchina cardinalis;Xylocopa sp. 1;1
Tinkerbell;23/11/2012;Lychnofora uniflora;Apis mellifera;1
Tinkerbell;23/11/2012;Lychnofora uniflora;Apis mellifera;2
Tinkerbell;23/11/2012;Lychnofora uniflora;Apis mellifera;1
Tinkerbell;23/11/2012;Lychnofora uniflora;Megachile (Moureapis) cf anthidioides;1
Tinkerbell;23/11/2012;Byrsonima variabilis;Augochloropsis sp. 3;1
Tinkerbell;23/11/2012;Lychnofora uniflora;Apis mellifera;2
Tinkerbell;23/11/2012;Lessingianthus pycnostachyus;Heliactin bilophus;1
Tinkerbell;23/11/2012;Cuphea ericoides;Megachile sp.;1
Tinkerbell;23/11/2012;Byrsonima variabilis;Tetrapedia sp. 2;1
Soizig;24/11/2012;Byrsonima variabilis;Centris (Hemisielaa) tarsata;1
Soizig;24/11/2012;Aspilia jolyana;Paroxystoglossa sp. 1;1
Soizig;24/11/2012;Qualia dichotoma;Centris (Hemisielaa) tarsata;2
Soizig;24/11/2012;Qualia dichotoma;Dialictus (Chloralictus) sp. 1;1
Soizig;24/11/2012;Qualia dichotoma;Xylocopa sp. 2;1
Soizig;24/11/2012;Qualia dichotoma;Centris (Hemisielaa) tarsata;1
Soizig;24/11/2012;Lychnofora uniflora;Dialictus (Chloralictus) sp. 1;1
Soizig;24/11/2012;Lychnofora uniflora;Bombus pauloensis;1
Soizig;24/11/2012;Aspilia jolyana;Bombus pauloensis;1
Soizig;24/11/2012;Cuphea ericoides;Megachile (Pseudocentron) sp. 1;1
