Site;Date;Plant species;Pollinator species;Visits
Paulino;01/11/2012;Byrsonima pachyphylla;Augochloropsis sp. 1;1
Gigante;02/11/2012;Asteraceae sp.;Xylocopa sp. 3;1
Gigante;02/11/2012;Alibertia sp.;Apis mellifera;1
Gigante;02/11/2012;Diodella sp.;Dialictus (Chloralictus) sp. 1;2
Gigante;02/11/2012;Diodella sp.;Apis mellifera;1
Gigante;02/11/2012;Diodella sp.;Satyrinae sp. 2;1
Gigante;02/11/2012;Diodella sp.;Camponotus arboreus;1
Gigante;02/11/2012;Diodella sp.;Copestylum sp.;1
Gigante;02/11/2012;Diodella sp.;Xylocopa sp. 3;1
Gigante;02/11/2012;Diodella sp.;Apis mellifera;2
Gigante;02/11/2012;Diodella sp.;Unidentified Augochloropsis;1
Gigante;02/11/2012;Diodella sp.;Hesperiidae sp.;1
Gigante;02/11/2012;Brunfelsia uniflora;Xylocopa sp. 3;1
Gigante;02/11/2012;Diodella sp.;Dialictus (Chloralictus) sp. 1;1
Gigante;02/11/2012;Cyperus sp.;Dialictus (Chloralictus) sp. 1;1
Gigante;02/11/2012;Coccoloba brasiliensis;Apis mellifera;3
Gigante;02/11/2012;Coccoloba brasiliensis;Neodexiopsis sp.;1
Gigante;02/11/2012;Tibouchina heteromalla;Xylocopa big;1
Gigante;02/11/2012;Diodella sp.;Apis mellifera;1
Gigante;02/11/2012;Neoregelia bahiana;Campylopterus largipennis;1
Gigante;02/11/2012;Neoregelia bahiana;Dialictus (Chloralictus) sp. 1;1
Gigante;02/11/2012;Neoregelia bahiana;Campylopterus largipennis;1
Gigante;02/11/2012;Begonia grisea;Apis mellifera;1
Gigante;02/11/2012;Alibertia sp.;Xylocopa sp. 3;1
Gigante;02/11/2012;Diodella sp.;Apis mellifera;1
Gigante;02/11/2012;Diodella sp.;Dialictus (Chloralictus) sp. 1;1
Gigante;02/11/2012;Neoregelia bahiana;Campylopterus largipennis;1
Gigante;02/11/2012;Paliavana sericiflora;Campylopterus largipennis;1
Gigante;02/11/2012;Cuphea linarioides;Megachile sp.;1
Gigante;02/11/2012;Cuphea linarioides;Centris (Xanthemisia) lutea;1
Gigante;02/11/2012;Cuphea linarioides;Hesperiidae sp.;1
Gigante;02/11/2012;Tibouchina heteromalla;Centris (Xanthemisia) lutea;1
Gigante;02/11/2012;Diodella sp.;Deopalpus sp.;1
Gigante;02/11/2012;Tibouchina heteromalla;Centris (Xanthemisia) lutea;1
Gigante;02/11/2012;Malvaceae sp.;Campylopterus largipennis;1
Gigante;02/11/2012;Neoregelia bahiana;Campylopterus largipennis;1
Gigante;02/11/2012;Begonia grisea;Eumolpini sp. 4;1
Gigante;02/11/2012;Begonia grisea;Eumolpini sp. 4;1
Gigante;02/11/2012;Tibouchina heteromalla;Trigona spinipes;1
Gigante;02/11/2012;Neoregelia bahiana;Campylopterus largipennis;1
Gigante;02/11/2012;Cuphea linarioides;Centris (Xanthemisia) lutea;1
Gigante;02/11/2012;Byrsonima guilleminiana;Augochloropsis sp. 2;1
Gigante;02/11/2012;Byrsonima guilleminiana;Augochloropsis sp. 3;2
Gigante;02/11/2012;Byrsonima guilleminiana;Trigona spinipes;1
Midway;04/11/2012;Coccoloba brasiliensis;Dialictus (Chloralictus) sp. 1;1
Midway;04/11/2012;Declieuxia fruticosa;Dialictus (Chloralictus) sp. 1;1
Midway;04/11/2012;Myrcia guianensis;Dialictus (Chloralictus) sp. 1;1
Midway;04/11/2012;Coccoloba brasiliensis;Apis mellifera;1
Midway;04/11/2012;Coccoloba brasiliensis;Apis mellifera;2
Midway;04/11/2012;Coccoloba brasiliensis;Polybia sericea;1
Midway;04/11/2012;Coccoloba brasiliensis;Camponotus rufipes;5
Midway;04/11/2012;Coccoloba brasiliensis;Augochloropsis sp. 2;1
Midway;04/11/2012;Coccoloba brasiliensis;Palpada melanaspis;1
Midway;04/11/2012;Coccoloba brasiliensis;Pholeomyia sp.;1
Midway;04/11/2012;Coccoloba brasiliensis;Ichneumonidae sp.;1
Midway;04/11/2012;Coccoloba brasiliensis;Apis mellifera;3
Midway;04/11/2012;Coccoloba brasiliensis;Camponotus rufipes;7
Midway;04/11/2012;Coccoloba brasiliensis;Masiphyia sp.;1
Midway;04/11/2012;Ouratea floribunda;Augochloropsis sp. 1;1
Midway;04/11/2012;Aspilia jolyana;Bombus pauloensis;1
Midway;04/11/2012;Coccoloba brasiliensis;Apis mellifera;3
Midway;04/11/2012;Coccoloba brasiliensis;Tapinotaspidini sp. 1;1
Midway;04/11/2012;Aspilia jolyana;Tapinotaspidini sp. 1;1
Midway;04/11/2012;Aspilia jolyana;Tapinotaspidini sp. 1;1
Elefante;05/11/2012;Aspilia jolyana;Xylocopa sp. 4;1
Elefante;05/11/2012;Sabicea brasiliensis;Xylocopa sp. 4;1
Elefante;05/11/2012;Sabicea brasiliensis;Dialictus (Chloralictus) sp. 1;1
Elefante;05/11/2012;Paepalanthus bromelioides;Alticini sp. 1;10
Elefante;05/11/2012;Cuphea ericoides;Xylocopa sp. 4;1
Elefante;05/11/2012;Cuphea ericoides;Xylocopa sp. 4;1
Elefante;05/11/2012;Lavoisiera subulata;Xylocopa sp. 4;1
Elefante;05/11/2012;Myrcia guianensis;Ceratina (Crewella) sp. 2;1
Elefante;05/11/2012;Aspilia jolyana;Augochloropsis sp. 1;1
Elefante;05/11/2012;Aspilia jolyana;Exomalopsis sp. 2;1
Elefante;05/11/2012;Aspilia jolyana;Ceratina (Crewella) sp. 2;1
Elefante;05/11/2012;Cuphea ericoides;Ceratina (Crewella) sp. 2;1
Elefante;05/11/2012;Cuphea ericoides;Xylocopa sp. 4;1
Elefante;05/11/2012;Rubiaceae sp.;Dialictus (Chloralictus) sp. 1;1
Elefante;05/11/2012;Aspilia jolyana;Xylocopa sp. 4;1
Elefante;05/11/2012;Myrcia guianensis;Eumolpini sp. 4;1
Elefante;05/11/2012;Myrcia guianensis;Eumolpini sp. 4;1
Elefante;05/11/2012;Myrcia guianensis;Alticini sp. 1;1
Elefante;05/11/2012;Cuphea ericoides;Xylocopa sp. 4;1
Elefante;05/11/2012;Aspilia jolyana;Xylocopa sp. 4;1
Elefante;05/11/2012;Diodella sp. 2;Augochloropsis sp. 1;1
Elefante;05/11/2012;Diodella sp. 2;Dialictus (Chloralictus) sp. 1;1
Elefante;05/11/2012;Eriope macrostachya;Apis mellifera;1
Elefante;05/11/2012;Aspilia jolyana;Xylocopa sp. 4;1
Elefante;05/11/2012;Acritopappus longifolius;Augochloropsis sp. 1;1
Elefante;05/11/2012;Baccharis serrulata;Dialictus (Chloralictus) sp. 2;3
Elefante;05/11/2012;Baccharis serrulata;Spallanzania sp.;2
Elefante;05/11/2012;Baccharis serrulata;Tachinidae sp.;1
Elefante;05/11/2012;Baccharis serrulata;Zethus productus;1
Elefante;05/11/2012;Baccharis serrulata;Augochloropsis sp. 3;1
Elefante;05/11/2012;Baccharis serrulata;Lepidoptera (microlepidoptera);2
Elefante;05/11/2012;Baccharis serrulata;Pseudodoros clavatus;1
Elefante;05/11/2012;Aspilia jolyana;Xylocopa sp. 4;1
Elefante;05/11/2012;Cuphea ericoides;Xylocopa sp. 4;1
Elefante;05/11/2012;Diodella sp. 2;Xylocopa sp. 4;1
Cedro;06/11/2012;Vellozia albiflora;Trigona spinipes;1
Cedro;06/11/2012;Vellozia albiflora;Augochloropsis sp. 3;1
Cedro;06/11/2012;Vellozia albiflora;Augochloropsis sp. 1;1
Cedro;06/11/2012;Vellozia albiflora;Dialictus (Chloralictus) sp. 1;1
Cedro;06/11/2012;Cuphea ericoides;Augochlora (Oxystoglossella) sp. 2;1
Cedro;06/11/2012;Paepalanthus sp. 1;Dialictus (Chloralictus) sp. 1;1
Cedro;06/11/2012;Cuphea ericoides;Phoebis sennae;1
Cedro;06/11/2012;Myrcia guianensis;Trigona spinipes;1
Cedro;06/11/2012;Myrcia guianensis;Madarini sp. 2;1
Cedro;06/11/2012;Lessingianthus pycnostachyus;Dialictus (Chloralictus) sp. 1;1
Cedro;06/11/2012;Paepalanthus bromelioides;Myzinum sp.;1
Cedro;06/11/2012;Paepalanthus bromelioides;Diptera sp. 2;2
Cedro;06/11/2012;Cuphea ericoides;Phoebis sennae;1
Cedro;06/11/2012;Vochysia thyrsoidea;Chlorostilbon lucidus;1
Cedro;06/11/2012;Vochysia thyrsoidea;Phoebis sennae;1
Cedro;06/11/2012;Paepalanthus bromelioides;Myzinum sp.;1
Cedro;06/11/2012;Paepalanthus bromelioides;Diptera sp. 2;3
Cedro;06/11/2012;Paepalanthus bromelioides;Cephalotes pusillus;2
Cedro;06/11/2012;Paepalanthus bromelioides;Alticini sp. 1;1
Cedro;06/11/2012;Paepalanthus bromelioides;Dialictus (Chloralictus) sp. 1;3
Cedro;06/11/2012;Cuphea ericoides;Unidentified Lepidoptera sp. 7;1
Cedro;06/11/2012;Paepalanthus bromelioides;Neodexiopsis sp.;1
Cedro;06/11/2012;Paepalanthus bromelioides;Trigona spinipes;1
Cedro;06/11/2012;Paepalanthus bromelioides;Dialictus (Chloralictus) sp. 1;1
Cedro;06/11/2012;Lessingianthus pycnostachyus;Dialictus (Chloralictus) sp. 1;3
Cedro;06/11/2012;Paepalanthus bromelioides;Deopalpus sp.;1
Cedro;06/11/2012;Lessingianthus pycnostachyus;Dialictus (Chloralictus) sp. 1;2
Cedro;06/11/2012;Lessingianthus pycnostachyus;Ceratina (Crewella) asuncionis;1
Cedro;06/11/2012;Declieuxia fruticosa;Vanessa sp.;1
Cedro;06/11/2012;Cuphea ericoides;Megachile sp.;1
Cedro;06/11/2012;Aspilia jolyana;Augochloropsis sp. 1;1
Cedro;06/11/2012;Palicourea rigida;Phoebis sennae;1
Cedro;06/11/2012;Palicourea rigida;Deopalpus sp.;1
Cedro;06/11/2012;Paepalanthus bromelioides;Madopterini sp.;1
Cedro;06/11/2012;Paepalanthus bromelioides;Neodexiopsis sp.;1
Cedro;06/11/2012;Paepalanthus bromelioides;Nitidulidae sp. 1;1
Soizig;07/11/2012;Lychnofora uniflora;Apis mellifera;1
Soizig;07/11/2012;Paepalanthus bromelioides;Dialictus (Chloralictus) sp. 1;1
Soizig;07/11/2012;Lychnofora uniflora;Apis mellifera;2
Soizig;07/11/2012;Lychnofora uniflora;Megachile (Pseudocentron) sp. 1;1
Soizig;07/11/2012;Paepalanthus bromelioides;Sibinia sp.;1
Soizig;07/11/2012;Paepalanthus bromelioides;Cephalotes pusillus;1
Soizig;07/11/2012;Paepalanthus bromelioides;Sibinia sp.;1
Soizig;07/11/2012;Paepalanthus bromelioides;Coleoptera sp.;1
Soizig;07/11/2012;Davilla elliptica;Alticini sp. 2;1
Soizig;07/11/2012;Davilla elliptica;Megachile (Pseudocentron) sp. 1;2
Soizig;07/11/2012;Lychnofora uniflora;Augochloropsis sp. 1;1
Soizig;07/11/2012;Lychnofora uniflora;Apis mellifera;1
Soizig;07/11/2012;Lychnofora uniflora;Cephalotes pusillus;1
Soizig;07/11/2012;Vochysia pygmaea;Heliactin bilophus;1
Soizig;07/11/2012;Palicourea rigida;Heliactin bilophus;1
Soizig;07/11/2012;Qualia dichotoma;Centris (Hemisielaa) tarsata;1
Soizig;07/11/2012;Qualia dichotoma;Dialictus (Chloralictus) sp. 1;2
Soizig;07/11/2012;Qualia dichotoma;Euglossa melanotrica;1
Soizig;07/11/2012;Byrsonima variabilis;Centris (Hemisielaa) tarsata;1
Soizig;07/11/2012;Byrsonima variabilis;Ceratina (Crewella) asuncionis;1
Soizig;07/11/2012;Qualia dichotoma;Xylocopa big;3
Soizig;07/11/2012;Qualia dichotoma;Augochloropsis sp. 1;1
Soizig;07/11/2012;Qualia dichotoma;Euglossa melanotrica;1
Soizig;07/11/2012;Qualia dichotoma;Centris (Hemisielaa) tarsata;2
Soizig;07/11/2012;Qualia dichotoma;Trigona spinipes;1
Soizig;07/11/2012;Qualia dichotoma;Deopalpus sp.;1
Soizig;07/11/2012;Qualia dichotoma;Dialictus (Chloralictus) sp. 1;3
Soizig;07/11/2012;Byrsonima variabilis;Centris (Hemisielaa) tarsata;1
Soizig;07/11/2012;Ouratea floribunda;Augochloropsis sp. 1;1
Soizig;07/11/2012;Cuphea ericoides;Ceratina (Crewella) sp. 2;1
Soizig;07/11/2012;Lychnofora uniflora;Apis mellifera;1
Soizig;07/11/2012;Lychnofora uniflora;Madopterini sp.;1
Soizig;07/11/2012;Lychnofora uniflora;Augochloropsis sp. 1;1
Soizig;07/11/2012;Lychnofora uniflora;Xylocopa sp. 4;1
Soizig;07/11/2012;Lychnofora uniflora;Urbanus proteus;1
Soizig;07/11/2012;Lychnofora uniflora;Vanessa sp.;1
Soizig;07/11/2012;Lychnofora uniflora;Megachile (Pseudocentron) sp. 1;1
Soizig;07/11/2012;Lychnofora uniflora;Megachile (Dasymegachile) sp.;1
Soizig;07/11/2012;Lychnofora uniflora;Megachile (Pseudocentron) sp. 2;1
Soizig;07/11/2012;Lychnofora uniflora;Unidentified Lepidoptera sp. 1;1
Soizig;07/11/2012;Lychnofora uniflora;Braconidae sp. 3;1
Soizig;07/11/2012;Kielmeyera speciosa;Augochloropsis sp. 1;1
Soizig;07/11/2012;Kielmeyera speciosa;Ceratina (Crewella) asuncionis;1
Soizig;07/11/2012;Kielmeyera speciosa;Alticini sp. 2;3
Paulino;08/11/2012;Byrsonima pachyphylla;Tapinotaspidini sp. 1;1
Paulino;08/11/2012;Byrsonima pachyphylla;Brachygastra lecheguana;1
Paulino;08/11/2012;Byrsonima pachyphylla;Exomalopsis sp. 2;1
Paulino;08/11/2012;Byrsonima pachyphylla;Unidentified Centris;1
Paulino;08/11/2012;Byrsonima pachyphylla;Campsomeris sp. 1;1
Paulino;08/11/2012;Qualia dichotoma;Tapinotaspidini sp. 1;1
Paulino;08/11/2012;Qualia dichotoma;Eupetomena macroura;1
Paulino;08/11/2012;Gomphrena sp.;Pseudagapostemon sp. 1;1
Paulino;08/11/2012;Lychnofora uniflora;Campsomeris sp. 2;1
Paulino;08/11/2012;Lychnofora uniflora;Madopterini sp.;1
Paulino;08/11/2012;Vellozia albiflora;Dialictus (Chloralictus) sp. 1;1
Paulino;08/11/2012;Qualia dichotoma;Eupetomena macroura;1
Paulino;08/11/2012;Chaemecrista rotundata;Centris (Hemisielaa) tarsata;1
Paulino;08/11/2012;Cuphea ericoides;Augochlora (Oxystoglossella) sp. 1;1
Paulino;08/11/2012;Turnera hilaireana;Nitidulidae sp. 1;1
Paulino;08/11/2012;Byrsonima pachyphylla;Apis mellifera;1
Paulino;08/11/2012;Byrsonima pachyphylla;Tapinotaspidini sp. 1;1
Paulino;08/11/2012;Erythroxylum suberosum;Diptera sp. 4;1
Paulino;08/11/2012;Cuphea ericoides;Xylocopa sp. 5;1
Paulino;08/11/2012;Byrsonima variabilis;Dialictus (Chloralictus) sp. 1;1
Paulino;08/11/2012;Byrsonima variabilis;Coelioxys sp.;1
Paulino;08/11/2012;Lychnofora rupestris;Dialictus (Chloralictus) sp. 1;3
Paulino;08/11/2012;Cuphea ericoides;Xylocopa sp. 5;1
Paulino;08/11/2012;Cuphea ericoides;Centris (Hemisielaa) tarsata;1
Paulino;08/11/2012;Paepalanthus bromelioides;Myzinum sp.;1
Paulino;08/11/2012;Paepalanthus bromelioides;Dialictus (Chloralictus) sp. 1;1
Paulino;08/11/2012;Paepalanthus bromelioides;Alticini sp. 1;2
Paulino;08/11/2012;Trigonia cipoensis;Madopterini sp.;1
Paulino;08/11/2012;Chaemecrista rotundata;Augochloropsis sp. 3;1
Paulino;08/11/2012;Trigonia cipoensis;Nicentrus brasiliensis;1
Paulino;08/11/2012;Trigonia cipoensis;Augochloropsis sp. 1;1
Paulino;08/11/2012;Paepalanthus bromelioides;Alticini sp. 1;5
Paulino;08/11/2012;Paepalanthus bromelioides;Brachiacantha sp.;1
Paulino;08/11/2012;Chaemecrista rotundata;Centris (Hemisielaa) tarsata;1
Paulino;08/11/2012;Qualia dichotoma;Centris (Hemisielaa) tarsata;1
Paulino;08/11/2012;Trigonia cipoensis;Augochloropsis sp. 1;1
Paulino;08/11/2012;Trigonia cipoensis;Sphex sp. ;1
Paulino;08/11/2012;Trigonia cipoensis;Eupetomena macroura;1
Paulino;08/11/2012;Myrcia guianensis;Tapinotaspidini sp. 1;1
Paulino;08/11/2012;Trigonia cipoensis;Cauliognathus sp. 2;2
Paulino;08/11/2012;Trigonia cipoensis;Apis mellifera;1
Paulino;08/11/2012;Trigonia cipoensis;Campsomeris sp. 1;1
Paulino;08/11/2012;Trigonia cipoensis;Brachygastra lecheguana;1
Paulino;08/11/2012;Trigonia cipoensis;Myzinum sp.;1
Paulino;08/11/2012;Trigonia cipoensis;Tetrapedia sp. 1;1
Paulino;08/11/2012;Trigonia cipoensis;Unidentified Lepidoptera sp. 3;1
Paulino;08/11/2012;Trigonia cipoensis;Pierinae sp.;1
Paulino;08/11/2012;Paepalanthus bromelioides;Cauliognathini sp. 1;1
Paulino;08/11/2012;Gomphrena sp.;Anthidini sp.;1
Paulino;08/11/2012;Lychnofora uniflora;Dialictus (Chloralictus) sp. 1;4
Paulino;08/11/2012;Lychnofora uniflora;Augochloropsis sp. 3;1
Paulino;08/11/2012;Lychnofora uniflora;Diptera sp. 4;1
Paulino;08/11/2012;Lychnofora uniflora;Diptera sp. 5;1
Paulino;08/11/2012;Lychnofora uniflora;Megachile (Pseudocentron) sp. 1;1
Paulino;08/11/2012;Lychnofora uniflora;Dialictus (Chloralictus) sp. 1;3
Paulino;08/11/2012;Lychnofora uniflora;Pseudagapostemon sp. 1;1
Midway;11/11/2012;Coccoloba brasiliensis;Polybia sericea;1
Midway;11/11/2012;Coccoloba brasiliensis;Archytas diaphanus;1
Midway;11/11/2012;Coccoloba brasiliensis;Camponotus rufipes;3
Midway;11/11/2012;Coccoloba brasiliensis;Pholeomyia sp.;1
Midway;11/11/2012;Aspilia jolyana;Augochloropsis sp. 3;1
Midway;11/11/2012;Aspilia jolyana;Tapinotaspidini sp. 1;1
Midway;11/11/2012;Chaemecrista desvauxii;Augochloropsis sp. 3;1
Midway;11/11/2012;Sebastiana ditassoides;Polistes satan;1
Midway;11/11/2012;Sebastiana ditassoides;Dialictus (Chloralictus) sp. 1;2
Midway;11/11/2012;Sebastiana ditassoides;Trigona spinipes;1
Midway;11/11/2012;Sebastiana ditassoides;Apis mellifera;1
Midway;11/11/2012;Sebastiana ditassoides;Podogritus sp.;1
Midway;11/11/2012;Aspilia jolyana;Bombus pauloensis;1
Gigante;12/11/2012;Asteraceae sp.;Megachile sp.;1
Gigante;12/11/2012;Asteraceae sp.;Bombus pauloensis;1
Gigante;12/11/2012;Asteraceae sp.;Polybia ignobilis ;1
Gigante;12/11/2012;Asteraceae sp.;Bombus pauloensis;1
Gigante;12/11/2012;Asteraceae sp.;Apis mellifera;2
Gigante;12/11/2012;Luxemburgia villosa;Bombus pauloensis;1
Gigante;12/11/2012;Asteraceae sp.;Megachile sp.;1
Gigante;12/11/2012;Asteraceae sp.;Bombus pauloensis;2
Gigante;12/11/2012;Asteraceae sp.;Apis mellifera;1
Gigante;12/11/2012;Coccoloba brasiliensis;Apis mellifera;2
Gigante;12/11/2012;Coccoloba brasiliensis;Diptera sp. 1;1
Gigante;12/11/2012;Coccoloba brasiliensis;Polistes satan;1
Gigante;12/11/2012;Coccoloba brasiliensis;Plecia sp.;2
Gigante;12/11/2012;Coccoloba brasiliensis;Camponotus arboreus;2
Gigante;12/11/2012;Coccoloba brasiliensis;Palpada melanaspis;1
Gigante;12/11/2012;Alibertia sp.;Apis mellifera;3
Gigante;12/11/2012;Diodella sp.;Apis mellifera;2
Gigante;12/11/2012;Diodella sp.;Riodininae sp.;1
Gigante;12/11/2012;Lessingianthus pycnostachyus;Elbella luteizona;1
Gigante;12/11/2012;Nematanthus wettsteinii;Phoebis sennae;1
Gigante;12/11/2012;Coccoloba brasiliensis;Deopalpus sp.;1
Gigante;12/11/2012;Diodella sp.;Dialictus (Chloralictus) sp. 1;1
Gigante;12/11/2012;Diodella sp.;Augochloropsis sp. 1;1
Gigante;12/11/2012;Coccoloba brasiliensis;Apis mellifera;1
Gigante;12/11/2012;Coccoloba brasiliensis;Plecia sp.;2
Gigante;12/11/2012;Coccoloba brasiliensis;Polybia ignobilis ;2
Gigante;12/11/2012;Coccoloba brasiliensis;Diptera sp. 1;1
Gigante;12/11/2012;Alibertia sp.;Bombus pauloensis;1
Gigante;12/11/2012;Myrcia guianensis;Hylaeus sp.;3
Gigante;12/11/2012;Myrcia guianensis;Trigona spinipes;1
Gigante;12/11/2012;Myrcia guianensis;Apis mellifera;1
Gigante;12/11/2012;Barbacenia sp.;Campylopterus largipennis;1
Gigante;12/11/2012;Diodella sp.;Bombus pauloensis;1
Gigante;12/11/2012;Diodella sp.;Dialictus (Chloralictus) sp. 1;1
Gigante;12/11/2012;Coccoloba brasiliensis;Apis mellifera;2
Gigante;12/11/2012;Periandra sp.;Centris (Xanthemisia) lutea;1
Gigante;12/11/2012;Alibertia sp.;Apis mellifera;2
Gigante;12/11/2012;Byrsonima guilleminiana;Apis mellifera;2
Gigante;12/11/2012;Byrsonima guilleminiana;Augochloropsis sp. 3;1
Gigante;12/11/2012;Byrsonima guilleminiana;Ceratina (Crewella) sp. 2;1
Gigante;12/11/2012;Erythroxylum microphyllum;Polybia ignobilis ;1
Gigante;12/11/2012;Bromelia sp.;Campylopterus largipennis;1
Gigante;12/11/2012;Coccoloba brasiliensis;Plecia sp.;5
Gigante;12/11/2012;Coccoloba brasiliensis;Ceratina (Crewella) sp. 2;1
Gigante;12/11/2012;Coccoloba brasiliensis;Trupanea sp.;1
Gigante;12/11/2012;Coccoloba brasiliensis;Unidentified Augochloropsis;1
Gigante;12/11/2012;Coccoloba brasiliensis;Polybia ignobilis ;1
Gigante;12/11/2012;Coccoloba brasiliensis;Riodininae sp.;1
Gigante;12/11/2012;Coccoloba brasiliensis;Apis mellifera;10
Gigante;12/11/2012;Coccoloba brasiliensis;Polybia ignobilis ;1
Gigante;12/11/2012;Diodella sp.;Riodininae sp.;1
Gigante;12/11/2012;Barbacenia sp.;Campylopterus largipennis;1
Gigante;12/11/2012;Periandra sp.;Centris (Xanthemisia) lutea;2
Gigante;12/11/2012;Alibertia sp.;Apis mellifera;3
Gigante;12/11/2012;Alibertia sp.;Bombus pauloensis;1
Gigante;12/11/2012;Nematanthus wettsteinii;Campylopterus largipennis;1
Gigante;12/11/2012;Cuphea linarioides;Centris (Xanthemisia) lutea;1
Gigante;12/11/2012;Cuphea linarioides;Ceratina (Crewella) sp. 6;1
Gigante;12/11/2012;Cuphea linarioides;Ceratina (Crewella) sp. 2;1
Tinkerbell;13/11/2012;Lippia florida;Bombus pauloensis;1
Tinkerbell;13/11/2012;Luxemburgia schwackeana;Bombus pauloensis;1
Tinkerbell;13/11/2012;Lychnofora uniflora;Masiphyia sp.;2
Tinkerbell;13/11/2012;Lychnofora uniflora;Camponotus arboreus;2
Tinkerbell;13/11/2012;Paepalanthus bromelioides;Alticini sp. 1;4
Tinkerbell;13/11/2012;Paepalanthus bromelioides;Alticini sp. 2;2
Tinkerbell;13/11/2012;Paepalanthus bromelioides;Diptera sp. 2;1
Tinkerbell;13/11/2012;Lychnofora uniflora;Villa sp.;1
Tinkerbell;13/11/2012;Lychnofora uniflora;Hesperiinae sp.;1
Tinkerbell;13/11/2012;Lavoisiera cordata;Bombus pauloensis;1
Tinkerbell;13/11/2012;Lychnofora uniflora;Apis mellifera;2
Tinkerbell;13/11/2012;Lychnofora uniflora;Theclinae sp.;1
Tinkerbell;13/11/2012;Lychnofora uniflora;Dialictus (Chloralictus) sp. 1;1
Tinkerbell;13/11/2012;Lychnofora uniflora;Tapinotaspidini sp. 1;1
Tinkerbell;13/11/2012;Lychnofora uniflora;Augochloropsis sp. 3;1
Tinkerbell;13/11/2012;Luxemburgia schwackeana;Bombus pauloensis;1
Tinkerbell;13/11/2012;Lychnofora uniflora;Augochloropsis sp. 1;1
Tinkerbell;13/11/2012;Lychnofora uniflora;Masiphyia sp.;1
Tinkerbell;13/11/2012;Lychnofora uniflora;Spheneuolena sp.;1
Tinkerbell;13/11/2012;Lychnofora uniflora;Elateridae sp. 1;1
Tinkerbell;13/11/2012;Lychnofora uniflora;Tapinotaspidini sp. 1;1
Tinkerbell;13/11/2012;Declieuxia fruticosa;Melipona sp. 1;1
Tinkerbell;13/11/2012;Byrsonima variabilis;Tetrapedia sp. 2;1
Tinkerbell;13/11/2012;Byrsonima variabilis;Augochloropsis sp. 3;2
Tinkerbell;13/11/2012;Lychnofora uniflora;Apis mellifera;1
Tinkerbell;13/11/2012;Erythroxylum suberosum;Myzinum sp.;2
Tinkerbell;13/11/2012;Lychnofora uniflora;Apis mellifera;1
Cedro;13/11/2012;Paepalanthus bromelioides;Dialictus (Chloralictus) sp. 1;1
Cedro;13/11/2012;Trigonia cipoensis;Augochloropsis sp. 3;1
Cedro;13/11/2012;Lessingianthus pycnostachyus;Dialictus (Chloralictus) sp. 1;2
Cedro;13/11/2012;Paepalanthus bromelioides;Ceratina (Crewella) sp. 2;1
Cedro;13/11/2012;Trigonia cipoensis;Campsomeris sp. 1;1
Cedro;13/11/2012;Paepalanthus bromelioides;Plecia sp.;2
Cedro;13/11/2012;Paepalanthus bromelioides;Alticini sp. 1;1
Cedro;13/11/2012;Paepalanthus bromelioides;Diptera sp. 2;1
Cedro;13/11/2012;Paepalanthus bromelioides;Trichodes sp.;1
Cedro;13/11/2012;Paepalanthus bromelioides;Dialictus (Chloralictus) sp. 1;1
Cedro;13/11/2012;Lessingianthus pycnostachyus;Cephalotes pusillus;1
Cedro;13/11/2012;Lessingianthus pycnostachyus;Heliactin bilophus;1
Cedro;13/11/2012;Paepalanthus bromelioides;Lepidoptera (microlepidoptera);1
Cedro;13/11/2012;Cuphea ericoides;Diptera sp. 2;1
Cedro;13/11/2012;Declieuxia fruticosa;Heliactin bilophus;1
Cedro;13/11/2012;Aspilia jolyana;Bombus pauloensis;1
Cedro;13/11/2012;Vochysia thyrsoidea;Chlorostilbon lucidus;1
Cedro;13/11/2012;Lessingianthus pycnostachyus;Augochloropsis sp. 1;1
Cedro;13/11/2012;Lessingianthus pycnostachyus;Dialictus (Chloralictus) sp. 1;1
Cedro;13/11/2012;Aspilia jolyana;Xylocopa sp. 2;1
Cedro;13/11/2012;Vochysia thyrsoidea;Chlorostilbon lucidus;1
Cedro;13/11/2012;Vochysia thyrsoidea;Xylocopa big;1
Cedro;13/11/2012;Paepalanthus bromelioides;Deopalpus sp.;1
Midway;14/11/2012;Coccoloba brasiliensis;Apis mellifera;10
Midway;14/11/2012;Coccoloba brasiliensis;Camponotus rufipes;10
Midway;14/11/2012;Coccoloba brasiliensis;Dialictus (Chloralictus) sp. 1;2
Midway;14/11/2012;Coccoloba brasiliensis;Archytas diaphanus;1
Midway;14/11/2012;Coccoloba brasiliensis;Diptera sp. 5;1
Midway;14/11/2012;Coccoloba brasiliensis;Polybia sericea;1
Midway;14/11/2012;Aspilia jolyana;Xylocopa sp. 3;1
Midway;14/11/2012;Aspilia jolyana;Augochloropsis sp. 3;1
Midway;14/11/2012;Trimezia juncifolia;Tapinotaspidini sp. 1;1
Midway;14/11/2012;Cuphea ericoides;Centris (Hemisielaa) tarsata;1
Midway;14/11/2012;Coccoloba brasiliensis;Polybia sericea;1
Midway;14/11/2012;Cuphea ericoides;Dialictus (Chloralictus) sp. 1;1
Midway;14/11/2012;Ouratea floribunda;Bombus pauloensis;1
Midway;14/11/2012;Aspilia jolyana;Bombus pauloensis;1
Midway;14/11/2012;Turnera hilaireana;Ceratina (Crewella) sp. 2;1
Midway;14/11/2012;Byrsonima variabilis;Augochloropsis sp. 3;1
