species,order,superfamily,family,subfamily,tribe,genus,subgenus
Caenohalictus oresicoetes,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Caenohalictus,
Caenohalictus pacis,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Caenohalictus,
Caenohalictus palumbes,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Caenohalictus,
Caenohalictus pisinnus,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Caenohalictus,
Caenohalictus pygosinuatum,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Caenohalictus,
Caenohalictus rectangulus,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Caenohalictus,
Caenohalictus rimosiceps,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Caenohalictus,
Caenohalictus riveti,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Caenohalictus,
Caenohalictus robertsi,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Caenohalictus,
Caenohalictus rostraticeps,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Caenohalictus,
Caenohalictus rostrifer,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Caenohalictus,
Caenohalictus schulthessi,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Caenohalictus,
Caenohalictus tessellatus,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Caenohalictus,
Caenohalictus thamyris,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Caenohalictus,
Caenohalictus thauca,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Caenohalictus,
Caenohalictus trichiothalmus,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Caenohalictus,
Caenohalictus turquesa,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Caenohalictus,
Dinagapostemon costaricensis,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Dinagapostemon,
Dinagapostemon gigas,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Dinagapostemon,
Dinagapostemon goneus,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Dinagapostemon,
Dinagapostemon mentor,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Dinagapostemon,
Dinagapostemon mexicanus,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Dinagapostemon,
Dinagapostemon orestes,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Dinagapostemon,
Dinagapostemon sicheli,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Dinagapostemon,
Dinagapostemon uyacanoides,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Dinagapostemon,
Dinagapostemon uyacanus,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Dinagapostemon,
Eupetersia angavokely,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Eupetersia,
Eupetersia arnoldi,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Eupetersia,
Eupetersia atra,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Eupetersia,
Eupetersia atrocoerulea,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Eupetersia,
Eupetersia bequaerti,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Eupetersia,
Eupetersia clypeata,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Eupetersia,
Eupetersia coerulea,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Eupetersia,
Eupetersia constricta,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Eupetersia,
Eupetersia emini,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Eupetersia,
Eupetersia guillarmodi,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Eupetersia,
Eupetersia lasurea,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Eupetersia,
Eupetersia lettowvorbecki,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Eupetersia,
Eupetersia macrocephala,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Eupetersia,
Eupetersia mandibulata,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Eupetersia,
Eupetersia neavei,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Eupetersia,
Eupetersia paradoxa,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Eupetersia,
Eupetersia picea,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Eupetersia,
Eupetersia plumosa,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Eupetersia,
Eupetersia reticulata,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Eupetersia,
Eupetersia robusta,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Eupetersia,
Eupetersia ruficauda,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Eupetersia,
Eupetersia ruficrus,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Eupetersia,
Eupetersia rufipes,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Eupetersia,
Eupetersia sakalava,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Eupetersia,
Eupetersia scotti,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Eupetersia,
Eupetersia seyrigi,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Eupetersia,
Eupetersia similis,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Eupetersia,
Eupetersia subcoerulea,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Eupetersia,
Eupetersia violacea,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Eupetersia,
Eupetersia wissmanni,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Eupetersia,
Glossodialictus wittei,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Glossodialictus,
Habralictus agraptes,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Habralictus,
Habralictus banghaasi,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Habralictus,
Habralictus beatissimus,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Habralictus,
Habralictus bimaculatus,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Habralictus,
Habralictus callichroma,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Habralictus,
Habralictus canaliculatus,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Habralictus,
Habralictus chlorobaptus,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Habralictus,
Habralictus crassipes,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Habralictus,
Habralictus ephelix,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Habralictus,
Habralictus flavopictus,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Habralictus,
Habralictus grammodes,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Habralictus,
Habralictus ligeus,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Habralictus,
Habralictus macrospilophorus,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Habralictus,
Habralictus manto,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Habralictus,
Habralictus mapiriensis,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Habralictus,
Habralictus metallicus,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Habralictus,
Habralictus orites,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Habralictus,
Habralictus phacodes,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Habralictus,
Habralictus tradux,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Habralictus,
Habralictus trinax,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Habralictus,
Habralictus xanthinus,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Habralictus,
Habralictus xanthogastris,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Habralictus,
Halictus acrocephalus,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Halictus,
Halictus adjikenticus,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Halictus,
Halictus aegypticola,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Halictus,
Halictus aeneobrunneus,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Halictus,
Halictus aerarius,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Halictus,
Halictus aestuans,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Halictus,
Halictus albozonatus,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Halictus,
Halictus alfkenellus,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Halictus,
Halictus argilos,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Halictus,
Halictus asperatus,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Halictus,
Halictus asperulus,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Halictus,
Halictus atripes,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Halictus,
Halictus atroviridis,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Halictus,
Halictus bagirensis,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Halictus,
Halictus balearicus,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Halictus,
Halictus berlandi,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Halictus,
Halictus beytueschebapensis,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Halictus,
Halictus brunnescens,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Halictus,
Halictus bucharicus,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Halictus,
Halictus bulbiceps,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Halictus,
Halictus caelestis,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Halictus,
Halictus carinthiacus,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Halictus,
Halictus centaureae,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Halictus,
Halictus centrosus,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Halictus,
Halictus cephalicus,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Halictus,
Halictus chalybaeus,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Halictus,
Halictus clangulus,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Halictus,
Halictus cochlearitarsis,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Halictus,
Halictus compressus,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Halictus,
Halictus concinnus,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Halictus,
Halictus confusus,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Halictus,
Halictus consobrinus,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Halictus,
Halictus constantinensis,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Halictus,
Halictus constrictus,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Halictus,
Halictus crenicornis,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Halictus,
Halictus cupidus,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Halictus,
Halictus cypricus,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Halictus,
Halictus cyrenaicus,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Halictus,
Halictus desertorum,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Halictus,
Halictus determinandus,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Halictus,
Halictus diductus,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Halictus,
Halictus dissidens,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Halictus,
Halictus dorni,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Halictus,
Halictus dschulfensis,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Halictus,
Halictus duplocinctus,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Halictus,
Halictus expertus,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Halictus,
Halictus falcinellus,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Halictus,
Halictus farinosus,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Halictus,
Halictus fatsensis,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Halictus,
Halictus ferreotus,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Halictus,
Halictus fimbriatus,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Halictus,
Halictus foanus,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Halictus,
Halictus frontalis,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Halictus,
Halictus fulvipes,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Halictus,
Halictus fumatipennis,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Halictus,
Halictus funerarius,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Halictus,
Halictus fuscicollis,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Halictus,
Halictus gavarnicus,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Halictus,
Halictus gemmeus,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Halictus,
Halictus georgicus,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Halictus,
Halictus gobiensis,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Halictus,
Halictus gordius,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Halictus,
Halictus graecus,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Halictus,
Halictus grossellus,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Halictus,
Halictus gruenwaldti,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Halictus,
Halictus harmonius,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Halictus,
Halictus hedini,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Halictus,
Halictus hermon,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Halictus,
Halictus hesperus,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Halictus,
Halictus holomelaenus,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Halictus,
Halictus hotoni,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Halictus,
Halictus humkalensis,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Halictus,
Halictus icarus,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Halictus,
Halictus indefinitus,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Halictus,
Halictus inpilosus,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Halictus,
Halictus intumescens,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Halictus,
Halictus iridicolor,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Halictus,
Halictus jaramielicus,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Halictus,
Halictus jucundus,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Halictus,
Halictus kessleri,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Halictus,
Halictus kuschkensis,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Halictus,
Halictus kusdasi,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Halictus,
Halictus lanei,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Halictus,
Halictus langobardicus,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Halictus,
Halictus laticephalus,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Halictus,
Halictus latisignatus,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Halictus,
Halictus leleji,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Halictus,
Halictus leucaheneus,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Halictus,
Halictus ligatus,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Halictus,
Halictus lobatus,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Halictus,
Halictus lucidipennis,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Halictus,
Halictus luganicus,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Halictus,
Halictus lussinicus,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Halictus,
Halictus lutescens,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Halictus,
Halictus maculatus,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Halictus,
Halictus magnus,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Halictus,
Halictus mediterranellus,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Halictus,
Halictus microcardia,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Halictus,
Halictus minor,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Halictus,
Halictus modernus,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Halictus,
Halictus mogrensis,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Halictus,
Halictus mondaensis,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Halictus,
Halictus mongolicus,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Halictus,
Halictus monochromus,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Halictus,
Halictus morawitzi,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Halictus,
Halictus mordacella,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Halictus,
Halictus mordax,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Halictus,
Halictus mucidus,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Halictus,
Halictus mucoreus,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Halictus,
Halictus mugodjaricus,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Halictus,
Halictus multicarinatus,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Halictus,
Halictus nadigi,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Halictus,
Halictus nasica,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Halictus,
Halictus nicosiae,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Halictus,
Halictus nigricutis,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Halictus,
Halictus nikolskayae,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Halictus,
Halictus nivalis,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Halictus,
Halictus niveocinctulus,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Halictus,
Halictus nuristanicus,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Halictus,
Halictus ochropus,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Halictus,
Halictus opacoviridis,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Halictus,
Halictus opulentus,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Halictus,
Halictus orientalis,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Halictus,
Halictus palustris,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Halictus,
Halictus parallelus,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Halictus,
Halictus paropamisos,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Halictus,
Halictus patellatus,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Halictus,
Halictus pentheri,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Halictus,
Halictus persephone,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Halictus,
Halictus petraeus,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Halictus,
Halictus pici,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Halictus,
Halictus pinguismentus,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Halictus,
Halictus pjalmensis,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Halictus,
Halictus placidulus,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Halictus,
Halictus poeyi,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Halictus,
Halictus pollinosus,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Halictus,
Halictus ponticus,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Halictus,
Halictus propinquus,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Halictus,
Halictus pruinescens,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Halictus,
Halictus pseudomucoreus,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Halictus,
Halictus pseudotetrazonius,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Halictus,
Halictus pseudovestitus,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Halictus,
Halictus pulvereus,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Halictus,
Halictus pyrenaeus,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Halictus,
Halictus quadricinctoides,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Halictus,
Halictus quadricinctus,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Halictus,
Halictus quadripartitus,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Halictus,
Halictus radoszkowskii,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Halictus,
Halictus resurgens,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Halictus,
Halictus rossicus,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Halictus,
Halictus rubicundus,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Halictus,
Halictus rudolphae,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Halictus,
Halictus rufipes,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Halictus,
Halictus sajoi,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Halictus,
Halictus scabiosae,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Halictus,
Halictus secundus,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Halictus,
Halictus seladonius,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Halictus,
Halictus semitectus,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Halictus,
Halictus semiticus,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Halictus,
Halictus senilis,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Halictus,
Halictus sexcinctus,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Halictus,
Halictus simplex,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Halictus,
Halictus smaragdulus,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Halictus,
Halictus solitudinis,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Halictus,
Halictus squamosus,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Halictus,
Halictus stachii,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Halictus,
Halictus subauratoides,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Halictus,
Halictus subauratus,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Halictus,
Halictus submodernus,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Halictus,
Halictus subpetraeus,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Halictus,
Halictus subsenilis,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Halictus,
Halictus surabadensis,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Halictus,
Halictus takuiricus,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Halictus,
Halictus tectus,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Halictus,
Halictus tetrazonianellus,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Halictus,
Halictus tetrazonius,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Halictus,
Halictus tibetanus,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Halictus,
