species,order,superfamily,family,subfamily,tribe,genus,subgenus
Nogueirapis butteli,Hymenoptera,Apoidea,Apidae,Apinae,Meliponini,Nogueirapis,
Nogueirapis minor,Hymenoptera,Apoidea,Apidae,Apinae,Meliponini,Nogueirapis,
Nogueirapis mirandula,Hymenoptera,Apoidea,Apidae,Apinae,Meliponini,Nogueirapis,
Odontotrigona haematoptera,Hymenoptera,Apoidea,Apidae,Apinae,Meliponini,Odontotrigona,
Oxytrigona chocoana,Hymenoptera,Apoidea,Apidae,Apinae,Meliponini,Oxytrigona,
Oxytrigona daemoniaca,Hymenoptera,Apoidea,Apidae,Apinae,Meliponini,Oxytrigona,
Oxytrigona flaveola,Hymenoptera,Apoidea,Apidae,Apinae,Meliponini,Oxytrigona,
Oxytrigona huaoranii,Hymenoptera,Apoidea,Apidae,Apinae,Meliponini,Oxytrigona,
Oxytrigona ignis,Hymenoptera,Apoidea,Apidae,Apinae,Meliponini,Oxytrigona,
Oxytrigona isthmina,Hymenoptera,Apoidea,Apidae,Apinae,Meliponini,Oxytrigona,
Oxytrigona mediorufa,Hymenoptera,Apoidea,Apidae,Apinae,Meliponini,Oxytrigona,
Oxytrigona mellicolor,Hymenoptera,Apoidea,Apidae,Apinae,Meliponini,Oxytrigona,
Oxytrigona mulfordi,Hymenoptera,Apoidea,Apidae,Apinae,Meliponini,Oxytrigona,
Oxytrigona obscura,Hymenoptera,Apoidea,Apidae,Apinae,Meliponini,Oxytrigona,
Oxytrigona tataira,Hymenoptera,Apoidea,Apidae,Apinae,Meliponini,Oxytrigona,
Papuatrigona genalis,Hymenoptera,Apoidea,Apidae,Apinae,Meliponini,Papuatrigona,
Paratrigona anduzei,Hymenoptera,Apoidea,Apidae,Apinae,Meliponini,Paratrigona,
Paratrigona catabolonota,Hymenoptera,Apoidea,Apidae,Apinae,Meliponini,Paratrigona,
Paratrigona compsa,Hymenoptera,Apoidea,Apidae,Apinae,Meliponini,Paratrigona,
Paratrigona crassicornis,Hymenoptera,Apoidea,Apidae,Apinae,Meliponini,Paratrigona,
Paratrigona eutaeniata,Hymenoptera,Apoidea,Apidae,Apinae,Meliponini,Paratrigona,
Paratrigona euxanthospila,Hymenoptera,Apoidea,Apidae,Apinae,Meliponini,Paratrigona,
Paratrigona femoralis,Hymenoptera,Apoidea,Apidae,Apinae,Meliponini,Paratrigona,
Paratrigona guatemalensis,Hymenoptera,Apoidea,Apidae,Apinae,Meliponini,Paratrigona,
Paratrigona guigliae,Hymenoptera,Apoidea,Apidae,Apinae,Meliponini,Paratrigona,
Paratrigona haeckeli,Hymenoptera,Apoidea,Apidae,Apinae,Meliponini,Paratrigona,
Paratrigona impunctata,Hymenoptera,Apoidea,Apidae,Apinae,Meliponini,Paratrigona,
Paratrigona incerta,Hymenoptera,Apoidea,Apidae,Apinae,Meliponini,Paratrigona,
Paratrigona isopterophila,Hymenoptera,Apoidea,Apidae,Apinae,Meliponini,Paratrigona,
Paratrigona lineata,Hymenoptera,Apoidea,Apidae,Apinae,Meliponini,Paratrigona,
Paratrigona lineatifrons,Hymenoptera,Apoidea,Apidae,Apinae,Meliponini,Paratrigona,
Paratrigona lophocoryphe,Hymenoptera,Apoidea,Apidae,Apinae,Meliponini,Paratrigona,
Paratrigona lundelli,Hymenoptera,Apoidea,Apidae,Apinae,Meliponini,Paratrigona,
Paratrigona melanaspis,Hymenoptera,Apoidea,Apidae,Apinae,Meliponini,Paratrigona,
Paratrigona myrmecophila,Hymenoptera,Apoidea,Apidae,Apinae,Meliponini,Paratrigona,
Paratrigona nuda,Hymenoptera,Apoidea,Apidae,Apinae,Meliponini,Paratrigona,
Paratrigona onorei,Hymenoptera,Apoidea,Apidae,Apinae,Meliponini,Paratrigona,
Paratrigona opaca,Hymenoptera,Apoidea,Apidae,Apinae,Meliponini,Paratrigona,
Paratrigona ornaticeps,Hymenoptera,Apoidea,Apidae,Apinae,Meliponini,Paratrigona,
Paratrigona pacifica,Hymenoptera,Apoidea,Apidae,Apinae,Meliponini,Paratrigona,
Paratrigona pannosa,Hymenoptera,Apoidea,Apidae,Apinae,Meliponini,Paratrigona,
Paratrigona peltata,Hymenoptera,Apoidea,Apidae,Apinae,Meliponini,Paratrigona,
Paratrigona permixta,Hymenoptera,Apoidea,Apidae,Apinae,Meliponini,Paratrigona,
Paratrigona prosopiformis,Hymenoptera,Apoidea,Apidae,Apinae,Meliponini,Paratrigona,
Paratrigona rinconi,Hymenoptera,Apoidea,Apidae,Apinae,Meliponini,Paratrigona,
Paratrigona subnuda,Hymenoptera,Apoidea,Apidae,Apinae,Meliponini,Paratrigona,
Paratrigona uwa,Hymenoptera,Apoidea,Apidae,Apinae,Meliponini,Paratrigona,
Paratrigonoides mayri,Hymenoptera,Apoidea,Apidae,Apinae,Meliponini,Paratrigonoides,
Pariotrigona klossi,Hymenoptera,Apoidea,Apidae,Apinae,Meliponini,Pariotrigona,
Pariotrigona pendleburyi,Hymenoptera,Apoidea,Apidae,Apinae,Meliponini,Pariotrigona,
Partamona aequatoriana,Hymenoptera,Apoidea,Apidae,Apinae,Meliponini,Partamona,
Partamona ailyae,Hymenoptera,Apoidea,Apidae,Apinae,Meliponini,Partamona,
