"local_id","species","day","month","year","country","m_IT","n_IT","m_sex","doi","name","description","Contributor_name","Contributor_lastname"
2791,"Lasioglossum calceatum",NA,8,1924,"Netherlands",1.8,1,"male","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
2792,"Lasioglossum calceatum",25,8,1933,"Netherlands",1.7,1,"male","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
2793,"Lasioglossum calceatum",20,3,1931,"Netherlands",1.8,1,"male","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
2794,"Lasioglossum calceatum",23,8,1923,"Netherlands",1.6,1,"male","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
2795,"Lasioglossum calceatum",16,7,1924,"Netherlands",1.6,1,"male","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
2796,"Lasioglossum calceatum",16,7,1924,"Netherlands",1.5,1,"male","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
2797,"Lasioglossum calceatum",16,7,1924,"Netherlands",1.7,1,"male","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
2798,"Lasioglossum calceatum",17,7,1930,"Netherlands",1.4,1,"male","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
2799,"Lasioglossum calceatum",29,7,1943,"Netherlands",1.5,1,"male","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
2800,"Lasioglossum calceatum",29,7,1943,"Netherlands",1.8,1,"male","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
2801,"Lasioglossum calceatum",18,8,1953,"Netherlands",1.5,1,"male","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
2802,"Lasioglossum calceatum",27,8,1958,"Netherlands",1.7,1,"male","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
2803,"Lasioglossum calceatum",NA,8,1944,"Netherlands",1.9,1,"male","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
2804,"Lasioglossum calceatum",26,7,1943,"Netherlands",1.7,1,"male","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
2805,"Lasioglossum calceatum",27,8,1958,"Netherlands",2,1,"male","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
2806,"Lasioglossum calceatum",27,8,1958,"Netherlands",1.5,1,"male","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
2807,"Lasioglossum calceatum",23,7,1955,"Netherlands",1.7,1,"male","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
2808,"Lasioglossum calceatum",NA,10,1954,"Netherlands",1.8,1,"male","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
2809,"Lasioglossum calceatum",29,7,1943,"Netherlands",1.7,1,"male","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
2810,"Lasioglossum calceatum",26,7,1943,"Netherlands",1.4,1,"male","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
2811,"Lasioglossum calceatum",27,8,1942,"Netherlands",1.5,1,"male","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
2812,"Lasioglossum calceatum",NA,10,1954,"Netherlands",1.7,1,"male","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
2813,"Lasioglossum calceatum",NA,10,1954,"Netherlands",1.9,1,"male","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
2814,"Lasioglossum calceatum",19,7,1941,"Netherlands",1.7,1,"male","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
2815,"Lasioglossum calceatum",NA,10,1954,"Netherlands",1.6,1,"male","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
2816,"Lasioglossum calceatum",NA,10,1954,"Netherlands",1.5,1,"male","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
2817,"Lasioglossum calceatum",NA,10,1954,"Netherlands",1.7,1,"male","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
2818,"Lasioglossum calceatum",NA,10,1954,"Netherlands",1.8,1,"male","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
2819,"Lasioglossum calceatum",14,7,1976,"Netherlands",1.4,1,"male","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
2820,"Lasioglossum calceatum",19,9,1964,"Netherlands",1.6,1,"male","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
2821,"Lasioglossum calceatum",NA,7,1966,"Netherlands",1.7,1,"male","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
2822,"Lasioglossum calceatum",14,9,1969,"Netherlands",1.4,1,"male","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
2823,"Lasioglossum calceatum",29,9,1976,"Netherlands",1.7,1,"male","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
2824,"Lasioglossum calceatum",NA,7,1970,"Netherlands",1.4,1,"male","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
2825,"Lasioglossum calceatum",24,9,1967,"Netherlands",1.8,1,"male","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
2826,"Lasioglossum calceatum",26,6,1979,"Netherlands",1.7,1,"male","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
2827,"Lasioglossum calceatum",NA,8,1967,"Netherlands",1.5,1,"male","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
2828,"Lasioglossum calceatum",17,7,1973,"Netherlands",1.5,1,"male","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
2829,"Lasioglossum calceatum",NA,8,1967,"Netherlands",1.8,1,"male","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
2830,"Lasioglossum calceatum",NA,7,1967,"Netherlands",1.7,1,"male","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
2831,"Lasioglossum calceatum",26,8,1979,"Netherlands",1.7,1,"male","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
2832,"Lasioglossum calceatum",NA,9,1969,"Netherlands",1.9,1,"male","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
2833,"Lasioglossum calceatum",20,9,1970,"Netherlands",1.7,1,"male","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
2834,"Lasioglossum calceatum",25,8,1971,"Netherlands",1.9,1,"male","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
2835,"Lasioglossum calceatum",NA,10,1979,"Netherlands",1.7,1,"male","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
2836,"Lasioglossum calceatum",NA,10,1979,"Netherlands",1.6,1,"male","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
2837,"Lasioglossum calceatum",21,7,1974,"Netherlands",1.5,1,"male","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
2838,"Lasioglossum calceatum",29,8,1985,"Netherlands",1.9,1,"male","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
2839,"Lasioglossum calceatum",NA,10,1989,"Netherlands",1.8,1,"male","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
2840,"Lasioglossum calceatum",NA,9,1989,"Netherlands",1.9,1,"male","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
2841,"Lasioglossum calceatum",29,8,1985,"Netherlands",1.7,1,"male","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
2842,"Lasioglossum calceatum",13,8,1985,"Netherlands",1.8,1,"male","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
2843,"Lasioglossum calceatum",30,7,1986,"Netherlands",1.7,1,"male","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
2844,"Lasioglossum calceatum",28,8,1983,"Netherlands",1.8,1,"male","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
2845,"Lasioglossum calceatum",28,8,1983,"Netherlands",1.7,1,"male","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
2846,"Lasioglossum calceatum",NA,8,1988,"Netherlands",1.7,1,"male","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
2847,"Lasioglossum calceatum",29,8,1985,"Netherlands",1.8,1,"male","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
2848,"Lasioglossum calceatum",29,8,1985,"Netherlands",1.7,1,"male","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
2849,"Lasioglossum calceatum",25,8,1985,"Netherlands",1.7,1,"male","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
2850,"Lasioglossum calceatum",25,8,1985,"Netherlands",1.6,1,"male","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
2851,"Lasioglossum calceatum",25,8,1985,"Netherlands",1.6,1,"male","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
2852,"Lasioglossum calceatum",16,8,1986,"Netherlands",1.9,1,"male","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
2853,"Lasioglossum calceatum",NA,9,1984,"Netherlands",1.8,1,"male","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
2854,"Lasioglossum calceatum",19,8,2000,"Netherlands",1.9,1,"male","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
2855,"Lasioglossum calceatum",19,8,2000,"Netherlands",1.7,1,"male","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
2856,"Lasioglossum calceatum",19,8,2000,"Netherlands",1.5,1,"male","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
2857,"Lasioglossum calceatum",NA,9,2002,"Netherlands",1.5,1,"male","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
2858,"Lasioglossum calceatum",NA,9,2002,"Netherlands",1.8,1,"male","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
2859,"Lasioglossum leucozonium",8,6,1878,"Netherlands",2.1,1,"female","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
2860,"Lasioglossum leucozonium",7,7,1881,"Netherlands",2,1,"female","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
2861,"Lasioglossum leucozonium",28,6,1878,"Netherlands",2,1,"female","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
2862,"Lasioglossum leucozonium",28,6,1878,"Netherlands",2,1,"female","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
2863,"Lasioglossum leucozonium",5,7,1878,"Netherlands",1.9,1,"female","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
2864,"Lasioglossum leucozonium",24,6,1888,"Netherlands",2,1,"female","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
2865,"Lasioglossum leucozonium",9,9,1866,"Netherlands",2,1,"female","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
2866,"Lasioglossum leucozonium",28,5,1872,"Netherlands",1.9,1,"female","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
2867,"Lasioglossum leucozonium",1,5,1895,"Netherlands",1.9,1,"female","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
2868,"Lasioglossum leucozonium",25,7,1883,"Netherlands",2,1,"female","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
2869,"Lasioglossum leucozonium",25,5,1896,"Netherlands",1.9,1,"female","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
2870,"Lasioglossum leucozonium",25,5,1896,"Netherlands",2.1,1,"female","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
2871,"Lasioglossum leucozonium",14,7,1892,"Netherlands",1.9,1,"female","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
2872,"Lasioglossum leucozonium",5,7,1896,"Netherlands",2,1,"female","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
2873,"Lasioglossum leucozonium",21,5,1895,"Netherlands",1.9,1,"female","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
2874,"Lasioglossum leucozonium",1,5,1895,"Netherlands",2,1,"female","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
2875,"Lasioglossum leucozonium",24,7,1895,"Netherlands",2,1,"female","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
2876,"Lasioglossum leucozonium",2,6,1895,"Netherlands",2,1,"female","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
2877,"Lasioglossum leucozonium",2,6,1895,"Netherlands",1.8,1,"female","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
2878,"Lasioglossum leucozonium",2,6,1895,"Netherlands",2.1,1,"female","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
2879,"Lasioglossum leucozonium",NA,7,1908,"Netherlands",1.9,1,"female","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
2880,"Lasioglossum leucozonium",NA,6,1917,"Netherlands",1.9,1,"female","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
2881,"Lasioglossum leucozonium",NA,6,1917,"Netherlands",2,1,"female","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
2882,"Lasioglossum leucozonium",NA,9,1914,"Netherlands",2,1,"female","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
2883,"Lasioglossum leucozonium",NA,4,1917,"Netherlands",2,1,"female","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
2884,"Lasioglossum leucozonium",NA,4,1917,"Netherlands",1.5,1,"female","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
2885,"Lasioglossum leucozonium",NA,6,1914,"Netherlands",1.9,1,"female","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
2886,"Lasioglossum leucozonium",NA,6,1914,"Netherlands",1.9,1,"female","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
2887,"Lasioglossum leucozonium",NA,6,1914,"Netherlands",2.1,1,"female","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
2888,"Lasioglossum leucozonium",NA,6,1914,"Netherlands",1.9,1,"female","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
2889,"Lasioglossum leucozonium",NA,6,1914,"Netherlands",1.9,1,"female","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
2890,"Lasioglossum leucozonium",NA,6,1914,"Netherlands",2,1,"female","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
2891,"Lasioglossum leucozonium",NA,6,1914,"Netherlands",2,1,"female","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
2892,"Lasioglossum leucozonium",23,6,1907,"Netherlands",2,1,"female","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
2893,"Lasioglossum leucozonium",23,6,1907,"Netherlands",2,1,"female","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
2894,"Lasioglossum leucozonium",23,6,1907,"Netherlands",2,1,"female","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
2895,"Lasioglossum leucozonium",23,6,1907,"Netherlands",1.9,1,"female","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
2896,"Lasioglossum leucozonium",17,5,1913,"Netherlands",2,1,"female","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
2897,"Lasioglossum leucozonium",NA,6,1909,"Netherlands",1.9,1,"female","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
2898,"Lasioglossum leucozonium",30,8,1907,"Netherlands",2,1,"female","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
2899,"Lasioglossum leucozonium",20,6,1936,"Netherlands",2,1,"female","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
2900,"Lasioglossum leucozonium",15,6,1933,"Netherlands",1.8,1,"female","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
2901,"Lasioglossum leucozonium",NA,6,1936,"Netherlands",1.9,1,"female","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
2902,"Lasioglossum leucozonium",NA,6,1937,"Netherlands",1.7,1,"female","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
2903,"Lasioglossum leucozonium",30,5,1940,"Netherlands",2,1,"female","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
2904,"Lasioglossum leucozonium",30,5,1937,"Netherlands",1.8,1,"female","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
2905,"Lasioglossum leucozonium",NA,6,1938,"Netherlands",2.1,1,"female","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
2906,"Lasioglossum leucozonium",NA,6,1938,"Netherlands",2,1,"female","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
2907,"Lasioglossum leucozonium",21,5,1935,"Netherlands",2.1,1,"female","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
2908,"Lasioglossum leucozonium",28,9,1936,"Netherlands",1.8,1,"female","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
2909,"Lasioglossum leucozonium",NA,9,1936,"Netherlands",2,1,"female","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
2910,"Lasioglossum leucozonium",NA,6,1938,"Netherlands",2,1,"female","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
2911,"Lasioglossum leucozonium",NA,6,1938,"Netherlands",1.7,1,"female","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
2912,"Lasioglossum leucozonium",NA,6,1938,"Netherlands",1.8,1,"female","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
2913,"Lasioglossum leucozonium",NA,6,1938,"Netherlands",2.1,1,"female","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
2914,"Lasioglossum leucozonium",NA,6,1938,"Netherlands",1.9,1,"female","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
2915,"Lasioglossum leucozonium",NA,6,1938,"Netherlands",2,1,"female","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
2916,"Lasioglossum leucozonium",27,6,1934,"Netherlands",1.7,1,"female","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
2917,"Lasioglossum leucozonium",21,7,1923,"Netherlands",1.9,1,"female","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
2918,"Lasioglossum leucozonium",NA,7,1926,"Netherlands",2,1,"female","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
2919,"Lasioglossum leucozonium",21,5,1952,"Netherlands",1.8,1,"female","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
2920,"Lasioglossum leucozonium",13,9,1953,"Netherlands",2,1,"female","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
2921,"Lasioglossum leucozonium",NA,6,1946,"Netherlands",2,1,"female","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
2922,"Lasioglossum leucozonium",30,6,1946,"Netherlands",2,1,"female","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
2923,"Lasioglossum leucozonium",21,9,1951,"Netherlands",1.8,1,"female","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
