species,order,superfamily,family,subfamily,tribe,genus,subgenus
Flavomeliturgula deserta,Hymenoptera,Apoidea,Andrenidae,Panurginae,Melitturgini,Flavomeliturgula,
Flavomeliturgula lacrymosa,Hymenoptera,Apoidea,Andrenidae,Panurginae,Melitturgini,Flavomeliturgula,
Flavomeliturgula schwarziana,Hymenoptera,Apoidea,Andrenidae,Panurginae,Melitturgini,Flavomeliturgula,
Flavomeliturgula tapana,Hymenoptera,Apoidea,Andrenidae,Panurginae,Melitturgini,Flavomeliturgula,
Gasparinahla megapalpae,Hymenoptera,Apoidea,Andrenidae,Panurginae,Melitturgini,Gasparinahla,
Melitturga albescens,Hymenoptera,Apoidea,Andrenidae,Panurginae,Melitturgini,Melitturga,
Melitturga barbarae,Hymenoptera,Apoidea,Andrenidae,Panurginae,Melitturgini,Melitturga,
Melitturga capensis,Hymenoptera,Apoidea,Andrenidae,Panurginae,Melitturgini,Melitturga,
Melitturga caucasica,Hymenoptera,Apoidea,Andrenidae,Panurginae,Melitturgini,Melitturga,
Melitturga caudata,Hymenoptera,Apoidea,Andrenidae,Panurginae,Melitturgini,Melitturga,
Melitturga clavicornis,Hymenoptera,Apoidea,Andrenidae,Panurginae,Melitturgini,Melitturga,
Melitturga flavomarginata,Hymenoptera,Apoidea,Andrenidae,Panurginae,Melitturgini,Melitturga,
Melitturga krausi,Hymenoptera,Apoidea,Andrenidae,Panurginae,Melitturgini,Melitturga,
Melitturga mongolica,Hymenoptera,Apoidea,Andrenidae,Panurginae,Melitturgini,Melitturga,
Melitturga oraniensis,Hymenoptera,Apoidea,Andrenidae,Panurginae,Melitturgini,Melitturga,
Melitturga penrithorum,Hymenoptera,Apoidea,Andrenidae,Panurginae,Melitturgini,Melitturga,
Melitturga pictipes,Hymenoptera,Apoidea,Andrenidae,Panurginae,Melitturgini,Melitturga,
Melitturga praestans,Hymenoptera,Apoidea,Andrenidae,Panurginae,Melitturgini,Melitturga,
Melitturga rubricata,Hymenoptera,Apoidea,Andrenidae,Panurginae,Melitturgini,Melitturga,
Melitturga spinosa,Hymenoptera,Apoidea,Andrenidae,Panurginae,Melitturgini,Melitturga,
Melitturga syriaca,Hymenoptera,Apoidea,Andrenidae,Panurginae,Melitturgini,Melitturga,
Melitturga taurica,Hymenoptera,Apoidea,Andrenidae,Panurginae,Melitturgini,Melitturga,
Meliturgula braunsi,Hymenoptera,Apoidea,Andrenidae,Panurginae,Melitturgini,Meliturgula,
Meliturgula denesia,Hymenoptera,Apoidea,Andrenidae,Panurginae,Melitturgini,Meliturgula,
Meliturgula eardleyana,Hymenoptera,Apoidea,Andrenidae,Panurginae,Melitturgini,Meliturgula,
Meliturgula flavida,Hymenoptera,Apoidea,Andrenidae,Panurginae,Melitturgini,Meliturgula,
Meliturgula fuliginosa,Hymenoptera,Apoidea,Andrenidae,Panurginae,Melitturgini,Meliturgula,
Meliturgula haematospila,Hymenoptera,Apoidea,Andrenidae,Panurginae,Melitturgini,Meliturgula,
Meliturgula insularis,Hymenoptera,Apoidea,Andrenidae,Panurginae,Melitturgini,Meliturgula,
Meliturgula ornata,Hymenoptera,Apoidea,Andrenidae,Panurginae,Melitturgini,Meliturgula,
Meliturgula rozeni,Hymenoptera,Apoidea,Andrenidae,Panurginae,Melitturgini,Meliturgula,
Meliturgula scriptifrons,Hymenoptera,Apoidea,Andrenidae,Panurginae,Melitturgini,Meliturgula,
Meliturgula senegaliae,Hymenoptera,Apoidea,Andrenidae,Panurginae,Melitturgini,Meliturgula,
Meliturgula wilmattae,Hymenoptera,Apoidea,Andrenidae,Panurginae,Melitturgini,Meliturgula,
Mermiglossa rufa,Hymenoptera,Apoidea,Andrenidae,Panurginae,Melitturgini,Mermiglossa,
Plesiopanurgus cinerarius,Hymenoptera,Apoidea,Andrenidae,Panurginae,Melitturgini,Plesiopanurgus,
Plesiopanurgus ibex,Hymenoptera,Apoidea,Andrenidae,Panurginae,Melitturgini,Plesiopanurgus,
Plesiopanurgus richteri,Hymenoptera,Apoidea,Andrenidae,Panurginae,Melitturgini,Plesiopanurgus,
Plesiopanurgus zizus,Hymenoptera,Apoidea,Andrenidae,Panurginae,Melitturgini,Plesiopanurgus,
Neffapis longilingua,Hymenoptera,Apoidea,Andrenidae,Panurginae,Neffapini,Neffapis,
Nolanomelissa toroi,Hymenoptera,Apoidea,Andrenidae,Panurginae,Nolanomelissini,Nolanomelissa,
Avpanurgus flavofasciatus,Hymenoptera,Apoidea,Andrenidae,Panurginae,Panurgini,Avpanurgus,
Camptopoeum abbasi,Hymenoptera,Apoidea,Andrenidae,Panurginae,Panurgini,Camptopoeum,
Camptopoeum afghanicum,Hymenoptera,Apoidea,Andrenidae,Panurginae,Panurgini,Camptopoeum,
Camptopoeum altaicum,Hymenoptera,Apoidea,Andrenidae,Panurginae,Panurgini,Camptopoeum,
Camptopoeum armeniacum,Hymenoptera,Apoidea,Andrenidae,Panurginae,Panurgini,Camptopoeum,
Camptopoeum bactrianum,Hymenoptera,Apoidea,Andrenidae,Panurginae,Panurgini,Camptopoeum,
Camptopoeum clypeare,Hymenoptera,Apoidea,Andrenidae,Panurginae,Panurgini,Camptopoeum,
Camptopoeum culiculum,Hymenoptera,Apoidea,Andrenidae,Panurginae,Panurgini,Camptopoeum,
Camptopoeum friesei,Hymenoptera,Apoidea,Andrenidae,Panurginae,Panurgini,Camptopoeum,
Camptopoeum frontale,Hymenoptera,Apoidea,Andrenidae,Panurginae,Panurgini,Camptopoeum,
Camptopoeum guichardi,Hymenoptera,Apoidea,Andrenidae,Panurginae,Panurgini,Camptopoeum,
Camptopoeum handlirschi,Hymenoptera,Apoidea,Andrenidae,Panurginae,Panurgini,Camptopoeum,
Camptopoeum iranellum,Hymenoptera,Apoidea,Andrenidae,Panurginae,Panurgini,Camptopoeum,
Camptopoeum khuzestanum,Hymenoptera,Apoidea,Andrenidae,Panurginae,Panurgini,Camptopoeum,
Camptopoeum kuznetzovi,Hymenoptera,Apoidea,Andrenidae,Panurginae,Panurgini,Camptopoeum,
Camptopoeum longicephalum,Hymenoptera,Apoidea,Andrenidae,Panurginae,Panurgini,Camptopoeum,
Camptopoeum mirabile,Hymenoptera,Apoidea,Andrenidae,Panurginae,Panurgini,Camptopoeum,
Camptopoeum nadigi,Hymenoptera,Apoidea,Andrenidae,Panurginae,Panurgini,Camptopoeum,
Camptopoeum nasutum,Hymenoptera,Apoidea,Andrenidae,Panurginae,Panurgini,Camptopoeum,
Camptopoeum negevense,Hymenoptera,Apoidea,Andrenidae,Panurginae,Panurgini,Camptopoeum,
Camptopoeum nigrotum,Hymenoptera,Apoidea,Andrenidae,Panurginae,Panurgini,Camptopoeum,
Camptopoeum pictipes,Hymenoptera,Apoidea,Andrenidae,Panurginae,Panurgini,Camptopoeum,
Camptopoeum pseudoruber,Hymenoptera,Apoidea,Andrenidae,Panurginae,Panurgini,Camptopoeum,
Camptopoeum ruber,Hymenoptera,Apoidea,Andrenidae,Panurginae,Panurgini,Camptopoeum,
Camptopoeum rufiventre,Hymenoptera,Apoidea,Andrenidae,Panurginae,Panurgini,Camptopoeum,
Camptopoeum sacrum,Hymenoptera,Apoidea,Andrenidae,Panurginae,Panurgini,Camptopoeum,
Camptopoeum samarkandum,Hymenoptera,Apoidea,Andrenidae,Panurginae,Panurgini,Camptopoeum,
Camptopoeum schewyrewi,Hymenoptera,Apoidea,Andrenidae,Panurginae,Panurgini,Camptopoeum,
Camptopoeum simile,Hymenoptera,Apoidea,Andrenidae,Panurginae,Panurgini,Camptopoeum,
Camptopoeum subflavum,Hymenoptera,Apoidea,Andrenidae,Panurginae,Panurgini,Camptopoeum,
Camptopoeum variegatum,Hymenoptera,Apoidea,Andrenidae,Panurginae,Panurgini,Camptopoeum,
Camptopoeum warnckei,Hymenoptera,Apoidea,Andrenidae,Panurginae,Panurgini,Camptopoeum,
Clavipanurgus anatolicus,Hymenoptera,Apoidea,Andrenidae,Panurginae,Panurgini,Clavipanurgus,
Clavipanurgus cavus,Hymenoptera,Apoidea,Andrenidae,Panurginae,Panurgini,Clavipanurgus,
Clavipanurgus clavatus,Hymenoptera,Apoidea,Andrenidae,Panurginae,Panurgini,Clavipanurgus,
Clavipanurgus desertus,Hymenoptera,Apoidea,Andrenidae,Panurginae,Panurgini,Clavipanurgus,
Clavipanurgus eurystylus,Hymenoptera,Apoidea,Andrenidae,Panurginae,Panurgini,Clavipanurgus,
Clavipanurgus gusenleitneri,Hymenoptera,Apoidea,Andrenidae,Panurginae,Panurgini,Clavipanurgus,
Clavipanurgus impressus,Hymenoptera,Apoidea,Andrenidae,Panurginae,Panurgini,Clavipanurgus,
Clavipanurgus orientalicus,Hymenoptera,Apoidea,Andrenidae,Panurginae,Panurgini,Clavipanurgus,
Clavipanurgus punctiventris,Hymenoptera,Apoidea,Andrenidae,Panurginae,Panurgini,Clavipanurgus,
Clavipanurgus sculpturatus,Hymenoptera,Apoidea,Andrenidae,Panurginae,Panurgini,Clavipanurgus,
Clavipanurgus stylus,Hymenoptera,Apoidea,Andrenidae,Panurginae,Panurgini,Clavipanurgus,
Flavipanurgus flavus,Hymenoptera,Apoidea,Andrenidae,Panurginae,Panurgini,Flavipanurgus,
Flavipanurgus fuzetus,Hymenoptera,Apoidea,Andrenidae,Panurginae,Panurgini,Flavipanurgus,
Flavipanurgus granadensis,Hymenoptera,Apoidea,Andrenidae,Panurginae,Panurgini,Flavipanurgus,
Flavipanurgus ibericus,Hymenoptera,Apoidea,Andrenidae,Panurginae,Panurgini,Flavipanurgus,
Flavipanurgus merceti,Hymenoptera,Apoidea,Andrenidae,Panurginae,Panurgini,Flavipanurgus,
Flavipanurgus venustus,Hymenoptera,Apoidea,Andrenidae,Panurginae,Panurgini,Flavipanurgus,
Panurginus albopilosus,Hymenoptera,Apoidea,Andrenidae,Panurginae,Panurgini,Panurginus,
Panurginus alpinus,Hymenoptera,Apoidea,Andrenidae,Panurginae,Panurgini,Panurginus,
Panurginus alticolus,Hymenoptera,Apoidea,Andrenidae,Panurginae,Panurgini,Panurginus,
Panurginus annulatus,Hymenoptera,Apoidea,Andrenidae,Panurginae,Panurgini,Panurginus,
Panurginus armaticeps,Hymenoptera,Apoidea,Andrenidae,Panurginae,Panurgini,Panurginus,
Panurginus atramontensis,Hymenoptera,Apoidea,Andrenidae,Panurginae,Panurgini,Panurginus,
Panurginus atriceps,Hymenoptera,Apoidea,Andrenidae,Panurginae,Panurgini,Panurginus,
Panurginus barletae,Hymenoptera,Apoidea,Andrenidae,Panurginae,Panurgini,Panurginus,
Panurginus beardsleyi,Hymenoptera,Apoidea,Andrenidae,Panurginae,Panurgini,Panurginus,
Panurginus bilobatus,Hymenoptera,Apoidea,Andrenidae,Panurginae,Panurgini,Panurginus,
Panurginus brullei,Hymenoptera,Apoidea,Andrenidae,Panurginae,Panurgini,Panurginus,
Panurginus ceanothi,Hymenoptera,Apoidea,Andrenidae,Panurginae,Panurgini,Panurginus,
Panurginus clarus,Hymenoptera,Apoidea,Andrenidae,Panurginae,Panurgini,Panurginus,
Panurginus corpanus,Hymenoptera,Apoidea,Andrenidae,Panurginae,Panurgini,Panurginus,
Panurginus crawfordi,Hymenoptera,Apoidea,Andrenidae,Panurginae,Panurgini,Panurginus,
Panurginus cressoniellus,Hymenoptera,Apoidea,Andrenidae,Panurginae,Panurgini,Panurginus,
Panurginus emarginatus,Hymenoptera,Apoidea,Andrenidae,Panurginae,Panurgini,Panurginus,
Panurginus flavipes,Hymenoptera,Apoidea,Andrenidae,Panurginae,Panurgini,Panurginus,
Panurginus flavotarsus,Hymenoptera,Apoidea,Andrenidae,Panurginae,Panurgini,Panurginus,
Panurginus gabrielis,Hymenoptera,Apoidea,Andrenidae,Panurginae,Panurgini,Panurginus,
Panurginus gracilis,Hymenoptera,Apoidea,Andrenidae,Panurginae,Panurgini,Panurginus,
Panurginus herzi,Hymenoptera,Apoidea,Andrenidae,Panurginae,Panurgini,Panurginus,
Panurginus ineptus,Hymenoptera,Apoidea,Andrenidae,Panurginae,Panurgini,Panurginus,
Panurginus labiatus,Hymenoptera,Apoidea,Andrenidae,Panurginae,Panurgini,Panurginus,
Panurginus lactipennis,Hymenoptera,Apoidea,Andrenidae,Panurginae,Panurgini,Panurginus,
Panurginus maritimus,Hymenoptera,Apoidea,Andrenidae,Panurginae,Panurgini,Panurginus,
Panurginus melanocephalus,Hymenoptera,Apoidea,Andrenidae,Panurginae,Panurgini,Panurginus,
Panurginus minutulus,Hymenoptera,Apoidea,Andrenidae,Panurginae,Panurgini,Panurginus,
Panurginus montanus,Hymenoptera,Apoidea,Andrenidae,Panurginae,Panurgini,Panurginus,
Panurginus morawitzii,Hymenoptera,Apoidea,Andrenidae,Panurginae,Panurgini,Panurginus,
Panurginus niger,Hymenoptera,Apoidea,Andrenidae,Panurginae,Panurgini,Panurginus,
Panurginus nigrellus,Hymenoptera,Apoidea,Andrenidae,Panurginae,Panurgini,Panurginus,
Panurginus nigrihirtus,Hymenoptera,Apoidea,Andrenidae,Panurginae,Panurgini,Panurginus,
Panurginus nigripes,Hymenoptera,Apoidea,Andrenidae,Panurginae,Panurgini,Panurginus,
Panurginus occidentalis,Hymenoptera,Apoidea,Andrenidae,Panurginae,Panurgini,Panurginus,
Panurginus picipes,Hymenoptera,Apoidea,Andrenidae,Panurginae,Panurgini,Panurginus,
Panurginus polytrichus,Hymenoptera,Apoidea,Andrenidae,Panurginae,Panurgini,Panurginus,
Panurginus ponticus,Hymenoptera,Apoidea,Andrenidae,Panurginae,Panurgini,Panurginus,
Panurginus potentillae,Hymenoptera,Apoidea,Andrenidae,Panurginae,Panurgini,Panurginus,
Panurginus romani,Hymenoptera,Apoidea,Andrenidae,Panurginae,Panurgini,Panurginus,
Panurginus schwarzi,Hymenoptera,Apoidea,Andrenidae,Panurginae,Panurgini,Panurginus,
Panurginus semiopacus,Hymenoptera,Apoidea,Andrenidae,Panurginae,Panurgini,Panurginus,
Panurginus sericatus,Hymenoptera,Apoidea,Andrenidae,Panurginae,Panurgini,Panurginus,
Panurginus tunensis,Hymenoptera,Apoidea,Andrenidae,Panurginae,Panurgini,Panurginus,
Panurginus turcomanicus,Hymenoptera,Apoidea,Andrenidae,Panurginae,Panurgini,Panurginus,
Panurginus tyrolensis,Hymenoptera,Apoidea,Andrenidae,Panurginae,Panurgini,Panurginus,
Panurgus acutus,Hymenoptera,Apoidea,Andrenidae,Panurginae,Panurgini,Panurgus,
Panurgus afghanensis,Hymenoptera,Apoidea,Andrenidae,Panurginae,Panurgini,Panurgus,
Panurgus avarus,Hymenoptera,Apoidea,Andrenidae,Panurginae,Panurgini,Panurgus,
Panurgus banksianus,Hymenoptera,Apoidea,Andrenidae,Panurginae,Panurgini,Panurgus,
Panurgus buteus,Hymenoptera,Apoidea,Andrenidae,Panurginae,Panurgini,Panurgus,
Panurgus calcaratus,Hymenoptera,Apoidea,Andrenidae,Panurginae,Panurgini,Panurgus,
Panurgus calceatus,Hymenoptera,Apoidea,Andrenidae,Panurginae,Panurgini,Panurgus,
Panurgus canarius,Hymenoptera,Apoidea,Andrenidae,Panurginae,Panurgini,Panurgus,
Panurgus canescens,Hymenoptera,Apoidea,Andrenidae,Panurginae,Panurgini,Panurgus,
Panurgus catulus,Hymenoptera,Apoidea,Andrenidae,Panurginae,Panurgini,Panurgus,
Panurgus cephalotes,Hymenoptera,Apoidea,Andrenidae,Panurginae,Panurgini,Panurgus,
Panurgus convergens,Hymenoptera,Apoidea,Andrenidae,Panurginae,Panurgini,Panurgus,
Panurgus corsicus,Hymenoptera,Apoidea,Andrenidae,Panurginae,Panurgini,Panurgus,
Panurgus cyrenaikensis,Hymenoptera,Apoidea,Andrenidae,Panurginae,Panurgini,Panurgus,
Panurgus dargius,Hymenoptera,Apoidea,Andrenidae,Panurginae,Panurgini,Panurgus,
Panurgus dentatus,Hymenoptera,Apoidea,Andrenidae,Panurginae,Panurgini,Panurgus,
Panurgus dentipes,Hymenoptera,Apoidea,Andrenidae,Panurginae,Panurgini,Panurgus,
Panurgus farinosus,Hymenoptera,Apoidea,Andrenidae,Panurginae,Panurgini,Panurgus,
Panurgus intermedius,Hymenoptera,Apoidea,Andrenidae,Panurginae,Panurgini,Panurgus,
Panurgus maroccanus,Hymenoptera,Apoidea,Andrenidae,Panurginae,Panurgini,Panurgus,
Panurgus meridionalis,Hymenoptera,Apoidea,Andrenidae,Panurginae,Panurgini,Panurgus,
Panurgus minor,Hymenoptera,Apoidea,Andrenidae,Panurginae,Panurgini,Panurgus,
Panurgus nigriscopus,Hymenoptera,Apoidea,Andrenidae,Panurginae,Panurgini,Panurgus,
Panurgus niloticus,Hymenoptera,Apoidea,Andrenidae,Panurginae,Panurgini,Panurgus,
Panurgus oblitus,Hymenoptera,Apoidea,Andrenidae,Panurginae,Panurgini,Panurgus,
Panurgus ovatulus,Hymenoptera,Apoidea,Andrenidae,Panurginae,Panurgini,Panurgus,
Panurgus perezi,Hymenoptera,Apoidea,Andrenidae,Panurginae,Panurgini,Panurgus,
Panurgus pici,Hymenoptera,Apoidea,Andrenidae,Panurginae,Panurgini,Panurgus,
Panurgus platymerus,Hymenoptera,Apoidea,Andrenidae,Panurginae,Panurgini,Panurgus,
Panurgus posticus,Hymenoptera,Apoidea,Andrenidae,Panurginae,Panurgini,Panurgus,
Panurgus pyropygus,Hymenoptera,Apoidea,Andrenidae,Panurginae,Panurgini,Panurgus,
Panurgus rungsii,Hymenoptera,Apoidea,Andrenidae,Panurginae,Panurgini,Panurgus,
Panurgus siculus,Hymenoptera,Apoidea,Andrenidae,Panurginae,Panurgini,Panurgus,
Panurgus sidensis,Hymenoptera,Apoidea,Andrenidae,Panurginae,Panurgini,Panurgus,
Panurgus vachali,Hymenoptera,Apoidea,Andrenidae,Panurginae,Panurgini,Panurgus,
Simpanurgus phyllopodus,Hymenoptera,Apoidea,Andrenidae,Panurginae,Panurgini,Simpanurgus,
Macrotera anthracina,Hymenoptera,Apoidea,Andrenidae,Panurginae,Perditini,Macrotera,
Macrotera arcuata,Hymenoptera,Apoidea,Andrenidae,Panurginae,Perditini,Macrotera,
Macrotera azteca,Hymenoptera,Apoidea,Andrenidae,Panurginae,Perditini,Macrotera,
Macrotera bicolor,Hymenoptera,Apoidea,Andrenidae,Panurginae,Perditini,Macrotera,
Macrotera bidenticauda,Hymenoptera,Apoidea,Andrenidae,Panurginae,Perditini,Macrotera,
Macrotera carinata,Hymenoptera,Apoidea,Andrenidae,Panurginae,Perditini,Macrotera,
Macrotera crassa,Hymenoptera,Apoidea,Andrenidae,Panurginae,Perditini,Macrotera,
Macrotera echinocacti,Hymenoptera,Apoidea,Andrenidae,Panurginae,Perditini,Macrotera,
Macrotera haplura,Hymenoptera,Apoidea,Andrenidae,Panurginae,Perditini,Macrotera,
Macrotera knulli,Hymenoptera,Apoidea,Andrenidae,Panurginae,Perditini,Macrotera,
Macrotera laticauda,Hymenoptera,Apoidea,Andrenidae,Panurginae,Perditini,Macrotera,
Macrotera latior,Hymenoptera,Apoidea,Andrenidae,Panurginae,Perditini,Macrotera,
Macrotera lobata,Hymenoptera,Apoidea,Andrenidae,Panurginae,Perditini,Macrotera,
Macrotera magniceps,Hymenoptera,Apoidea,Andrenidae,Panurginae,Perditini,Macrotera,
Macrotera mellea,Hymenoptera,Apoidea,Andrenidae,Panurginae,Perditini,Macrotera,
Macrotera mortuaria,Hymenoptera,Apoidea,Andrenidae,Panurginae,Perditini,Macrotera,
Macrotera nahua,Hymenoptera,Apoidea,Andrenidae,Panurginae,Perditini,Macrotera,
Macrotera nigrella,Hymenoptera,Apoidea,Andrenidae,Panurginae,Perditini,Macrotera,
Macrotera opacella,Hymenoptera,Apoidea,Andrenidae,Panurginae,Perditini,Macrotera,
Macrotera opuntiae,Hymenoptera,Apoidea,Andrenidae,Panurginae,Perditini,Macrotera,
Macrotera parkeri,Hymenoptera,Apoidea,Andrenidae,Panurginae,Perditini,Macrotera,
Macrotera peninsularis,Hymenoptera,Apoidea,Andrenidae,Panurginae,Perditini,Macrotera,
Macrotera pipiyolin,Hymenoptera,Apoidea,Andrenidae,Panurginae,Perditini,Macrotera,
Macrotera portalis,Hymenoptera,Apoidea,Andrenidae,Panurginae,Perditini,Macrotera,
Macrotera robertsi,Hymenoptera,Apoidea,Andrenidae,Panurginae,Perditini,Macrotera,
Macrotera rubida,Hymenoptera,Apoidea,Andrenidae,Panurginae,Perditini,Macrotera,
Macrotera seminigra,Hymenoptera,Apoidea,Andrenidae,Panurginae,Perditini,Macrotera,
Macrotera sinaloana,Hymenoptera,Apoidea,Andrenidae,Panurginae,Perditini,Macrotera,
Macrotera solitaria,Hymenoptera,Apoidea,Andrenidae,Panurginae,Perditini,Macrotera,
Macrotera texana,Hymenoptera,Apoidea,Andrenidae,Panurginae,Perditini,Macrotera,
Macrotera tristella,Hymenoptera,Apoidea,Andrenidae,Panurginae,Perditini,Macrotera,
Perdita abbreviata,Hymenoptera,Apoidea,Andrenidae,Panurginae,Perditini,Perdita,
Perdita abdominalis,Hymenoptera,Apoidea,Andrenidae,Panurginae,Perditini,Perdita,
Perdita abducta,Hymenoptera,Apoidea,Andrenidae,Panurginae,Perditini,Perdita,
Perdita acaciae,Hymenoptera,Apoidea,Andrenidae,Panurginae,Perditini,Perdita,
Perdita acapulcona,Hymenoptera,Apoidea,Andrenidae,Panurginae,Perditini,Perdita,
Perdita accepta,Hymenoptera,Apoidea,Andrenidae,Panurginae,Perditini,Perdita,
Perdita aculeata,Hymenoptera,Apoidea,Andrenidae,Panurginae,Perditini,Perdita,
Perdita adjuncta,Hymenoptera,Apoidea,Andrenidae,Panurginae,Perditini,Perdita,
Perdita adustiventris,Hymenoptera,Apoidea,Andrenidae,Panurginae,Perditini,Perdita,
Perdita aemula,Hymenoptera,Apoidea,Andrenidae,Panurginae,Perditini,Perdita,
Perdita affecta,Hymenoptera,Apoidea,Andrenidae,Panurginae,Perditini,Perdita,
Perdita affinis,Hymenoptera,Apoidea,Andrenidae,Panurginae,Perditini,Perdita,
Perdita agasta,Hymenoptera,Apoidea,Andrenidae,Panurginae,Perditini,Perdita,
Perdita ainsliei,Hymenoptera,Apoidea,Andrenidae,Panurginae,Perditini,Perdita,
Perdita albata,Hymenoptera,Apoidea,Andrenidae,Panurginae,Perditini,Perdita,
Perdita albescens,Hymenoptera,Apoidea,Andrenidae,Panurginae,Perditini,Perdita,
Perdita albihirta,Hymenoptera,Apoidea,Andrenidae,Panurginae,Perditini,Perdita,
Perdita albipennis,Hymenoptera,Apoidea,Andrenidae,Panurginae,Perditini,Perdita,
Perdita albipes,Hymenoptera,Apoidea,Andrenidae,Panurginae,Perditini,Perdita,
Perdita albiventris,Hymenoptera,Apoidea,Andrenidae,Panurginae,Perditini,Perdita,
Perdita albofasciata,Hymenoptera,Apoidea,Andrenidae,Panurginae,Perditini,Perdita,
Perdita albomaculata,Hymenoptera,Apoidea,Andrenidae,Panurginae,Perditini,Perdita,
Perdita albomarginata,Hymenoptera,Apoidea,Andrenidae,Panurginae,Perditini,Perdita,
Perdita albonotata,Hymenoptera,Apoidea,Andrenidae,Panurginae,Perditini,Perdita,
Perdita albopicta,Hymenoptera,Apoidea,Andrenidae,Panurginae,Perditini,Perdita,
Perdita albovittata,Hymenoptera,Apoidea,Andrenidae,Panurginae,Perditini,Perdita,
Perdita alexi,Hymenoptera,Apoidea,Andrenidae,Panurginae,Perditini,Perdita,
Perdita algodones,Hymenoptera,Apoidea,Andrenidae,Panurginae,Perditini,Perdita,
Perdita ambigua,Hymenoptera,Apoidea,Andrenidae,Panurginae,Perditini,Perdita,
Perdita amicula,Hymenoptera,Apoidea,Andrenidae,Panurginae,Perditini,Perdita,
Perdita amoena,Hymenoptera,Apoidea,Andrenidae,Panurginae,Perditini,Perdita,
Perdita ampla,Hymenoptera,Apoidea,Andrenidae,Panurginae,Perditini,Perdita,
Perdita amplipennis,Hymenoptera,Apoidea,Andrenidae,Panurginae,Perditini,Perdita,
Perdita ancoralis,Hymenoptera,Apoidea,Andrenidae,Panurginae,Perditini,Perdita,
Perdita angellata,Hymenoptera,Apoidea,Andrenidae,Panurginae,Perditini,Perdita,
Perdita annectens,Hymenoptera,Apoidea,Andrenidae,Panurginae,Perditini,Perdita,
Perdita annexa,Hymenoptera,Apoidea,Andrenidae,Panurginae,Perditini,Perdita,
Perdita apacheorum,Hymenoptera,Apoidea,Andrenidae,Panurginae,Perditini,Perdita,
Perdita aperta,Hymenoptera,Apoidea,Andrenidae,Panurginae,Perditini,Perdita,
Perdita apicalis,Hymenoptera,Apoidea,Andrenidae,Panurginae,Perditini,Perdita,
Perdita aplopappi,Hymenoptera,Apoidea,Andrenidae,Panurginae,Perditini,Perdita,
Perdita arenaria,Hymenoptera,Apoidea,Andrenidae,Panurginae,Perditini,Perdita,
Perdita argemones,Hymenoptera,Apoidea,Andrenidae,Panurginae,Perditini,Perdita,
Perdita aridella,Hymenoptera,Apoidea,Andrenidae,Panurginae,Perditini,Perdita,
