"species","month","year","country","IT","sex","doi"
"Megachile maritima",7,1877,"Netherlands",3.6,"Female","10.1371/journal.pone.0148983"
"Megachile maritima",7,1877,"Netherlands",3.5,"Female","10.1371/journal.pone.0148983"
"Megachile maritima",7,1885,"Netherlands",3.5,"Female","10.1371/journal.pone.0148983"
"Megachile maritima",7,1880,"Netherlands",3.3,"Female","10.1371/journal.pone.0148983"
"Megachile maritima",7,1880,"Netherlands",3.4,"Female","10.1371/journal.pone.0148983"
"Megachile maritima",7,1887,"Netherlands",3.5,"Female","10.1371/journal.pone.0148983"
"Megachile maritima",8,1871,"Netherlands",3.5,"Female","10.1371/journal.pone.0148983"
"Megachile maritima",8,1871,"Netherlands",3.4,"Female","10.1371/journal.pone.0148983"
"Megachile maritima",7,1877,"Netherlands",3.3,"Female","10.1371/journal.pone.0148983"
"Megachile maritima",7,1879,"Netherlands",3.4,"Female","10.1371/journal.pone.0148983"
"Megachile maritima",7,1882,"Netherlands",3.5,"Female","10.1371/journal.pone.0148983"
"Megachile maritima",7,1885,"Netherlands",3.5,"Female","10.1371/journal.pone.0148983"
"Megachile maritima",7,1885,"Netherlands",3.2,"Female","10.1371/journal.pone.0148983"
"Megachile maritima",7,1885,"Netherlands",3.3,"Female","10.1371/journal.pone.0148983"
"Megachile maritima",8,1919,"Netherlands",3.3,"Female","10.1371/journal.pone.0148983"
"Megachile maritima",7,1920,"Netherlands",3.3,"Female","10.1371/journal.pone.0148983"
"Megachile maritima",7,1918,"Netherlands",3.5,"Female","10.1371/journal.pone.0148983"
"Megachile maritima",7,1918,"Netherlands",2.9,"Female","10.1371/journal.pone.0148983"
"Megachile maritima",7,1918,"Netherlands",3,"Female","10.1371/journal.pone.0148983"
"Megachile maritima",7,1918,"Netherlands",3.3,"Female","10.1371/journal.pone.0148983"
"Megachile maritima",7,1918,"Netherlands",3.3,"Female","10.1371/journal.pone.0148983"
"Megachile maritima",7,1918,"Netherlands",3.3,"Female","10.1371/journal.pone.0148983"
"Megachile maritima",7,1918,"Netherlands",3.7,"Female","10.1371/journal.pone.0148983"
"Megachile maritima",8,1918,"Netherlands",3.5,"Female","10.1371/journal.pone.0148983"
"Megachile maritima",7,1920,"Netherlands",3.2,"Female","10.1371/journal.pone.0148983"
"Megachile maritima",7,1920,"Netherlands",3.3,"Female","10.1371/journal.pone.0148983"
"Megachile maritima",7,1920,"Netherlands",3.5,"Female","10.1371/journal.pone.0148983"
"Megachile maritima",7,1920,"Netherlands",3.3,"Female","10.1371/journal.pone.0148983"
"Megachile maritima",8,1918,"Netherlands",3.6,"Female","10.1371/journal.pone.0148983"
"Megachile maritima",8,1919,"Netherlands",3.2,"Female","10.1371/journal.pone.0148983"
"Megachile maritima",7,1915,"Netherlands",3.3,"Female","10.1371/journal.pone.0148983"
"Megachile maritima",7,1902,"Netherlands",3,"Female","10.1371/journal.pone.0148983"
"Megachile maritima",7,1902,"Netherlands",3.5,"Female","10.1371/journal.pone.0148983"
"Megachile maritima",7,1915,"Netherlands",3.3,"Female","10.1371/journal.pone.0148983"
"Megachile maritima",6,1922,"Netherlands",3.3,"Female","10.1371/journal.pone.0148983"
"Megachile maritima",4,1938,"Netherlands",3.4,"Female","10.1371/journal.pone.0148983"
"Megachile maritima",4,1938,"Netherlands",3.7,"Female","10.1371/journal.pone.0148983"
"Megachile maritima",7,1923,"Netherlands",3.4,"Female","10.1371/journal.pone.0148983"
"Megachile maritima",8,1936,"Netherlands",3.3,"Female","10.1371/journal.pone.0148983"
"Megachile maritima",6,1938,"Netherlands",3.5,"Female","10.1371/journal.pone.0148983"
"Megachile maritima",8,1923,"Netherlands",3.5,"Female","10.1371/journal.pone.0148983"
"Megachile maritima",6,1938,"Netherlands",3.4,"Female","10.1371/journal.pone.0148983"
"Megachile maritima",8,1922,"Netherlands",3.2,"Female","10.1371/journal.pone.0148983"
"Megachile maritima",7,1938,"Netherlands",3.4,"Female","10.1371/journal.pone.0148983"
"Megachile maritima",7,1938,"Netherlands",3.3,"Female","10.1371/journal.pone.0148983"
"Megachile maritima",7,1923,"Netherlands",3.2,"Female","10.1371/journal.pone.0148983"
"Megachile maritima",6,1934,"Netherlands",3.5,"Female","10.1371/journal.pone.0148983"
"Megachile maritima",7,1938,"Netherlands",3.5,"Female","10.1371/journal.pone.0148983"
"Megachile maritima",8,1936,"Netherlands",3.3,"Female","10.1371/journal.pone.0148983"
"Megachile maritima",7,1923,"Netherlands",3.5,"Female","10.1371/journal.pone.0148983"
"Megachile maritima",7,1934,"Netherlands",3.2,"Female","10.1371/journal.pone.0148983"
"Megachile maritima",7,1938,"Netherlands",3.3,"Female","10.1371/journal.pone.0148983"
"Megachile maritima",8,1936,"Netherlands",3.6,"Female","10.1371/journal.pone.0148983"
"Megachile maritima",8,1936,"Netherlands",3.3,"Female","10.1371/journal.pone.0148983"
"Megachile maritima",8,1956,"Netherlands",3.2,"Female","10.1371/journal.pone.0148983"
"Megachile maritima",8,1945,"Netherlands",3.4,"Female","10.1371/journal.pone.0148983"
"Megachile maritima",7,1941,"Netherlands",3.3,"Female","10.1371/journal.pone.0148983"
"Megachile maritima",8,1945,"Netherlands",3.3,"Female","10.1371/journal.pone.0148983"
"Megachile maritima",7,1948,"Netherlands",3,"Female","10.1371/journal.pone.0148983"
"Megachile maritima",7,1960,"Netherlands",3.2,"Female","10.1371/journal.pone.0148983"
"Megachile maritima",7,1960,"Netherlands",3.2,"Female","10.1371/journal.pone.0148983"
"Megachile maritima",7,1946,"Netherlands",3.1,"Female","10.1371/journal.pone.0148983"
"Megachile maritima",7,1952,"Netherlands",3.2,"Female","10.1371/journal.pone.0148983"
"Megachile maritima",7,1952,"Netherlands",3.5,"Female","10.1371/journal.pone.0148983"
"Megachile maritima",7,1960,"Netherlands",3.5,"Female","10.1371/journal.pone.0148983"
"Megachile maritima",7,1960,"Netherlands",3.1,"Female","10.1371/journal.pone.0148983"
"Megachile maritima",7,1949,"Netherlands",3,"Female","10.1371/journal.pone.0148983"
"Megachile maritima",7,1948,"Netherlands",3.3,"Female","10.1371/journal.pone.0148983"
"Megachile maritima",6,1946,"Netherlands",3.4,"Female","10.1371/journal.pone.0148983"
"Megachile maritima",8,1956,"Netherlands",3.5,"Female","10.1371/journal.pone.0148983"
"Megachile maritima",8,1956,"Netherlands",3.2,"Female","10.1371/journal.pone.0148983"
"Megachile maritima",8,1956,"Netherlands",3.3,"Female","10.1371/journal.pone.0148983"
"Megachile maritima",7,1957,"Netherlands",3.2,"Female","10.1371/journal.pone.0148983"
"Megachile maritima",6,1970,"Netherlands",3.3,"Female","10.1371/journal.pone.0148983"
"Megachile maritima",7,1967,"Netherlands",3.3,"Female","10.1371/journal.pone.0148983"
"Megachile maritima",7,1967,"Netherlands",3.1,"Female","10.1371/journal.pone.0148983"
"Megachile maritima",7,1967,"Netherlands",3.6,"Female","10.1371/journal.pone.0148983"
"Megachile maritima",7,1967,"Netherlands",3.5,"Female","10.1371/journal.pone.0148983"
"Megachile maritima",7,1967,"Netherlands",3.5,"Female","10.1371/journal.pone.0148983"
"Megachile maritima",7,1967,"Netherlands",3.5,"Female","10.1371/journal.pone.0148983"
"Megachile maritima",7,1967,"Netherlands",3.3,"Female","10.1371/journal.pone.0148983"
"Megachile maritima",8,1967,"Netherlands",3.5,"Female","10.1371/journal.pone.0148983"
"Megachile maritima",7,1970,"Netherlands",3.5,"Female","10.1371/journal.pone.0148983"
"Megachile maritima",7,1978,"Netherlands",3.4,"Female","10.1371/journal.pone.0148983"
"Megachile maritima",8,1967,"Netherlands",3,"Female","10.1371/journal.pone.0148983"
"Megachile maritima",8,1967,"Netherlands",3.4,"Female","10.1371/journal.pone.0148983"
"Megachile maritima",7,1964,"Netherlands",3.4,"Female","10.1371/journal.pone.0148983"
"Megachile maritima",7,1964,"Netherlands",3.3,"Female","10.1371/journal.pone.0148983"
"Megachile maritima",7,1964,"Netherlands",3.1,"Female","10.1371/journal.pone.0148983"
"Megachile maritima",7,1964,"Netherlands",3.3,"Female","10.1371/journal.pone.0148983"
"Megachile maritima",8,1966,"Netherlands",3.3,"Female","10.1371/journal.pone.0148983"
"Megachile maritima",7,1971,"Netherlands",3.6,"Female","10.1371/journal.pone.0148983"
"Megachile maritima",7,1964,"Netherlands",3.4,"Female","10.1371/journal.pone.0148983"
"Megachile maritima",7,1984,"Netherlands",3.2,"Female","10.1371/journal.pone.0148983"
"Megachile maritima",8,1996,"Netherlands",3,"Female","10.1371/journal.pone.0148983"
"Megachile maritima",6,1993,"Netherlands",2.9,"Female","10.1371/journal.pone.0148983"
"Megachile maritima",7,1994,"Netherlands",3.1,"Female","10.1371/journal.pone.0148983"
"Megachile maritima",6,1993,"Netherlands",3.3,"Female","10.1371/journal.pone.0148983"
"Megachile maritima",8,1985,"Netherlands",3.2,"Female","10.1371/journal.pone.0148983"
"Megachile maritima",8,1981,"Netherlands",3.3,"Female","10.1371/journal.pone.0148983"
"Megachile maritima",8,1987,"Netherlands",3.5,"Female","10.1371/journal.pone.0148983"
"Megachile maritima",8,1996,"Netherlands",3.1,"Female","10.1371/journal.pone.0148983"
"Megachile maritima",8,1997,"Netherlands",3.5,"Female","10.1371/journal.pone.0148983"
"Megachile maritima",8,1997,"Netherlands",3.5,"Female","10.1371/journal.pone.0148983"
"Megachile maritima",7,1983,"Netherlands",3.7,"Female","10.1371/journal.pone.0148983"
"Megachile maritima",8,1997,"Netherlands",3.5,"Female","10.1371/journal.pone.0148983"
"Megachile maritima",8,1997,"Netherlands",3.6,"Female","10.1371/journal.pone.0148983"
"Megachile maritima",8,1993,"Netherlands",3.5,"Female","10.1371/journal.pone.0148983"
"Megachile maritima",8,1993,"Netherlands",3.5,"Female","10.1371/journal.pone.0148983"
"Megachile maritima",8,1997,"Netherlands",3.6,"Female","10.1371/journal.pone.0148983"
"Megachile maritima",6,1993,"Netherlands",3.2,"Female","10.1371/journal.pone.0148983"
"Megachile maritima",6,1993,"Netherlands",3.5,"Female","10.1371/journal.pone.0148983"
"Megachile maritima",6,1993,"Netherlands",3,"Female","10.1371/journal.pone.0148983"
"Megachile maritima",7,2002,"Netherlands",3.4,"Female","10.1371/journal.pone.0148983"
"Megachile maritima",8,2002,"Netherlands",3.5,"Female","10.1371/journal.pone.0148983"
"Megachile maritima",8,2002,"Netherlands",3.1,"Female","10.1371/journal.pone.0148983"
"Megachile maritima",7,1881,"Netherlands",3.5,"Male","10.1371/journal.pone.0148983"
"Megachile maritima",7,1881,"Netherlands",2.9,"Male","10.1371/journal.pone.0148983"
"Megachile maritima",7,1881,"Netherlands",3.2,"Male","10.1371/journal.pone.0148983"
"Megachile maritima",7,1871,"Netherlands",3.5,"Male","10.1371/journal.pone.0148983"
"Megachile maritima",6,1873,"Netherlands",3.5,"Male","10.1371/journal.pone.0148983"
"Megachile maritima",7,1885,"Netherlands",3.4,"Male","10.1371/journal.pone.0148983"
"Megachile maritima",6,1907,"Netherlands",3.2,"Male","10.1371/journal.pone.0148983"
"Megachile maritima",6,1919,"Netherlands",2.8,"Male","10.1371/journal.pone.0148983"
"Megachile maritima",6,1920,"Netherlands",3.3,"Male","10.1371/journal.pone.0148983"
"Megachile maritima",6,1920,"Netherlands",3.3,"Male","10.1371/journal.pone.0148983"
"Megachile maritima",6,1920,"Netherlands",3.4,"Male","10.1371/journal.pone.0148983"
"Megachile maritima",6,1920,"Netherlands",3.5,"Male","10.1371/journal.pone.0148983"
"Megachile maritima",7,1920,"Netherlands",3,"Male","10.1371/journal.pone.0148983"
"Megachile maritima",7,1903,"Netherlands",3.2,"Male","10.1371/journal.pone.0148983"
"Megachile maritima",8,1919,"Netherlands",3.1,"Male","10.1371/journal.pone.0148983"
"Megachile maritima",6,1917,"Netherlands",3.4,"Male","10.1371/journal.pone.0148983"
"Megachile maritima",6,1917,"Netherlands",3.1,"Male","10.1371/journal.pone.0148983"
"Megachile maritima",7,1901,"Netherlands",3.2,"Male","10.1371/journal.pone.0148983"
"Megachile maritima",7,1916,"Netherlands",3.3,"Male","10.1371/journal.pone.0148983"
"Megachile maritima",7,1901,"Netherlands",3.4,"Male","10.1371/journal.pone.0148983"
"Megachile maritima",7,1901,"Netherlands",3.3,"Male","10.1371/journal.pone.0148983"
"Megachile maritima",7,1901,"Netherlands",3.1,"Male","10.1371/journal.pone.0148983"
"Megachile maritima",6,1917,"Netherlands",3.4,"Male","10.1371/journal.pone.0148983"
"Megachile maritima",7,1901,"Netherlands",3.3,"Male","10.1371/journal.pone.0148983"
"Megachile maritima",7,1901,"Netherlands",3.5,"Male","10.1371/journal.pone.0148983"
"Megachile maritima",7,1901,"Netherlands",3.3,"Male","10.1371/journal.pone.0148983"
"Megachile maritima",7,1936,"Netherlands",3.5,"Male","10.1371/journal.pone.0148983"
"Megachile maritima",7,1923,"Netherlands",3.1,"Male","10.1371/journal.pone.0148983"
"Megachile maritima",7,1923,"Netherlands",3.3,"Male","10.1371/journal.pone.0148983"
"Megachile maritima",6,1938,"Netherlands",3.4,"Male","10.1371/journal.pone.0148983"
"Megachile maritima",6,1938,"Netherlands",3.4,"Male","10.1371/journal.pone.0148983"
"Megachile maritima",6,1938,"Netherlands",3.3,"Male","10.1371/journal.pone.0148983"
"Megachile maritima",7,1922,"Netherlands",3.4,"Male","10.1371/journal.pone.0148983"
"Megachile maritima",5,1922,"Netherlands",3.3,"Male","10.1371/journal.pone.0148983"
"Megachile maritima",7,1923,"Netherlands",3.2,"Male","10.1371/journal.pone.0148983"
"Megachile maritima",7,1923,"Netherlands",3.3,"Male","10.1371/journal.pone.0148983"
"Megachile maritima",5,1922,"Netherlands",3.3,"Male","10.1371/journal.pone.0148983"
"Megachile maritima",7,1938,"Netherlands",3.3,"Male","10.1371/journal.pone.0148983"
"Megachile maritima",7,1938,"Netherlands",3.1,"Male","10.1371/journal.pone.0148983"
"Megachile maritima",7,1936,"Netherlands",3.5,"Male","10.1371/journal.pone.0148983"
"Megachile maritima",7,1938,"Netherlands",3.4,"Male","10.1371/journal.pone.0148983"
"Megachile maritima",7,1938,"Netherlands",3,"Male","10.1371/journal.pone.0148983"
"Megachile maritima",7,1936,"Netherlands",2.9,"Male","10.1371/journal.pone.0148983"
"Megachile maritima",7,1936,"Netherlands",3.4,"Male","10.1371/journal.pone.0148983"
"Megachile maritima",7,1936,"Netherlands",2.9,"Male","10.1371/journal.pone.0148983"
"Megachile maritima",5,1938,"Netherlands",3.3,"Male","10.1371/journal.pone.0148983"
"Megachile maritima",7,1946,"Netherlands",3.2,"Male","10.1371/journal.pone.0148983"
"Megachile maritima",7,1960,"Netherlands",3.5,"Male","10.1371/journal.pone.0148983"
"Megachile maritima",7,1960,"Netherlands",3.5,"Male","10.1371/journal.pone.0148983"
"Megachile maritima",6,1946,"Netherlands",3.5,"Male","10.1371/journal.pone.0148983"
"Megachile maritima",6,1946,"Netherlands",3,"Male","10.1371/journal.pone.0148983"
"Megachile maritima",6,1946,"Netherlands",3.3,"Male","10.1371/journal.pone.0148983"
"Megachile maritima",7,1951,"Netherlands",3.3,"Male","10.1371/journal.pone.0148983"
"Megachile maritima",6,1946,"Netherlands",3.2,"Male","10.1371/journal.pone.0148983"
"Megachile maritima",7,1951,"Netherlands",3.4,"Male","10.1371/journal.pone.0148983"
"Megachile maritima",6,1946,"Netherlands",3.1,"Male","10.1371/journal.pone.0148983"
"Megachile maritima",7,1952,"Netherlands",3.4,"Male","10.1371/journal.pone.0148983"
"Megachile maritima",7,1941,"Netherlands",3.4,"Male","10.1371/journal.pone.0148983"
"Megachile maritima",7,1960,"Netherlands",3.3,"Male","10.1371/journal.pone.0148983"
"Megachile maritima",7,1960,"Netherlands",3.8,"Male","10.1371/journal.pone.0148983"
"Megachile maritima",6,1959,"Netherlands",3.3,"Male","10.1371/journal.pone.0148983"
"Megachile maritima",7,1960,"Netherlands",3.5,"Male","10.1371/journal.pone.0148983"
"Megachile maritima",7,1947,"Netherlands",3.3,"Male","10.1371/journal.pone.0148983"
"Megachile maritima",7,1960,"Netherlands",3.4,"Male","10.1371/journal.pone.0148983"
"Megachile maritima",7,1960,"Netherlands",3.3,"Male","10.1371/journal.pone.0148983"
"Megachile maritima",7,1960,"Netherlands",3.4,"Male","10.1371/journal.pone.0148983"
"Megachile maritima",8,1967,"Netherlands",3.4,"Male","10.1371/journal.pone.0148983"
"Megachile maritima",8,1967,"Netherlands",3.2,"Male","10.1371/journal.pone.0148983"
"Megachile maritima",7,1967,"Netherlands",3.4,"Male","10.1371/journal.pone.0148983"
"Megachile maritima",6,1978,"Netherlands",3.3,"Male","10.1371/journal.pone.0148983"
"Megachile maritima",6,1978,"Netherlands",3.2,"Male","10.1371/journal.pone.0148983"
"Megachile maritima",7,1964,"Netherlands",3.1,"Male","10.1371/journal.pone.0148983"
"Megachile maritima",7,1969,"Netherlands",3.4,"Male","10.1371/journal.pone.0148983"
"Megachile maritima",8,1967,"Netherlands",3.2,"Male","10.1371/journal.pone.0148983"
"Megachile maritima",8,1967,"Netherlands",3.5,"Male","10.1371/journal.pone.0148983"
"Megachile maritima",7,1967,"Netherlands",3.5,"Male","10.1371/journal.pone.0148983"
"Megachile maritima",7,1967,"Netherlands",3.2,"Male","10.1371/journal.pone.0148983"
"Megachile maritima",7,1967,"Netherlands",3.5,"Male","10.1371/journal.pone.0148983"
"Megachile maritima",8,1979,"Netherlands",3.4,"Male","10.1371/journal.pone.0148983"
"Megachile maritima",7,1967,"Netherlands",3.3,"Male","10.1371/journal.pone.0148983"
"Megachile maritima",7,1967,"Netherlands",3.7,"Male","10.1371/journal.pone.0148983"
"Megachile maritima",8,1962,"Netherlands",3.5,"Male","10.1371/journal.pone.0148983"
"Megachile maritima",8,1967,"Netherlands",3.5,"Male","10.1371/journal.pone.0148983"
"Megachile maritima",8,1962,"Netherlands",3.3,"Male","10.1371/journal.pone.0148983"
"Megachile maritima",8,1962,"Netherlands",3.2,"Male","10.1371/journal.pone.0148983"
"Megachile maritima",7,1965,"Netherlands",3.3,"Male","10.1371/journal.pone.0148983"
"Megachile maritima",6,1993,"Netherlands",3.2,"Male","10.1371/journal.pone.0148983"
"Megachile maritima",6,1993,"Netherlands",3.3,"Male","10.1371/journal.pone.0148983"
"Megachile maritima",6,1990,"Netherlands",3.4,"Male","10.1371/journal.pone.0148983"
"Megachile maritima",6,1990,"Netherlands",3.4,"Male","10.1371/journal.pone.0148983"
"Megachile maritima",7,1983,"Netherlands",3.5,"Male","10.1371/journal.pone.0148983"
"Megachile maritima",7,1996,"Netherlands",3,"Male","10.1371/journal.pone.0148983"
"Megachile maritima",7,1994,"Netherlands",3.2,"Male","10.1371/journal.pone.0148983"
"Megachile maritima",6,1993,"Netherlands",3.2,"Male","10.1371/journal.pone.0148983"
"Megachile maritima",8,1984,"Netherlands",3,"Male","10.1371/journal.pone.0148983"
"Megachile maritima",8,1984,"Netherlands",3.3,"Male","10.1371/journal.pone.0148983"
"Megachile maritima",8,1984,"Netherlands",3.4,"Male","10.1371/journal.pone.0148983"
"Megachile maritima",8,1997,"Netherlands",2.9,"Male","10.1371/journal.pone.0148983"
"Megachile maritima",7,1983,"Netherlands",3.4,"Male","10.1371/journal.pone.0148983"
"Megachile maritima",7,1983,"Netherlands",3.3,"Male","10.1371/journal.pone.0148983"
"Megachile maritima",7,1983,"Netherlands",3.4,"Male","10.1371/journal.pone.0148983"
"Megachile maritima",6,1982,"Netherlands",3.1,"Male","10.1371/journal.pone.0148983"
"Megachile maritima",6,1982,"Netherlands",3.2,"Male","10.1371/journal.pone.0148983"
"Megachile maritima",6,1982,"Netherlands",2.7,"Male","10.1371/journal.pone.0148983"
"Megachile maritima",6,1982,"Netherlands",3.3,"Male","10.1371/journal.pone.0148983"
"Megachile maritima",7,2001,"Netherlands",2.9,"Male","10.1371/journal.pone.0148983"
"Megachile maritima",7,2001,"Netherlands",3,"Male","10.1371/journal.pone.0148983"
"Megachile maritima",6,2006,"Netherlands",3.4,"Male","10.1371/journal.pone.0148983"
"Osmia rufa",4,1869,"Netherlands",2.9,"Female","10.1371/journal.pone.0148983"
"Osmia rufa",6,1876,"Netherlands",2.6,"Female","10.1371/journal.pone.0148983"
"Osmia rufa",4,1869,"Netherlands",2.6,"Female","10.1371/journal.pone.0148983"
"Osmia rufa",6,1876,"Netherlands",2.8,"Female","10.1371/journal.pone.0148983"
"Osmia rufa",6,1876,"Netherlands",2.7,"Female","10.1371/journal.pone.0148983"
"Osmia rufa",6,1876,"Netherlands",2.8,"Female","10.1371/journal.pone.0148983"
"Osmia rufa",4,1869,"Netherlands",2.5,"Female","10.1371/journal.pone.0148983"
"Osmia rufa",5,1899,"Netherlands",2.6,"Female","10.1371/journal.pone.0148983"
"Osmia rufa",4,1874,"Netherlands",2.9,"Female","10.1371/journal.pone.0148983"
"Osmia rufa",5,1899,"Netherlands",2.9,"Female","10.1371/journal.pone.0148983"
"Osmia rufa",6,1876,"Netherlands",2.8,"Female","10.1371/journal.pone.0148983"
"Osmia rufa",6,1876,"Netherlands",3,"Female","10.1371/journal.pone.0148983"
"Osmia rufa",6,1876,"Netherlands",3,"Female","10.1371/journal.pone.0148983"
"Osmia rufa",4,1892,"Netherlands",3.4,"Female","10.1371/journal.pone.0148983"
"Osmia rufa",4,1879,"Netherlands",3,"Female","10.1371/journal.pone.0148983"
"Osmia rufa",4,1892,"Netherlands",2.8,"Female","10.1371/journal.pone.0148983"
"Osmia rufa",7,1894,"Netherlands",2.8,"Female","10.1371/journal.pone.0148983"
"Osmia rufa",9,1882,"Netherlands",2.8,"Female","10.1371/journal.pone.0148983"
"Osmia rufa",5,1919,"Netherlands",3,"Female","10.1371/journal.pone.0148983"
"Osmia rufa",5,1919,"Netherlands",2.5,"Female","10.1371/journal.pone.0148983"
"Osmia rufa",5,1919,"Netherlands",2.6,"Female","10.1371/journal.pone.0148983"
"Osmia rufa",5,1919,"Netherlands",2.5,"Female","10.1371/journal.pone.0148983"
"Osmia rufa",3,1907,"Netherlands",2.9,"Female","10.1371/journal.pone.0148983"
"Osmia rufa",5,1920,"Netherlands",3.1,"Female","10.1371/journal.pone.0148983"
"Osmia rufa",5,1920,"Netherlands",2.8,"Female","10.1371/journal.pone.0148983"
"Osmia rufa",5,1920,"Netherlands",2.7,"Female","10.1371/journal.pone.0148983"
"Osmia rufa",5,1920,"Netherlands",2.6,"Female","10.1371/journal.pone.0148983"
"Osmia rufa",5,1920,"Netherlands",2.8,"Female","10.1371/journal.pone.0148983"
"Osmia rufa",5,1919,"Netherlands",2.9,"Female","10.1371/journal.pone.0148983"
"Osmia rufa",5,1902,"Netherlands",2.9,"Female","10.1371/journal.pone.0148983"
"Osmia rufa",5,1902,"Netherlands",2.2,"Female","10.1371/journal.pone.0148983"
"Osmia rufa",5,1902,"Netherlands",2.8,"Female","10.1371/journal.pone.0148983"
"Osmia rufa",5,1902,"Netherlands",2.7,"Female","10.1371/journal.pone.0148983"
"Osmia rufa",5,1902,"Netherlands",2.5,"Female","10.1371/journal.pone.0148983"
"Osmia rufa",5,1902,"Netherlands",2.6,"Female","10.1371/journal.pone.0148983"
"Osmia rufa",5,1918,"Netherlands",2.5,"Female","10.1371/journal.pone.0148983"
"Osmia rufa",5,1918,"Netherlands",2.7,"Female","10.1371/journal.pone.0148983"
"Osmia rufa",5,1918,"Netherlands",2.6,"Female","10.1371/journal.pone.0148983"
"Osmia rufa",4,1940,"Netherlands",3,"Female","10.1371/journal.pone.0148983"
"Osmia rufa",4,1940,"Netherlands",3.1,"Female","10.1371/journal.pone.0148983"
"Osmia rufa",5,1923,"Netherlands",2.7,"Female","10.1371/journal.pone.0148983"
"Osmia rufa",5,1923,"Netherlands",2.3,"Female","10.1371/journal.pone.0148983"
"Osmia rufa",6,1922,"Netherlands",2.6,"Female","10.1371/journal.pone.0148983"
"Osmia rufa",6,1922,"Netherlands",2.1,"Female","10.1371/journal.pone.0148983"
"Osmia rufa",5,1922,"Netherlands",2.7,"Female","10.1371/journal.pone.0148983"
"Osmia rufa",5,1922,"Netherlands",2.9,"Female","10.1371/journal.pone.0148983"
"Osmia rufa",5,1922,"Netherlands",2.9,"Female","10.1371/journal.pone.0148983"
"Osmia rufa",6,1935,"Netherlands",2.4,"Female","10.1371/journal.pone.0148983"
"Osmia rufa",6,1921,"Netherlands",2.7,"Female","10.1371/journal.pone.0148983"
"Osmia rufa",6,1935,"Netherlands",3.1,"Female","10.1371/journal.pone.0148983"
"Osmia rufa",6,1940,"Netherlands",2.8,"Female","10.1371/journal.pone.0148983"
"Osmia rufa",4,1921,"Netherlands",2.8,"Female","10.1371/journal.pone.0148983"
"Osmia rufa",6,1935,"Netherlands",2.4,"Female","10.1371/journal.pone.0148983"
"Osmia rufa",6,1931,"Netherlands",2.8,"Female","10.1371/journal.pone.0148983"
"Osmia rufa",5,1929,"Netherlands",3,"Female","10.1371/journal.pone.0148983"
"Osmia rufa",5,1929,"Netherlands",3,"Female","10.1371/journal.pone.0148983"
"Osmia rufa",5,1929,"Netherlands",2.9,"Female","10.1371/journal.pone.0148983"
"Osmia rufa",5,1929,"Netherlands",2.9,"Female","10.1371/journal.pone.0148983"
"Osmia rufa",6,1955,"Netherlands",3,"Female","10.1371/journal.pone.0148983"
"Osmia rufa",4,1946,"Netherlands",2.7,"Female","10.1371/journal.pone.0148983"
"Osmia rufa",4,1945,"Netherlands",2.6,"Female","10.1371/journal.pone.0148983"
"Osmia rufa",6,1942,"Netherlands",2.6,"Female","10.1371/journal.pone.0148983"
"Osmia rufa",5,1944,"Netherlands",2.8,"Female","10.1371/journal.pone.0148983"
"Osmia rufa",5,1943,"Netherlands",2.6,"Female","10.1371/journal.pone.0148983"
"Osmia rufa",5,1943,"Netherlands",2.9,"Female","10.1371/journal.pone.0148983"
"Osmia rufa",5,1952,"Netherlands",2.9,"Female","10.1371/journal.pone.0148983"
"Osmia rufa",5,1952,"Netherlands",2.3,"Female","10.1371/journal.pone.0148983"
"Osmia rufa",6,1957,"Netherlands",3,"Female","10.1371/journal.pone.0148983"
"Osmia rufa",5,1950,"Netherlands",2.1,"Female","10.1371/journal.pone.0148983"
"Osmia rufa",6,1956,"Netherlands",2,"Female","10.1371/journal.pone.0148983"
"Osmia rufa",6,1953,"Netherlands",2.9,"Female","10.1371/journal.pone.0148983"
"Osmia rufa",4,1957,"Netherlands",2.7,"Female","10.1371/journal.pone.0148983"
"Osmia rufa",5,1952,"Netherlands",2.3,"Female","10.1371/journal.pone.0148983"
"Osmia rufa",5,1959,"Netherlands",2.9,"Female","10.1371/journal.pone.0148983"
"Osmia rufa",5,1952,"Netherlands",2.7,"Female","10.1371/journal.pone.0148983"
"Osmia rufa",5,1956,"Netherlands",3.3,"Female","10.1371/journal.pone.0148983"
"Osmia rufa",5,1956,"Netherlands",2.4,"Female","10.1371/journal.pone.0148983"
"Osmia rufa",5,1952,"Netherlands",2.8,"Female","10.1371/journal.pone.0148983"
"Osmia rufa",5,1973,"Netherlands",2.7,"Female","10.1371/journal.pone.0148983"
"Osmia rufa",7,1977,"Netherlands",2.5,"Female","10.1371/journal.pone.0148983"
"Osmia rufa",5,1980,"Netherlands",2.7,"Female","10.1371/journal.pone.0148983"
"Osmia rufa",5,1980,"Netherlands",2.8,"Female","10.1371/journal.pone.0148983"
"Osmia rufa",5,1966,"Netherlands",2.9,"Female","10.1371/journal.pone.0148983"
"Osmia rufa",5,1971,"Netherlands",2.9,"Female","10.1371/journal.pone.0148983"
"Osmia rufa",4,1969,"Netherlands",2.9,"Female","10.1371/journal.pone.0148983"
"Osmia rufa",6,1968,"Netherlands",2.6,"Female","10.1371/journal.pone.0148983"
"Osmia rufa",5,1975,"Netherlands",3,"Female","10.1371/journal.pone.0148983"
