species,order,superfamily,family,subfamily,tribe,genus,subgenus
Andrena antonitonis,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena anzu,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena apacheorum,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena apasta,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena apicata,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena apiformis,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena aquila,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena arabica,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena arabis,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena arctostaphylae,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena ardis,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena arenata,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena arenicola,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena argemonis,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena argentata,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena argentiscopa,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena argyreofasciata,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena arima,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena armeniaca,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena arsinoe,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena aruana,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena asiatica,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena aspericollis,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena asperrima,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena asperula,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena assimilis,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena asteris,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena asteroides,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena astica,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena astragali,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena astrella,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena athenensis,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena atlantica,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena atrata,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena atrohirta,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena atrotegularis,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena atypica,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena auricoma,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena auriculata,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena aurihirta,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena auripes,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena austroinsularis,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena autumnalis,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena avara,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena avulsa,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena azerbaidshanica,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena babai,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena baeriae,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena bairacumensis,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena balsamorhizae,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena balucha,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena banffensis,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena banksi,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena barbara,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena barbareae,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena barberi,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena barbilabris,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena basifusca,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena basimacula,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena bassana,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena batangensis,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena bayona,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena beameri,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena beijingensis,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena bellidis,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena bellidoides,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena bendensis,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena benefica,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena bengasinensis,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena bentoni,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena berberidis,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena berkeleyi,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena bernardina,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena bernicla,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena biareola,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena biarmica,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena bicarinata,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena bicolor,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena bicolorata,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena biemarginata,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena bifida,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena biguttata,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena bilavia,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena bilimeki,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena bimaculata,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena binominata,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena birtwelli,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena bisalicis,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena biscutellata,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena biskrensis,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena bisulcata,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena blaisdelli,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena blanda,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena blennospermatis,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena bocensis,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena bonasia,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena bonivuri,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena boronensis,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena boyerella,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena braccata,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena bradleyi,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena brasiliensis,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena braunsiana,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena brevicornis,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena brevihirtiscopa,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena brevipalpis,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena breviscopa,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena brooksi,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena brumanensis,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena bruneri,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena buccata,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena bucculenta,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena bucephala,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena buckelli,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena bulgariensis,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena bullata,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena burkelli,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena butea,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena byrsicola,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena bytinskii,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena caerulea,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena caeruleonitens,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena caesia,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena calandra,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena californiensis,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena caliginosa,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena callopyrrha,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena callosa,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena calvata,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena camellia,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena camissoniae,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena canadensis,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena candida,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena candidiformis,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena caneae,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena caneibia,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena canohirta,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena cantiaca,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena canuta,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena capillosa,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena cappillosella,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena capricornis,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena caprimulga,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena cara,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena carantonica,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena carinata,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena carinifrons,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena carinigena,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena carlini,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena caroli,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena carolina,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena carolinensis,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena casadae,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena caspica,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena castanea,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena caudata,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena ceanothi,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena ceanothifloris,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena cephalota,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena cerasifolii,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena cercocarpi,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena cerebrata,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena cervina,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena chaetogastra,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena chalcogastra,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena chalybaea,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena chalybioides,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena chaparralensis,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena chapmanae,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena chekiangensis,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena chelma,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena chengtehensis,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena cheni,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena chersona,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena cheyennorum,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena chionospila,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena chippewaensis,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena chirisana,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena chlorogaster,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena chlorosoma,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena chlorura,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena christineae,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena chromotricha,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena chrysochersonesus,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena chrysopus,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena chrysopyga,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena chrysosceles,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena chylismiae,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena ciconia,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena cineraria,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena cinerea,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena cinereophila,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena cinnamonea,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena citrinihirta,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena clarkella,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena cleodora,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena clusia,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena clypella,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena coactipostica,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena cochlearicalcar,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena coconina,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena coitana,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena collata,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena colletiformis,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena colletina,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena colonialis,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena columbiana,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena combaella,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena combinata,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena combusta,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena commoda,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena communis,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena compositarum,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena compta,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena comptaeformis,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena comta,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena concinna,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena concinnula,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena confederata,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena congrua,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena congruens,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena coracina,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena corax,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena cordialis,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena cornelli,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena coromanda,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena coruscata,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena costillensis,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena cragini,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena crassana,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena crassepunctata,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena crataegi,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena crawfordi,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena creberrima,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena crecca,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena cressonii,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
Andrena crinita,Hymenoptera,Apoidea,Andrenidae,Andreninae,,Andrena,
