species,order,superfamily,family,subfamily,tribe,genus,subgenus
Euaspis carbonaria,Hymenoptera,Apoidea,Megachilidae,Megachilinae,Anthidiini,Euaspis,
Euaspis diversicarinata,Hymenoptera,Apoidea,Megachilidae,Megachilinae,Anthidiini,Euaspis,
Euaspis edentata,Hymenoptera,Apoidea,Megachilidae,Megachilinae,Anthidiini,Euaspis,
Euaspis erythros,Hymenoptera,Apoidea,Megachilidae,Megachilinae,Anthidiini,Euaspis,
Euaspis lorenzae,Hymenoptera,Apoidea,Megachilidae,Megachilinae,Anthidiini,Euaspis,
Euaspis polynesia,Hymenoptera,Apoidea,Megachilidae,Megachilinae,Anthidiini,Euaspis,
Euaspis strandi,Hymenoptera,Apoidea,Megachilidae,Megachilinae,Anthidiini,Euaspis,
Euaspis trilobata,Hymenoptera,Apoidea,Megachilidae,Megachilinae,Anthidiini,Euaspis,
Euaspis wegneri,Hymenoptera,Apoidea,Megachilidae,Megachilinae,Anthidiini,Euaspis,
Gnathanthidium prionognathum,Hymenoptera,Apoidea,Megachilidae,Megachilinae,Anthidiini,Gnathanthidium,
Hoplostelis bilineolata,Hymenoptera,Apoidea,Megachilidae,Megachilinae,Anthidiini,Hoplostelis,
Hoplostelis bivittata,Hymenoptera,Apoidea,Megachilidae,Megachilinae,Anthidiini,Hoplostelis,
Hoplostelis cornuta,Hymenoptera,Apoidea,Megachilidae,Megachilinae,Anthidiini,Hoplostelis,
Hoplostelis gabrieli,Hymenoptera,Apoidea,Megachilidae,Megachilinae,Anthidiini,Hoplostelis,
Hoplostelis multiplicata,Hymenoptera,Apoidea,Megachilidae,Megachilinae,Anthidiini,Hoplostelis,
Hypanthidioides aliceae,Hymenoptera,Apoidea,Megachilidae,Megachilinae,Anthidiini,Hypanthidioides,
Hypanthidioides arenaria,Hymenoptera,Apoidea,Megachilidae,Megachilinae,Anthidiini,Hypanthidioides,
Hypanthidioides argentina,Hymenoptera,Apoidea,Megachilidae,Megachilinae,Anthidiini,Hypanthidioides,
Hypanthidioides aureocincta,Hymenoptera,Apoidea,Megachilidae,Megachilinae,Anthidiini,Hypanthidioides,
Hypanthidioides bahiana,Hymenoptera,Apoidea,Megachilidae,Megachilinae,Anthidiini,Hypanthidioides,
Hypanthidioides bifasciata,Hymenoptera,Apoidea,Megachilidae,Megachilinae,Anthidiini,Hypanthidioides,
Hypanthidioides bilobata,Hymenoptera,Apoidea,Megachilidae,Megachilinae,Anthidiini,Hypanthidioides,
Hypanthidioides capixaba,Hymenoptera,Apoidea,Megachilidae,Megachilinae,Anthidiini,Hypanthidioides,
Hypanthidioides castanea,Hymenoptera,Apoidea,Megachilidae,Megachilinae,Anthidiini,Hypanthidioides,
Hypanthidioides catarinensis,Hymenoptera,Apoidea,Megachilidae,Megachilinae,Anthidiini,Hypanthidioides,
Hypanthidioides cavichiolii,Hymenoptera,Apoidea,Megachilidae,Megachilinae,Anthidiini,Hypanthidioides,
Hypanthidioides chapadicola,Hymenoptera,Apoidea,Megachilidae,Megachilinae,Anthidiini,Hypanthidioides,
Hypanthidioides christinae,Hymenoptera,Apoidea,Megachilidae,Megachilinae,Anthidiini,Hypanthidioides,
Hypanthidioides clausi,Hymenoptera,Apoidea,Megachilidae,Megachilinae,Anthidiini,Hypanthidioides,
Hypanthidioides colombiae,Hymenoptera,Apoidea,Megachilidae,Megachilinae,Anthidiini,Hypanthidioides,
Hypanthidioides currani,Hymenoptera,Apoidea,Megachilidae,Megachilinae,Anthidiini,Hypanthidioides,
Hypanthidioides diversa,Hymenoptera,Apoidea,Megachilidae,Megachilinae,Anthidiini,Hypanthidioides,
Hypanthidioides emarginata,Hymenoptera,Apoidea,Megachilidae,Megachilinae,Anthidiini,Hypanthidioides,
Hypanthidioides exilis,Hymenoptera,Apoidea,Megachilidae,Megachilinae,Anthidiini,Hypanthidioides,
Hypanthidioides fasciata,Hymenoptera,Apoidea,Megachilidae,Megachilinae,Anthidiini,Hypanthidioides,
Hypanthidioides ferrugineum,Hymenoptera,Apoidea,Megachilidae,Megachilinae,Anthidiini,Hypanthidioides,
Hypanthidioides flavofasciata,Hymenoptera,Apoidea,Megachilidae,Megachilinae,Anthidiini,Hypanthidioides,
Hypanthidioides flavopicta,Hymenoptera,Apoidea,Megachilidae,Megachilinae,Anthidiini,Hypanthidioides,
Hypanthidioides furcata,Hymenoptera,Apoidea,Megachilidae,Megachilinae,Anthidiini,Hypanthidioides,
Hypanthidioides gracilis,Hymenoptera,Apoidea,Megachilidae,Megachilinae,Anthidiini,Hypanthidioides,
Hypanthidioides gregaria,Hymenoptera,Apoidea,Megachilidae,Megachilinae,Anthidiini,Hypanthidioides,
Hypanthidioides insularis,Hymenoptera,Apoidea,Megachilidae,Megachilinae,Anthidiini,Hypanthidioides,
Hypanthidioides insularis,Hymenoptera,Apoidea,Megachilidae,Megachilinae,Anthidiini,Hypanthidioides,
Hypanthidioides lamasi,Hymenoptera,Apoidea,Megachilidae,Megachilinae,Anthidiini,Hypanthidioides,
Hypanthidioides limbata,Hymenoptera,Apoidea,Megachilidae,Megachilinae,Anthidiini,Hypanthidioides,
Hypanthidioides luciae,Hymenoptera,Apoidea,Megachilidae,Megachilinae,Anthidiini,Hypanthidioides,
Hypanthidioides maculosa,Hymenoptera,Apoidea,Megachilidae,Megachilinae,Anthidiini,Hypanthidioides,
Hypanthidioides marginata,Hymenoptera,Apoidea,Megachilidae,Megachilinae,Anthidiini,Hypanthidioides,
Hypanthidioides mourei,Hymenoptera,Apoidea,Megachilidae,Megachilinae,Anthidiini,Hypanthidioides,
Hypanthidioides musciformis,Hymenoptera,Apoidea,Megachilidae,Megachilinae,Anthidiini,Hypanthidioides,
Hypanthidioides nigripes,Hymenoptera,Apoidea,Megachilidae,Megachilinae,Anthidiini,Hypanthidioides,
Hypanthidioides nigripes,Hymenoptera,Apoidea,Megachilidae,Megachilinae,Anthidiini,Hypanthidioides,
Hypanthidioides nigritula,Hymenoptera,Apoidea,Megachilidae,Megachilinae,Anthidiini,Hypanthidioides,
Hypanthidioides ornata,Hymenoptera,Apoidea,Megachilidae,Megachilinae,Anthidiini,Hypanthidioides,
Hypanthidioides ornata,Hymenoptera,Apoidea,Megachilidae,Megachilinae,Anthidiini,Hypanthidioides,
Hypanthidioides panamensis,Hymenoptera,Apoidea,Megachilidae,Megachilinae,Anthidiini,Hypanthidioides,
Hypanthidioides paranaensis,Hymenoptera,Apoidea,Megachilidae,Megachilinae,Anthidiini,Hypanthidioides,
Hypanthidioides polita,Hymenoptera,Apoidea,Megachilidae,Megachilinae,Anthidiini,Hypanthidioides,
Hypanthidioides pontagrossensis,Hymenoptera,Apoidea,Megachilidae,Megachilinae,Anthidiini,Hypanthidioides,
Hypanthidioides rubripes,Hymenoptera,Apoidea,Megachilidae,Megachilinae,Anthidiini,Hypanthidioides,
Hypanthidioides sakagamii,Hymenoptera,Apoidea,Megachilidae,Megachilinae,Anthidiini,Hypanthidioides,
Hypanthidioides seabrai,Hymenoptera,Apoidea,Megachilidae,Megachilinae,Anthidiini,Hypanthidioides,
Hypanthidioides soniae,Hymenoptera,Apoidea,Megachilidae,Megachilinae,Anthidiini,Hypanthidioides,
Hypanthidioides spinosa,Hymenoptera,Apoidea,Megachilidae,Megachilinae,Anthidiini,Hypanthidioides,
Hypanthidioides subarenaria,Hymenoptera,Apoidea,Megachilidae,Megachilinae,Anthidiini,Hypanthidioides,
Hypanthidioides zanolae,Hymenoptera,Apoidea,Megachilidae,Megachilinae,Anthidiini,Hypanthidioides,
Hypanthidium beniense,Hymenoptera,Apoidea,Megachilidae,Megachilinae,Anthidiini,Hypanthidium,
Hypanthidium buchwaldi,Hymenoptera,Apoidea,Megachilidae,Megachilinae,Anthidiini,Hypanthidium,
Hypanthidium cacerense,Hymenoptera,Apoidea,Megachilidae,Megachilinae,Anthidiini,Hypanthidium,
Hypanthidium costaricense,Hymenoptera,Apoidea,Megachilidae,Megachilinae,Anthidiini,Hypanthidium,
Hypanthidium divaricatum,Hymenoptera,Apoidea,Megachilidae,Megachilinae,Anthidiini,Hypanthidium,
Hypanthidium dressleri,Hymenoptera,Apoidea,Megachilidae,Megachilinae,Anthidiini,Hypanthidium,
Hypanthidium duckei,Hymenoptera,Apoidea,Megachilidae,Megachilinae,Anthidiini,Hypanthidium,
Hypanthidium ecuadorium,Hymenoptera,Apoidea,Megachilidae,Megachilinae,Anthidiini,Hypanthidium,
Hypanthidium fabricianum,Hymenoptera,Apoidea,Megachilidae,Megachilinae,Anthidiini,Hypanthidium,
Hypanthidium foveolatum,Hymenoptera,Apoidea,Megachilidae,Megachilinae,Anthidiini,Hypanthidium,
Hypanthidium magdalenae,Hymenoptera,Apoidea,Megachilidae,Megachilinae,Anthidiini,Hypanthidium,
Hypanthidium maranhense,Hymenoptera,Apoidea,Megachilidae,Megachilinae,Anthidiini,Hypanthidium,
Hypanthidium melanopterum,Hymenoptera,Apoidea,Megachilidae,Megachilinae,Anthidiini,Hypanthidium,
Hypanthidium mexicanum,Hymenoptera,Apoidea,Megachilidae,Megachilinae,Anthidiini,Hypanthidium,
Hypanthidium nigritulum,Hymenoptera,Apoidea,Megachilidae,Megachilinae,Anthidiini,Hypanthidium,
Hypanthidium obscurius,Hymenoptera,Apoidea,Megachilidae,Megachilinae,Anthidiini,Hypanthidium,
Hypanthidium taboganum,Hymenoptera,Apoidea,Megachilidae,Megachilinae,Anthidiini,Hypanthidium,
Hypanthidium tuberigaster,Hymenoptera,Apoidea,Megachilidae,Megachilinae,Anthidiini,Hypanthidium,
Hypanthidium yucatanicum,Hymenoptera,Apoidea,Megachilidae,Megachilinae,Anthidiini,Hypanthidium,
Icteranthidium abbasi,Hymenoptera,Apoidea,Megachilidae,Megachilinae,Anthidiini,Icteranthidium,
Icteranthidium aequabile,Hymenoptera,Apoidea,Megachilidae,Megachilinae,Anthidiini,Icteranthidium,
Icteranthidium afrum,Hymenoptera,Apoidea,Megachilidae,Megachilinae,Anthidiini,Icteranthidium,
Icteranthidium angulosum,Hymenoptera,Apoidea,Megachilidae,Megachilinae,Anthidiini,Icteranthidium,
Icteranthidium aurantiacum,Hymenoptera,Apoidea,Megachilidae,Megachilinae,Anthidiini,Icteranthidium,
Icteranthidium capitum,Hymenoptera,Apoidea,Megachilidae,Megachilinae,Anthidiini,Icteranthidium,
Icteranthidium cimbiciforme,Hymenoptera,Apoidea,Megachilidae,Megachilinae,Anthidiini,Icteranthidium,
Icteranthidium croceum,Hymenoptera,Apoidea,Megachilidae,Megachilinae,Anthidiini,Icteranthidium,
Icteranthidium decoloratum,Hymenoptera,Apoidea,Megachilidae,Megachilinae,Anthidiini,Icteranthidium,
Icteranthidium fedtschenkoi,Hymenoptera,Apoidea,Megachilidae,Megachilinae,Anthidiini,Icteranthidium,
Icteranthidium ferrugineum,Hymenoptera,Apoidea,Megachilidae,Megachilinae,Anthidiini,Icteranthidium,
Icteranthidium grohmanni,Hymenoptera,Apoidea,Megachilidae,Megachilinae,Anthidiini,Icteranthidium,
Icteranthidium hauseri,Hymenoptera,Apoidea,Megachilidae,Megachilinae,Anthidiini,Icteranthidium,
Icteranthidium laterale,Hymenoptera,Apoidea,Megachilidae,Megachilinae,Anthidiini,Icteranthidium,
Icteranthidium limbiferum,Hymenoptera,Apoidea,Megachilidae,Megachilinae,Anthidiini,Icteranthidium,
Icteranthidium nitens,Hymenoptera,Apoidea,Megachilidae,Megachilinae,Anthidiini,Icteranthidium,
Icteranthidium obsoletum,Hymenoptera,Apoidea,Megachilidae,Megachilinae,Anthidiini,Icteranthidium,
Icteranthidium ovasi,Hymenoptera,Apoidea,Megachilidae,Megachilinae,Anthidiini,Icteranthidium,
Icteranthidium reinigi,Hymenoptera,Apoidea,Megachilidae,Megachilinae,Anthidiini,Icteranthidium,
Icteranthidium ruficorne,Hymenoptera,Apoidea,Megachilidae,Megachilinae,Anthidiini,Icteranthidium,
Icteranthidium sinapinum,Hymenoptera,Apoidea,Megachilidae,Megachilinae,Anthidiini,Icteranthidium,
Icteranthidium subangulosum,Hymenoptera,Apoidea,Megachilidae,Megachilinae,Anthidiini,Icteranthidium,
Icteranthidium tshangiricum,Hymenoptera,Apoidea,Megachilidae,Megachilinae,Anthidiini,Icteranthidium,
Icteranthidium urfanum,Hymenoptera,Apoidea,Megachilidae,Megachilinae,Anthidiini,Icteranthidium,
Indanthidium crenulaticauda,Hymenoptera,Apoidea,Megachilidae,Megachilinae,Anthidiini,Indanthidium,
Ketianthidium zanolae,Hymenoptera,Apoidea,Megachilidae,Megachilinae,Anthidiini,Ketianthidium,
Larinostelis scapulata,Hymenoptera,Apoidea,Megachilidae,Megachilinae,Anthidiini,Larinostelis,
Neanthidium octodentatum,Hymenoptera,Apoidea,Megachilidae,Megachilinae,Anthidiini,Neanthidium,
Notanthidium adornatum,Hymenoptera,Apoidea,Megachilidae,Megachilinae,Anthidiini,Notanthidium,
Notanthidium andicola,Hymenoptera,Apoidea,Megachilidae,Megachilinae,Anthidiini,Notanthidium,
Notanthidium bidentatum,Hymenoptera,Apoidea,Megachilidae,Megachilinae,Anthidiini,Notanthidium,
Notanthidium bizonatum,Hymenoptera,Apoidea,Megachilidae,Megachilinae,Anthidiini,Notanthidium,
Notanthidium caroliameghinoi,Hymenoptera,Apoidea,Megachilidae,Megachilinae,Anthidiini,Notanthidium,
Notanthidium nigritum,Hymenoptera,Apoidea,Megachilidae,Megachilinae,Anthidiini,Notanthidium,
Notanthidium rudolphi,Hymenoptera,Apoidea,Megachilidae,Megachilinae,Anthidiini,Notanthidium,
Notanthidium saltense,Hymenoptera,Apoidea,Megachilidae,Megachilinae,Anthidiini,Notanthidium,
Notanthidium steloides,Hymenoptera,Apoidea,Megachilidae,Megachilinae,Anthidiini,Notanthidium,
Notanthidium subpetiolatum,Hymenoptera,Apoidea,Megachilidae,Megachilinae,Anthidiini,Notanthidium,
Pachyanthidium africanum,Hymenoptera,Apoidea,Megachilidae,Megachilinae,Anthidiini,Pachyanthidium,
Pachyanthidium apicatum,Hymenoptera,Apoidea,Megachilidae,Megachilinae,Anthidiini,Pachyanthidium,
Pachyanthidium arnoldi,Hymenoptera,Apoidea,Megachilidae,Megachilinae,Anthidiini,Pachyanthidium,
Pachyanthidium ausense,Hymenoptera,Apoidea,Megachilidae,Megachilinae,Anthidiini,Pachyanthidium,
Pachyanthidium benguelense,Hymenoptera,Apoidea,Megachilidae,Megachilinae,Anthidiini,Pachyanthidium,
Pachyanthidium bicolor,Hymenoptera,Apoidea,Megachilidae,Megachilinae,Anthidiini,Pachyanthidium,
Pachyanthidium bouyssoui,Hymenoptera,Apoidea,Megachilidae,Megachilinae,Anthidiini,Pachyanthidium,
Pachyanthidium cordatum,Hymenoptera,Apoidea,Megachilidae,Megachilinae,Anthidiini,Pachyanthidium,
Pachyanthidium denticulatum,Hymenoptera,Apoidea,Megachilidae,Megachilinae,Anthidiini,Pachyanthidium,
Pachyanthidium himalayense,Hymenoptera,Apoidea,Megachilidae,Megachilinae,Anthidiini,Pachyanthidium,
Pachyanthidium katangense,Hymenoptera,Apoidea,Megachilidae,Megachilinae,Anthidiini,Pachyanthidium,
Pachyanthidium lachrymosum,Hymenoptera,Apoidea,Megachilidae,Megachilinae,Anthidiini,Pachyanthidium,
Pachyanthidium micheneri,Hymenoptera,Apoidea,Megachilidae,Megachilinae,Anthidiini,Pachyanthidium,
Pachyanthidium minutulum,Hymenoptera,Apoidea,Megachilidae,Megachilinae,Anthidiini,Pachyanthidium,
Pachyanthidium nigrum,Hymenoptera,Apoidea,Megachilidae,Megachilinae,Anthidiini,Pachyanthidium,
Pachyanthidium obscurum,Hymenoptera,Apoidea,Megachilidae,Megachilinae,Anthidiini,Pachyanthidium,
Pachyanthidium paulinieri,Hymenoptera,Apoidea,Megachilidae,Megachilinae,Anthidiini,Pachyanthidium,
Pachyanthidium rufescens,Hymenoptera,Apoidea,Megachilidae,Megachilinae,Anthidiini,Pachyanthidium,
Pachyanthidium semiluteum,Hymenoptera,Apoidea,Megachilidae,Megachilinae,Anthidiini,Pachyanthidium,
Paranthidium gabbii,Hymenoptera,Apoidea,Megachilidae,Megachilinae,Anthidiini,Paranthidium,
Paranthidium jugatorium,Hymenoptera,Apoidea,Megachilidae,Megachilinae,Anthidiini,Paranthidium,
Paranthidium vespoides,Hymenoptera,Apoidea,Megachilidae,Megachilinae,Anthidiini,Paranthidium,
Plesianthidium bruneipes,Hymenoptera,Apoidea,Megachilidae,Megachilinae,Anthidiini,Plesianthidium,
Plesianthidium calescens,Hymenoptera,Apoidea,Megachilidae,Megachilinae,Anthidiini,Plesianthidium,
Plesianthidium cariniventre,Hymenoptera,Apoidea,Megachilidae,Megachilinae,Anthidiini,Plesianthidium,
Plesianthidium fulvopilosum,Hymenoptera,Apoidea,Megachilidae,Megachilinae,Anthidiini,Plesianthidium,
Plesianthidium neli,Hymenoptera,Apoidea,Megachilidae,Megachilinae,Anthidiini,Plesianthidium,
Plesianthidium rufocaudatum,Hymenoptera,Apoidea,Megachilidae,Megachilinae,Anthidiini,Plesianthidium,
Plesianthidium trachusiforme,Hymenoptera,Apoidea,Megachilidae,Megachilinae,Anthidiini,Plesianthidium,
Plesianthidium volkmanni,Hymenoptera,Apoidea,Megachilidae,Megachilinae,Anthidiini,Plesianthidium,
Pseudoanthidium acutum,Hymenoptera,Apoidea,Megachilidae,Megachilinae,Anthidiini,Pseudoanthidium,
Pseudoanthidium alpinum,Hymenoptera,Apoidea,Megachilidae,Megachilinae,Anthidiini,Pseudoanthidium,
Pseudoanthidium arenosum,Hymenoptera,Apoidea,Megachilidae,Megachilinae,Anthidiini,Pseudoanthidium,
Pseudoanthidium beaumonti,Hymenoptera,Apoidea,Megachilidae,Megachilinae,Anthidiini,Pseudoanthidium,
Pseudoanthidium bicoloripenne,Hymenoptera,Apoidea,Megachilidae,Megachilinae,Anthidiini,Pseudoanthidium,
Pseudoanthidium brachiatum,Hymenoptera,Apoidea,Megachilidae,Megachilinae,Anthidiini,Pseudoanthidium,
Pseudoanthidium bytinskii,Hymenoptera,Apoidea,Megachilidae,Megachilinae,Anthidiini,Pseudoanthidium,
Pseudoanthidium campulodonta,Hymenoptera,Apoidea,Megachilidae,Megachilinae,Anthidiini,Pseudoanthidium,
Pseudoanthidium canariense,Hymenoptera,Apoidea,Megachilidae,Megachilinae,Anthidiini,Pseudoanthidium,
Pseudoanthidium cribratum,Hymenoptera,Apoidea,Megachilidae,Megachilinae,Anthidiini,Pseudoanthidium,
Pseudoanthidium damaraense,Hymenoptera,Apoidea,Megachilidae,Megachilinae,Anthidiini,Pseudoanthidium,
Pseudoanthidium deesense,Hymenoptera,Apoidea,Megachilidae,Megachilinae,Anthidiini,Pseudoanthidium,
Pseudoanthidium enslini,Hymenoptera,Apoidea,Megachilidae,Megachilinae,Anthidiini,Pseudoanthidium,
Pseudoanthidium eximium,Hymenoptera,Apoidea,Megachilidae,Megachilinae,Anthidiini,Pseudoanthidium,
Pseudoanthidium guichardi,Hymenoptera,Apoidea,Megachilidae,Megachilinae,Anthidiini,Pseudoanthidium,
Pseudoanthidium ivanovi,Hymenoptera,Apoidea,Megachilidae,Megachilinae,Anthidiini,Pseudoanthidium,
Pseudoanthidium katbergense,Hymenoptera,Apoidea,Megachilidae,Megachilinae,Anthidiini,Pseudoanthidium,
Pseudoanthidium lanificum,Hymenoptera,Apoidea,Megachilidae,Megachilinae,Anthidiini,Pseudoanthidium,
Pseudoanthidium latitarse,Hymenoptera,Apoidea,Megachilidae,Megachilinae,Anthidiini,Pseudoanthidium,
Pseudoanthidium livingstonei,Hymenoptera,Apoidea,Megachilidae,Megachilinae,Anthidiini,Pseudoanthidium,
Pseudoanthidium melanurum,Hymenoptera,Apoidea,Megachilidae,Megachilinae,Anthidiini,Pseudoanthidium,
Pseudoanthidium micronitens,Hymenoptera,Apoidea,Megachilidae,Megachilinae,Anthidiini,Pseudoanthidium,
Pseudoanthidium obscuratum,Hymenoptera,Apoidea,Megachilidae,Megachilinae,Anthidiini,Pseudoanthidium,
Pseudoanthidium ochrognathum,Hymenoptera,Apoidea,Megachilidae,Megachilinae,Anthidiini,Pseudoanthidium,
Pseudoanthidium orientale,Hymenoptera,Apoidea,Megachilidae,Megachilinae,Anthidiini,Pseudoanthidium,
Pseudoanthidium petechiale,Hymenoptera,Apoidea,Megachilidae,Megachilinae,Anthidiini,Pseudoanthidium,
Pseudoanthidium pictipes,Hymenoptera,Apoidea,Megachilidae,Megachilinae,Anthidiini,Pseudoanthidium,
Pseudoanthidium puncticolle,Hymenoptera,Apoidea,Megachilidae,Megachilinae,Anthidiini,Pseudoanthidium,
Pseudoanthidium reticulatum,Hymenoptera,Apoidea,Megachilidae,Megachilinae,Anthidiini,Pseudoanthidium,
Pseudoanthidium rhombiferum,Hymenoptera,Apoidea,Megachilidae,Megachilinae,Anthidiini,Pseudoanthidium,
Pseudoanthidium rotundiventre,Hymenoptera,Apoidea,Megachilidae,Megachilinae,Anthidiini,Pseudoanthidium,
Pseudoanthidium scapulare,Hymenoptera,Apoidea,Megachilidae,Megachilinae,Anthidiini,Pseudoanthidium,
Pseudoanthidium soliferum,Hymenoptera,Apoidea,Megachilidae,Megachilinae,Anthidiini,Pseudoanthidium,
Pseudoanthidium tenellum,Hymenoptera,Apoidea,Megachilidae,Megachilinae,Anthidiini,Pseudoanthidium,
Pseudoanthidium tertium,Hymenoptera,Apoidea,Megachilidae,Megachilinae,Anthidiini,Pseudoanthidium,
Pseudoanthidium truncatum,Hymenoptera,Apoidea,Megachilidae,Megachilinae,Anthidiini,Pseudoanthidium,
Pseudoanthidium tuberculiferum,Hymenoptera,Apoidea,Megachilidae,Megachilinae,Anthidiini,Pseudoanthidium,
Pseudoanthidium variabile,Hymenoptera,Apoidea,Megachilidae,Megachilinae,Anthidiini,Pseudoanthidium,
Pseudoanthidium wahrmanicum,Hymenoptera,Apoidea,Megachilidae,Megachilinae,Anthidiini,Pseudoanthidium,
Rhodanthidium aculeatum,Hymenoptera,Apoidea,Megachilidae,Megachilinae,Anthidiini,Rhodanthidium,
Rhodanthidium acuminatum,Hymenoptera,Apoidea,Megachilidae,Megachilinae,Anthidiini,Rhodanthidium,
Rhodanthidium buteum,Hymenoptera,Apoidea,Megachilidae,Megachilinae,Anthidiini,Rhodanthidium,
Rhodanthidium caturigense,Hymenoptera,Apoidea,Megachilidae,Megachilinae,Anthidiini,Rhodanthidium,
Rhodanthidium ducale,Hymenoptera,Apoidea,Megachilidae,Megachilinae,Anthidiini,Rhodanthidium,
Rhodanthidium exsectum,Hymenoptera,Apoidea,Megachilidae,Megachilinae,Anthidiini,Rhodanthidium,
Rhodanthidium glasunovii,Hymenoptera,Apoidea,Megachilidae,Megachilinae,Anthidiini,Rhodanthidium,
Rhodanthidium hissarense,Hymenoptera,Apoidea,Megachilidae,Megachilinae,Anthidiini,Rhodanthidium,
Rhodanthidium infuscatum,Hymenoptera,Apoidea,Megachilidae,Megachilinae,Anthidiini,Rhodanthidium,
Rhodanthidium jerusalemicum,Hymenoptera,Apoidea,Megachilidae,Megachilinae,Anthidiini,Rhodanthidium,
Rhodanthidium pyrenaeum,Hymenoptera,Apoidea,Megachilidae,Megachilinae,Anthidiini,Rhodanthidium,
Rhodanthidium septemdentatum,Hymenoptera,Apoidea,Megachilidae,Megachilinae,Anthidiini,Rhodanthidium,
Rhodanthidium siculum,Hymenoptera,Apoidea,Megachilidae,Megachilinae,Anthidiini,Rhodanthidium,
Rhodanthidium sticticum,Hymenoptera,Apoidea,Megachilidae,Megachilinae,Anthidiini,Rhodanthidium,
Rhodanthidium superbum,Hymenoptera,Apoidea,Megachilidae,Megachilinae,Anthidiini,Rhodanthidium,
Serapista denticulata,Hymenoptera,Apoidea,Megachilidae,Megachilinae,Anthidiini,Serapista,
Serapista rhodesiana,Hymenoptera,Apoidea,Megachilidae,Megachilinae,Anthidiini,Serapista,
Serapista rufipes,Hymenoptera,Apoidea,Megachilidae,Megachilinae,Anthidiini,Serapista,
Serapista serrata,Hymenoptera,Apoidea,Megachilidae,Megachilinae,Anthidiini,Serapista,
Stelis aculeata,Hymenoptera,Apoidea,Megachilidae,Megachilinae,Anthidiini,Stelis,
Stelis acutiventris,Hymenoptera,Apoidea,Megachilidae,Megachilinae,Anthidiini,Stelis,
Stelis aegyptiaca,Hymenoptera,Apoidea,Megachilidae,Megachilinae,Anthidiini,Stelis,
Stelis annulata,Hymenoptera,Apoidea,Megachilidae,Megachilinae,Anthidiini,Stelis,
Stelis anthidioides,Hymenoptera,Apoidea,Megachilidae,Megachilinae,Anthidiini,Stelis,
Stelis anthracina,Hymenoptera,Apoidea,Megachilidae,Megachilinae,Anthidiini,Stelis,
Stelis ashmeadiellae,Hymenoptera,Apoidea,Megachilidae,Megachilinae,Anthidiini,Stelis,
Stelis ater,Hymenoptera,Apoidea,Megachilidae,Megachilinae,Anthidiini,Stelis,
