species,order,superfamily,family,subfamily,tribe,genus,subgenus
Braunsapis protuberans,Hymenoptera,Apoidea,Apidae,Xylocopinae,Allodapini,Braunsapis,
Braunsapis puangensis,Hymenoptera,Apoidea,Apidae,Xylocopinae,Allodapini,Braunsapis,
Braunsapis reducta,Hymenoptera,Apoidea,Apidae,Xylocopinae,Allodapini,Braunsapis,
Braunsapis reversa,Hymenoptera,Apoidea,Apidae,Xylocopinae,Allodapini,Braunsapis,
Braunsapis rhodesi,Hymenoptera,Apoidea,Apidae,Xylocopinae,Allodapini,Braunsapis,
Braunsapis rolini,Hymenoptera,Apoidea,Apidae,Xylocopinae,Allodapini,Braunsapis,
Braunsapis rubicundula,Hymenoptera,Apoidea,Apidae,Xylocopinae,Allodapini,Braunsapis,
Braunsapis rugosella,Hymenoptera,Apoidea,Apidae,Xylocopinae,Allodapini,Braunsapis,
Braunsapis signata,Hymenoptera,Apoidea,Apidae,Xylocopinae,Allodapini,Braunsapis,
Braunsapis simillima,Hymenoptera,Apoidea,Apidae,Xylocopinae,Allodapini,Braunsapis,
Braunsapis simplicipes,Hymenoptera,Apoidea,Apidae,Xylocopinae,Allodapini,Braunsapis,
Braunsapis somatotheca,Hymenoptera,Apoidea,Apidae,Xylocopinae,Allodapini,Braunsapis,
Braunsapis strandi,Hymenoptera,Apoidea,Apidae,Xylocopinae,Allodapini,Braunsapis,
Braunsapis stuckenbergorum,Hymenoptera,Apoidea,Apidae,Xylocopinae,Allodapini,Braunsapis,
Braunsapis trochanterata,Hymenoptera,Apoidea,Apidae,Xylocopinae,Allodapini,Braunsapis,
Braunsapis unicolor,Hymenoptera,Apoidea,Apidae,Xylocopinae,Allodapini,Braunsapis,
Braunsapis verticalis,Hymenoptera,Apoidea,Apidae,Xylocopinae,Allodapini,Braunsapis,
Braunsapis virilipicta,Hymenoptera,Apoidea,Apidae,Xylocopinae,Allodapini,Braunsapis,
Braunsapis vitrea,Hymenoptera,Apoidea,Apidae,Xylocopinae,Allodapini,Braunsapis,
Compsomelissa acaciae,Hymenoptera,Apoidea,Apidae,Xylocopinae,Allodapini,Compsomelissa,
Compsomelissa albigena,Hymenoptera,Apoidea,Apidae,Xylocopinae,Allodapini,Compsomelissa,
Compsomelissa angustula,Hymenoptera,Apoidea,Apidae,Xylocopinae,Allodapini,Compsomelissa,
Compsomelissa ankaratrensis,Hymenoptera,Apoidea,Apidae,Xylocopinae,Allodapini,Compsomelissa,
Compsomelissa benoisti,Hymenoptera,Apoidea,Apidae,Xylocopinae,Allodapini,Compsomelissa,
Compsomelissa borneri,Hymenoptera,Apoidea,Apidae,Xylocopinae,Allodapini,Compsomelissa,
Compsomelissa curtipilosa,Hymenoptera,Apoidea,Apidae,Xylocopinae,Allodapini,Compsomelissa,
Compsomelissa didyensis,Hymenoptera,Apoidea,Apidae,Xylocopinae,Allodapini,Compsomelissa,
Compsomelissa harveyi,Hymenoptera,Apoidea,Apidae,Xylocopinae,Allodapini,Compsomelissa,
Compsomelissa isaloensis,Hymenoptera,Apoidea,Apidae,Xylocopinae,Allodapini,Compsomelissa,
Compsomelissa keiseri,Hymenoptera,Apoidea,Apidae,Xylocopinae,Allodapini,Compsomelissa,
Compsomelissa kraussi,Hymenoptera,Apoidea,Apidae,Xylocopinae,Allodapini,Compsomelissa,
Compsomelissa minuta,Hymenoptera,Apoidea,Apidae,Xylocopinae,Allodapini,Compsomelissa,
Compsomelissa nigrinervis,Hymenoptera,Apoidea,Apidae,Xylocopinae,Allodapini,Compsomelissa,
Compsomelissa pentagonalis,Hymenoptera,Apoidea,Apidae,Xylocopinae,Allodapini,Compsomelissa,
Compsomelissa personata,Hymenoptera,Apoidea,Apidae,Xylocopinae,Allodapini,Compsomelissa,
Compsomelissa platyprosopon,Hymenoptera,Apoidea,Apidae,Xylocopinae,Allodapini,Compsomelissa,
Compsomelissa quadratifera,Hymenoptera,Apoidea,Apidae,Xylocopinae,Allodapini,Compsomelissa,
Compsomelissa rufa,Hymenoptera,Apoidea,Apidae,Xylocopinae,Allodapini,Compsomelissa,
Compsomelissa seyrigi,Hymenoptera,Apoidea,Apidae,Xylocopinae,Allodapini,Compsomelissa,
Compsomelissa spatulata,Hymenoptera,Apoidea,Apidae,Xylocopinae,Allodapini,Compsomelissa,
Compsomelissa spinipennis,Hymenoptera,Apoidea,Apidae,Xylocopinae,Allodapini,Compsomelissa,
Compsomelissa stigma,Hymenoptera,Apoidea,Apidae,Xylocopinae,Allodapini,Compsomelissa,
Compsomelissa stigmoides,Hymenoptera,Apoidea,Apidae,Xylocopinae,Allodapini,Compsomelissa,
Compsomelissa tulearensis,Hymenoptera,Apoidea,Apidae,Xylocopinae,Allodapini,Compsomelissa,
Compsomelissa zaxantha,Hymenoptera,Apoidea,Apidae,Xylocopinae,Allodapini,Compsomelissa,
Effractapis furax,Hymenoptera,Apoidea,Apidae,Xylocopinae,Allodapini,Effractapis,
Eucondylops konowi,Hymenoptera,Apoidea,Apidae,Xylocopinae,Allodapini,Eucondylops,
Eucondylops reducta,Hymenoptera,Apoidea,Apidae,Xylocopinae,Allodapini,Eucondylops,
Exoneura abstrusa,Hymenoptera,Apoidea,Apidae,Xylocopinae,Allodapini,Exoneura,
Exoneura albolineata,Hymenoptera,Apoidea,Apidae,Xylocopinae,Allodapini,Exoneura,
Exoneura albopilosa,Hymenoptera,Apoidea,Apidae,Xylocopinae,Allodapini,Exoneura,
Exoneura angophorae,Hymenoptera,Apoidea,Apidae,Xylocopinae,Allodapini,Exoneura,
Exoneura angophorella,Hymenoptera,Apoidea,Apidae,Xylocopinae,Allodapini,Exoneura,
Exoneura apposita,Hymenoptera,Apoidea,Apidae,Xylocopinae,Allodapini,Exoneura,
Exoneura asimillima,Hymenoptera,Apoidea,Apidae,Xylocopinae,Allodapini,Exoneura,
Exoneura aterrima,Hymenoptera,Apoidea,Apidae,Xylocopinae,Allodapini,Exoneura,
Exoneura baculifera,Hymenoptera,Apoidea,Apidae,Xylocopinae,Allodapini,Exoneura,
Exoneura baxteri,Hymenoptera,Apoidea,Apidae,Xylocopinae,Allodapini,Exoneura,
Exoneura bicincta,Hymenoptera,Apoidea,Apidae,Xylocopinae,Allodapini,Exoneura,
Exoneura bicolor,Hymenoptera,Apoidea,Apidae,Xylocopinae,Allodapini,Exoneura,
Exoneura botanica,Hymenoptera,Apoidea,Apidae,Xylocopinae,Allodapini,Exoneura,
Exoneura brisbanensis,Hymenoptera,Apoidea,Apidae,Xylocopinae,Allodapini,Exoneura,
Exoneura clarissima,Hymenoptera,Apoidea,Apidae,Xylocopinae,Allodapini,Exoneura,
Exoneura cliffordiella,Hymenoptera,Apoidea,Apidae,Xylocopinae,Allodapini,Exoneura,
Exoneura concinnula,Hymenoptera,Apoidea,Apidae,Xylocopinae,Allodapini,Exoneura,
Exoneura diversipes,Hymenoptera,Apoidea,Apidae,Xylocopinae,Allodapini,Exoneura,
Exoneura elongata,Hymenoptera,Apoidea,Apidae,Xylocopinae,Allodapini,Exoneura,
Exoneura excavata,Hymenoptera,Apoidea,Apidae,Xylocopinae,Allodapini,Exoneura,
Exoneura florentiae,Hymenoptera,Apoidea,Apidae,Xylocopinae,Allodapini,Exoneura,
Exoneura froggatti,Hymenoptera,Apoidea,Apidae,Xylocopinae,Allodapini,Exoneura,
Exoneura fultoni,Hymenoptera,Apoidea,Apidae,Xylocopinae,Allodapini,Exoneura,
Exoneura gracilis,Hymenoptera,Apoidea,Apidae,Xylocopinae,Allodapini,Exoneura,
Exoneura grandis,Hymenoptera,Apoidea,Apidae,Xylocopinae,Allodapini,Exoneura,
Exoneura hackeri,Hymenoptera,Apoidea,Apidae,Xylocopinae,Allodapini,Exoneura,
Exoneura hamulata,Hymenoptera,Apoidea,Apidae,Xylocopinae,Allodapini,Exoneura,
Exoneura holmesi,Hymenoptera,Apoidea,Apidae,Xylocopinae,Allodapini,Exoneura,
Exoneura illustris,Hymenoptera,Apoidea,Apidae,Xylocopinae,Allodapini,Exoneura,
Exoneura incerta,Hymenoptera,Apoidea,Apidae,Xylocopinae,Allodapini,Exoneura,
Exoneura laeta,Hymenoptera,Apoidea,Apidae,Xylocopinae,Allodapini,Exoneura,
Exoneura maculata,Hymenoptera,Apoidea,Apidae,Xylocopinae,Allodapini,Exoneura,
Exoneura marjoriella,Hymenoptera,Apoidea,Apidae,Xylocopinae,Allodapini,Exoneura,
Exoneura melaena,Hymenoptera,Apoidea,Apidae,Xylocopinae,Allodapini,Exoneura,
Exoneura minutissima,Hymenoptera,Apoidea,Apidae,Xylocopinae,Allodapini,Exoneura,
Exoneura montana,Hymenoptera,Apoidea,Apidae,Xylocopinae,Allodapini,Exoneura,
Exoneura nigrescens,Hymenoptera,Apoidea,Apidae,Xylocopinae,Allodapini,Exoneura,
Exoneura nigrihirta,Hymenoptera,Apoidea,Apidae,Xylocopinae,Allodapini,Exoneura,
Exoneura nigrofulva,Hymenoptera,Apoidea,Apidae,Xylocopinae,Allodapini,Exoneura,
Exoneura nitida,Hymenoptera,Apoidea,Apidae,Xylocopinae,Allodapini,Exoneura,
Exoneura normani,Hymenoptera,Apoidea,Apidae,Xylocopinae,Allodapini,Exoneura,
Exoneura obliterata,Hymenoptera,Apoidea,Apidae,Xylocopinae,Allodapini,Exoneura,
Exoneura obscura,Hymenoptera,Apoidea,Apidae,Xylocopinae,Allodapini,Exoneura,
Exoneura obscuripes,Hymenoptera,Apoidea,Apidae,Xylocopinae,Allodapini,Exoneura,
Exoneura parvula,Hymenoptera,Apoidea,Apidae,Xylocopinae,Allodapini,Exoneura,
Exoneura perparvula,Hymenoptera,Apoidea,Apidae,Xylocopinae,Allodapini,Exoneura,
Exoneura perpensa,Hymenoptera,Apoidea,Apidae,Xylocopinae,Allodapini,Exoneura,
Exoneura perplexa,Hymenoptera,Apoidea,Apidae,Xylocopinae,Allodapini,Exoneura,
Exoneura pictifrons,Hymenoptera,Apoidea,Apidae,Xylocopinae,Allodapini,Exoneura,
Exoneura ploratula,Hymenoptera,Apoidea,Apidae,Xylocopinae,Allodapini,Exoneura,
Exoneura punctata,Hymenoptera,Apoidea,Apidae,Xylocopinae,Allodapini,Exoneura,
Exoneura rhodoptera,Hymenoptera,Apoidea,Apidae,Xylocopinae,Allodapini,Exoneura,
Exoneura richardsoni,Hymenoptera,Apoidea,Apidae,Xylocopinae,Allodapini,Exoneura,
Exoneura robusta,Hymenoptera,Apoidea,Apidae,Xylocopinae,Allodapini,Exoneura,
Exoneura roddiana,Hymenoptera,Apoidea,Apidae,Xylocopinae,Allodapini,Exoneura,
Exoneura rufa,Hymenoptera,Apoidea,Apidae,Xylocopinae,Allodapini,Exoneura,
Exoneura rufitarsis,Hymenoptera,Apoidea,Apidae,Xylocopinae,Allodapini,Exoneura,
Exoneura schwarzi,Hymenoptera,Apoidea,Apidae,Xylocopinae,Allodapini,Exoneura,
Exoneura simillima,Hymenoptera,Apoidea,Apidae,Xylocopinae,Allodapini,Exoneura,
Exoneura subbaculifera,Hymenoptera,Apoidea,Apidae,Xylocopinae,Allodapini,Exoneura,
Exoneura subexcavata,Hymenoptera,Apoidea,Apidae,Xylocopinae,Allodapini,Exoneura,
Exoneura subhamulata,Hymenoptera,Apoidea,Apidae,Xylocopinae,Allodapini,Exoneura,
Exoneura tasmanica,Hymenoptera,Apoidea,Apidae,Xylocopinae,Allodapini,Exoneura,
Exoneura tau,Hymenoptera,Apoidea,Apidae,Xylocopinae,Allodapini,Exoneura,
Exoneura turneri,Hymenoptera,Apoidea,Apidae,Xylocopinae,Allodapini,Exoneura,
Exoneura variabilis,Hymenoptera,Apoidea,Apidae,Xylocopinae,Allodapini,Exoneura,
Exoneura xanthoclypeata,Hymenoptera,Apoidea,Apidae,Xylocopinae,Allodapini,Exoneura,
Exoneura ziegleri,Hymenoptera,Apoidea,Apidae,Xylocopinae,Allodapini,Exoneura,
Exoneurella eremophila,Hymenoptera,Apoidea,Apidae,Xylocopinae,Allodapini,Exoneurella,
Exoneurella lawsoni,Hymenoptera,Apoidea,Apidae,Xylocopinae,Allodapini,Exoneurella,
Exoneurella setosa,Hymenoptera,Apoidea,Apidae,Xylocopinae,Allodapini,Exoneurella,
Exoneurella tridentata,Hymenoptera,Apoidea,Apidae,Xylocopinae,Allodapini,Exoneurella,
Exoneuridia libanensis,Hymenoptera,Apoidea,Apidae,Xylocopinae,Allodapini,Exoneuridia,
Exoneuridia oriola,Hymenoptera,Apoidea,Apidae,Xylocopinae,Allodapini,Exoneuridia,
Macrogalea antanosy,Hymenoptera,Apoidea,Apidae,Xylocopinae,Allodapini,Macrogalea,
Macrogalea berentyensis,Hymenoptera,Apoidea,Apidae,Xylocopinae,Allodapini,Macrogalea,
Macrogalea candida,Hymenoptera,Apoidea,Apidae,Xylocopinae,Allodapini,Macrogalea,
Macrogalea ellioti,Hymenoptera,Apoidea,Apidae,Xylocopinae,Allodapini,Macrogalea,
Macrogalea infernalis,Hymenoptera,Apoidea,Apidae,Xylocopinae,Allodapini,Macrogalea,
Macrogalea magenge,Hymenoptera,Apoidea,Apidae,Xylocopinae,Allodapini,Macrogalea,
Macrogalea maizina,Hymenoptera,Apoidea,Apidae,Xylocopinae,Allodapini,Macrogalea,
Macrogalea mombasae,Hymenoptera,Apoidea,Apidae,Xylocopinae,Allodapini,Macrogalea,
Macrogalea scaevolae,Hymenoptera,Apoidea,Apidae,Xylocopinae,Allodapini,Macrogalea,
Macrogalea zanzibarica,Hymenoptera,Apoidea,Apidae,Xylocopinae,Allodapini,Macrogalea,
Nasutapis straussorum,Hymenoptera,Apoidea,Apidae,Xylocopinae,Allodapini,Nasutapis,
Ceratina abdominalis,Hymenoptera,Apoidea,Apidae,Xylocopinae,Ceratinini,Ceratina,
Ceratina acantha,Hymenoptera,Apoidea,Apidae,Xylocopinae,Ceratinini,Ceratina,
Ceratina accusator,Hymenoptera,Apoidea,Apidae,Xylocopinae,Ceratinini,Ceratina,
Ceratina acuta,Hymenoptera,Apoidea,Apidae,Xylocopinae,Ceratinini,Ceratina,
Ceratina aeneiceps,Hymenoptera,Apoidea,Apidae,Xylocopinae,Ceratinini,Ceratina,
Ceratina aenescens,Hymenoptera,Apoidea,Apidae,Xylocopinae,Ceratinini,Ceratina,
Ceratina aereola,Hymenoptera,Apoidea,Apidae,Xylocopinae,Ceratinini,Ceratina,
Ceratina ahngeri,Hymenoptera,Apoidea,Apidae,Xylocopinae,Ceratinini,Ceratina,
Ceratina alberti,Hymenoptera,Apoidea,Apidae,Xylocopinae,Ceratinini,Ceratina,
Ceratina albopicta,Hymenoptera,Apoidea,Apidae,Xylocopinae,Ceratinini,Ceratina,
Ceratina albosticta,Hymenoptera,Apoidea,Apidae,Xylocopinae,Ceratinini,Ceratina,
Ceratina alexandrae,Hymenoptera,Apoidea,Apidae,Xylocopinae,Ceratinini,Ceratina,
Ceratina aliceae,Hymenoptera,Apoidea,Apidae,Xylocopinae,Ceratinini,Ceratina,
Ceratina allodapoides,Hymenoptera,Apoidea,Apidae,Xylocopinae,Ceratinini,Ceratina,
Ceratina aloes,Hymenoptera,Apoidea,Apidae,Xylocopinae,Ceratinini,Ceratina,
Ceratina apacheorum,Hymenoptera,Apoidea,Apidae,Xylocopinae,Ceratinini,Ceratina,
Ceratina arabiae,Hymenoptera,Apoidea,Apidae,Xylocopinae,Ceratinini,Ceratina,
Ceratina arizonensis,Hymenoptera,Apoidea,Apidae,Xylocopinae,Ceratinini,Ceratina,
Ceratina armata,Hymenoptera,Apoidea,Apidae,Xylocopinae,Ceratinini,Ceratina,
Ceratina aspera,Hymenoptera,Apoidea,Apidae,Xylocopinae,Ceratinini,Ceratina,
Ceratina asunciana,Hymenoptera,Apoidea,Apidae,Xylocopinae,Ceratinini,Ceratina,
Ceratina asuncionis,Hymenoptera,Apoidea,Apidae,Xylocopinae,Ceratinini,Ceratina,
Ceratina atopura,Hymenoptera,Apoidea,Apidae,Xylocopinae,Ceratinini,Ceratina,
Ceratina atra,Hymenoptera,Apoidea,Apidae,Xylocopinae,Ceratinini,Ceratina,
Ceratina atrata,Hymenoptera,Apoidea,Apidae,Xylocopinae,Ceratinini,Ceratina,
Ceratina augochloroides,Hymenoptera,Apoidea,Apidae,Xylocopinae,Ceratinini,Ceratina,
Ceratina auriviridis,Hymenoptera,Apoidea,Apidae,Xylocopinae,Ceratinini,Ceratina,
Ceratina australensis,Hymenoptera,Apoidea,Apidae,Xylocopinae,Ceratinini,Ceratina,
Ceratina azteca,Hymenoptera,Apoidea,Apidae,Xylocopinae,Ceratinini,Ceratina,
Ceratina azurea,Hymenoptera,Apoidea,Apidae,Xylocopinae,Ceratinini,Ceratina,
Ceratina bakeri,Hymenoptera,Apoidea,Apidae,Xylocopinae,Ceratinini,Ceratina,
Ceratina ballotae,Hymenoptera,Apoidea,Apidae,Xylocopinae,Ceratinini,Ceratina,
Ceratina barbarae,Hymenoptera,Apoidea,Apidae,Xylocopinae,Ceratinini,Ceratina,
Ceratina beata,Hymenoptera,Apoidea,Apidae,Xylocopinae,Ceratinini,Ceratina,
Ceratina belizensis,Hymenoptera,Apoidea,Apidae,Xylocopinae,Ceratinini,Ceratina,
Ceratina benguetensis,Hymenoptera,Apoidea,Apidae,Xylocopinae,Ceratinini,Ceratina,
Ceratina bhawani,Hymenoptera,Apoidea,Apidae,Xylocopinae,Ceratinini,Ceratina,
Ceratina bicolorata,Hymenoptera,Apoidea,Apidae,Xylocopinae,Ceratinini,Ceratina,
Ceratina bicuneata,Hymenoptera,Apoidea,Apidae,Xylocopinae,Ceratinini,Ceratina,
Ceratina biguttulata,Hymenoptera,Apoidea,Apidae,Xylocopinae,Ceratinini,Ceratina,
Ceratina bilobata,Hymenoptera,Apoidea,Apidae,Xylocopinae,Ceratinini,Ceratina,
Ceratina binghami,Hymenoptera,Apoidea,Apidae,Xylocopinae,Ceratinini,Ceratina,
Ceratina bipes,Hymenoptera,Apoidea,Apidae,Xylocopinae,Ceratinini,Ceratina,
Ceratina bispinosa,Hymenoptera,Apoidea,Apidae,Xylocopinae,Ceratinini,Ceratina,
Ceratina boninensis,Hymenoptera,Apoidea,Apidae,Xylocopinae,Ceratinini,Ceratina,
Ceratina bowringi,Hymenoptera,Apoidea,Apidae,Xylocopinae,Ceratinini,Ceratina,
Ceratina braunsi,Hymenoptera,Apoidea,Apidae,Xylocopinae,Ceratinini,Ceratina,
Ceratina braunsiana,Hymenoptera,Apoidea,Apidae,Xylocopinae,Ceratinini,Ceratina,
Ceratina breviceps,Hymenoptera,Apoidea,Apidae,Xylocopinae,Ceratinini,Ceratina,
Ceratina bryanti,Hymenoptera,Apoidea,Apidae,Xylocopinae,Ceratinini,Ceratina,
Ceratina buscki,Hymenoptera,Apoidea,Apidae,Xylocopinae,Ceratinini,Ceratina,
Ceratina calcarata,Hymenoptera,Apoidea,Apidae,Xylocopinae,Ceratinini,Ceratina,
Ceratina callosa,Hymenoptera,Apoidea,Apidae,Xylocopinae,Ceratinini,Ceratina,
Ceratina canarensis,Hymenoptera,Apoidea,Apidae,Xylocopinae,Ceratinini,Ceratina,
Ceratina capitosa,Hymenoptera,Apoidea,Apidae,Xylocopinae,Ceratinini,Ceratina,
Ceratina carinifrons,Hymenoptera,Apoidea,Apidae,Xylocopinae,Ceratinini,Ceratina,
Ceratina catamarcensis,Hymenoptera,Apoidea,Apidae,Xylocopinae,Ceratinini,Ceratina,
Ceratina chalcea,Hymenoptera,Apoidea,Apidae,Xylocopinae,Ceratinini,Ceratina,
Ceratina chalcites,Hymenoptera,Apoidea,Apidae,Xylocopinae,Ceratinini,Ceratina,
Ceratina chalybea,Hymenoptera,Apoidea,Apidae,Xylocopinae,Ceratinini,Ceratina,
Ceratina chinensis,Hymenoptera,Apoidea,Apidae,Xylocopinae,Ceratinini,Ceratina,
Ceratina chloris,Hymenoptera,Apoidea,Apidae,Xylocopinae,Ceratinini,Ceratina,
Ceratina christellae,Hymenoptera,Apoidea,Apidae,Xylocopinae,Ceratinini,Ceratina,
Ceratina chrysocephala,Hymenoptera,Apoidea,Apidae,Xylocopinae,Ceratinini,Ceratina,
Ceratina chrysomalla,Hymenoptera,Apoidea,Apidae,Xylocopinae,Ceratinini,Ceratina,
Ceratina citrinifrons,Hymenoptera,Apoidea,Apidae,Xylocopinae,Ceratinini,Ceratina,
Ceratina citriphila,Hymenoptera,Apoidea,Apidae,Xylocopinae,Ceratinini,Ceratina,
Ceratina cladura,Hymenoptera,Apoidea,Apidae,Xylocopinae,Ceratinini,Ceratina,
Ceratina claripennis,Hymenoptera,Apoidea,Apidae,Xylocopinae,Ceratinini,Ceratina,
Ceratina cobaltina,Hymenoptera,Apoidea,Apidae,Xylocopinae,Ceratinini,Ceratina,
Ceratina cockerelli,Hymenoptera,Apoidea,Apidae,Xylocopinae,Ceratinini,Ceratina,
Ceratina cognata,Hymenoptera,Apoidea,Apidae,Xylocopinae,Ceratinini,Ceratina,
Ceratina collusor,Hymenoptera,Apoidea,Apidae,Xylocopinae,Ceratinini,Ceratina,
Ceratina combinata,Hymenoptera,Apoidea,Apidae,Xylocopinae,Ceratinini,Ceratina,
Ceratina compacta,Hymenoptera,Apoidea,Apidae,Xylocopinae,Ceratinini,Ceratina,
Ceratina congoensis,Hymenoptera,Apoidea,Apidae,Xylocopinae,Ceratinini,Ceratina,
Ceratina coptica,Hymenoptera,Apoidea,Apidae,Xylocopinae,Ceratinini,Ceratina,
Ceratina corinna,Hymenoptera,Apoidea,Apidae,Xylocopinae,Ceratinini,Ceratina,
Ceratina correntina,Hymenoptera,Apoidea,Apidae,Xylocopinae,Ceratinini,Ceratina,
Ceratina cosmiocephala,Hymenoptera,Apoidea,Apidae,Xylocopinae,Ceratinini,Ceratina,
Ceratina crassiceps,Hymenoptera,Apoidea,Apidae,Xylocopinae,Ceratinini,Ceratina,
Ceratina crewi,Hymenoptera,Apoidea,Apidae,Xylocopinae,Ceratinini,Ceratina,
Ceratina cucurbitina,Hymenoptera,Apoidea,Apidae,Xylocopinae,Ceratinini,Ceratina,
Ceratina cupreiventris,Hymenoptera,Apoidea,Apidae,Xylocopinae,Ceratinini,Ceratina,
Ceratina cuprifrons,Hymenoptera,Apoidea,Apidae,Xylocopinae,Ceratinini,Ceratina,
Ceratina cyanea,Hymenoptera,Apoidea,Apidae,Xylocopinae,Ceratinini,Ceratina,
Ceratina cyanicollis,Hymenoptera,Apoidea,Apidae,Xylocopinae,Ceratinini,Ceratina,
Ceratina cyaniventris,Hymenoptera,Apoidea,Apidae,Xylocopinae,Ceratinini,Ceratina,
Ceratina cyanura,Hymenoptera,Apoidea,Apidae,Xylocopinae,Ceratinini,Ceratina,
Ceratina cypriaca,Hymenoptera,Apoidea,Apidae,Xylocopinae,Ceratinini,Ceratina,
